,Nation,iso_code3,Year,fuelefficiency_trns_rail_passenger_hydrogen_km_per_litre
4029,Lithuania,LTU,2048,0.10388064733
4030,Lithuania,LTU,2049,0.10388064733
4031,Lithuania,LTU,2050,0.10388064733
4032,Luxembourg,LUX,2023,0.10388064733
4033,Luxembourg,LUX,2024,0.10388064733
4034,Luxembourg,LUX,2025,0.10388064733
4035,Luxembourg,LUX,2026,0.10388064733
4036,Luxembourg,LUX,2027,0.10388064733
4037,Luxembourg,LUX,2028,0.10388064733
4038,Luxembourg,LUX,2029,0.10388064733
4039,Luxembourg,LUX,2030,0.10388064733
4040,Luxembourg,LUX,2031,0.10388064733
4041,Luxembourg,LUX,2032,0.10388064733
4042,Luxembourg,LUX,2033,0.10388064733
4043,Luxembourg,LUX,2034,0.10388064733
4044,Luxembourg,LUX,2035,0.10388064733
4045,Luxembourg,LUX,2036,0.10388064733
4046,Luxembourg,LUX,2037,0.10388064733
4047,Luxembourg,LUX,2038,0.10388064733
4048,Luxembourg,LUX,2039,0.10388064733
4049,Luxembourg,LUX,2040,0.10388064733
4050,Luxembourg,LUX,2041,0.10388064733
4051,Luxembourg,LUX,2042,0.10388064733
4052,Luxembourg,LUX,2043,0.10388064733
4053,Luxembourg,LUX,2044,0.10388064733
4054,Luxembourg,LUX,2045,0.10388064733
4055,Luxembourg,LUX,2046,0.10388064733
4056,Luxembourg,LUX,2047,0.10388064733
4057,Luxembourg,LUX,2048,0.10388064733
4058,Luxembourg,LUX,2049,0.10388064733
4059,Luxembourg,LUX,2050,0.10388064733
4060,Latvia,LVA,2023,0.10388064733
4061,Latvia,LVA,2024,0.10388064733
4062,Latvia,LVA,2025,0.10388064733
4063,Latvia,LVA,2026,0.10388064733
4064,Latvia,LVA,2027,0.10388064733
4065,Latvia,LVA,2028,0.10388064733
4066,Latvia,LVA,2029,0.10388064733
4067,Latvia,LVA,2030,0.10388064733
4068,Latvia,LVA,2031,0.10388064733
4069,Latvia,LVA,2032,0.10388064733
4070,Latvia,LVA,2033,0.10388064733
4071,Latvia,LVA,2034,0.10388064733
4072,Latvia,LVA,2035,0.10388064733
4073,Latvia,LVA,2036,0.10388064733
4074,Latvia,LVA,2037,0.10388064733
4075,Latvia,LVA,2038,0.10388064733
4076,Latvia,LVA,2039,0.10388064733
4077,Latvia,LVA,2040,0.10388064733
4078,Latvia,LVA,2041,0.10388064733
4079,Latvia,LVA,2042,0.10388064733
4080,Latvia,LVA,2043,0.10388064733
4081,Latvia,LVA,2044,0.10388064733
4082,Latvia,LVA,2045,0.10388064733
4083,Latvia,LVA,2046,0.10388064733
4084,Latvia,LVA,2047,0.10388064733
4085,Latvia,LVA,2048,0.10388064733
4086,Latvia,LVA,2049,0.10388064733
4087,Latvia,LVA,2050,0.10388064733
4088,"Macao SAR, China",MAC,2023,0.10388064733
4089,"Macao SAR, China",MAC,2024,0.10388064733
4090,"Macao SAR, China",MAC,2025,0.10388064733
4091,"Macao SAR, China",MAC,2026,0.10388064733
4092,"Macao SAR, China",MAC,2027,0.10388064733
4093,"Macao SAR, China",MAC,2028,0.10388064733
4094,"Macao SAR, China",MAC,2029,0.10388064733
4095,"Macao SAR, China",MAC,2030,0.10388064733
4096,"Macao SAR, China",MAC,2031,0.10388064733
4097,"Macao SAR, China",MAC,2032,0.10388064733
4098,"Macao SAR, China",MAC,2033,0.10388064733
4099,"Macao SAR, China",MAC,2034,0.10388064733
4100,"Macao SAR, China",MAC,2035,0.10388064733
4101,"Macao SAR, China",MAC,2036,0.10388064733
4102,"Macao SAR, China",MAC,2037,0.10388064733
4103,"Macao SAR, China",MAC,2038,0.10388064733
4104,"Macao SAR, China",MAC,2039,0.10388064733
4105,"Macao SAR, China",MAC,2040,0.10388064733
4106,"Macao SAR, China",MAC,2041,0.10388064733
4107,"Macao SAR, China",MAC,2042,0.10388064733
4108,"Macao SAR, China",MAC,2043,0.10388064733
4109,"Macao SAR, China",MAC,2044,0.10388064733
4110,"Macao SAR, China",MAC,2045,0.10388064733
4111,"Macao SAR, China",MAC,2046,0.10388064733
4112,"Macao SAR, China",MAC,2047,0.10388064733
4113,"Macao SAR, China",MAC,2048,0.10388064733
4114,"Macao SAR, China",MAC,2049,0.10388064733
4115,"Macao SAR, China",MAC,2050,0.10388064733
4116,St. Martin (French part),MAF,2023,0.10388064733
4117,St. Martin (French part),MAF,2024,0.10388064733
4118,St. Martin (French part),MAF,2025,0.10388064733
4119,St. Martin (French part),MAF,2026,0.10388064733
4120,St. Martin (French part),MAF,2027,0.10388064733
4121,St. Martin (French part),MAF,2028,0.10388064733
4122,St. Martin (French part),MAF,2029,0.10388064733
4123,St. Martin (French part),MAF,2030,0.10388064733
4124,St. Martin (French part),MAF,2031,0.10388064733
4125,St. Martin (French part),MAF,2032,0.10388064733
4126,St. Martin (French part),MAF,2033,0.10388064733
4127,St. Martin (French part),MAF,2034,0.10388064733
4128,St. Martin (French part),MAF,2035,0.10388064733
4129,St. Martin (French part),MAF,2036,0.10388064733
4130,St. Martin (French part),MAF,2037,0.10388064733
4131,St. Martin (French part),MAF,2038,0.10388064733
4132,St. Martin (French part),MAF,2039,0.10388064733
4133,St. Martin (French part),MAF,2040,0.10388064733
4134,St. Martin (French part),MAF,2041,0.10388064733
4135,St. Martin (French part),MAF,2042,0.10388064733
4136,St. Martin (French part),MAF,2043,0.10388064733
4137,St. Martin (French part),MAF,2044,0.10388064733
4138,St. Martin (French part),MAF,2045,0.10388064733
4139,St. Martin (French part),MAF,2046,0.10388064733
4140,St. Martin (French part),MAF,2047,0.10388064733
4141,St. Martin (French part),MAF,2048,0.10388064733
4142,St. Martin (French part),MAF,2049,0.10388064733
4143,St. Martin (French part),MAF,2050,0.10388064733
4144,Morocco,MAR,2023,0.10388064733
4145,Morocco,MAR,2024,0.10388064733
4146,Morocco,MAR,2025,0.10388064733
4147,Morocco,MAR,2026,0.10388064733
4148,Morocco,MAR,2027,0.10388064733
4149,Morocco,MAR,2028,0.10388064733
4150,Morocco,MAR,2029,0.10388064733
4151,Morocco,MAR,2030,0.10388064733
4152,Morocco,MAR,2031,0.10388064733
4153,Morocco,MAR,2032,0.10388064733
4154,Morocco,MAR,2033,0.10388064733
4155,Morocco,MAR,2034,0.10388064733
4156,Morocco,MAR,2035,0.10388064733
4157,Morocco,MAR,2036,0.10388064733
4158,Morocco,MAR,2037,0.10388064733
4159,Morocco,MAR,2038,0.10388064733
4160,Morocco,MAR,2039,0.10388064733
4161,Morocco,MAR,2040,0.10388064733
4162,Morocco,MAR,2041,0.10388064733
4163,Morocco,MAR,2042,0.10388064733
4164,Morocco,MAR,2043,0.10388064733
4165,Morocco,MAR,2044,0.10388064733
4166,Morocco,MAR,2045,0.10388064733
4167,Morocco,MAR,2046,0.10388064733
4168,Morocco,MAR,2047,0.10388064733
4169,Morocco,MAR,2048,0.10388064733
4170,Morocco,MAR,2049,0.10388064733
4171,Morocco,MAR,2050,0.10388064733
4172,Monaco,MCO,2023,0.10388064733
4173,Monaco,MCO,2024,0.10388064733
4174,Monaco,MCO,2025,0.10388064733
4175,Monaco,MCO,2026,0.10388064733
4176,Monaco,MCO,2027,0.10388064733
4177,Monaco,MCO,2028,0.10388064733
4178,Monaco,MCO,2029,0.10388064733
4179,Monaco,MCO,2030,0.10388064733
4180,Monaco,MCO,2031,0.10388064733
4181,Monaco,MCO,2032,0.10388064733
4182,Monaco,MCO,2033,0.10388064733
4183,Monaco,MCO,2034,0.10388064733
4184,Monaco,MCO,2035,0.10388064733
4185,Monaco,MCO,2036,0.10388064733
4186,Monaco,MCO,2037,0.10388064733
4187,Monaco,MCO,2038,0.10388064733
4188,Monaco,MCO,2039,0.10388064733
4189,Monaco,MCO,2040,0.10388064733
4190,Monaco,MCO,2041,0.10388064733
4191,Monaco,MCO,2042,0.10388064733
4192,Monaco,MCO,2043,0.10388064733
4193,Monaco,MCO,2044,0.10388064733
4194,Monaco,MCO,2045,0.10388064733
4195,Monaco,MCO,2046,0.10388064733
4196,Monaco,MCO,2047,0.10388064733
4197,Monaco,MCO,2048,0.10388064733
4198,Monaco,MCO,2049,0.10388064733
4199,Monaco,MCO,2050,0.10388064733
4200,Moldova,MDA,2023,0.10388064733
4201,Moldova,MDA,2024,0.10388064733
4202,Moldova,MDA,2025,0.10388064733
4203,Moldova,MDA,2026,0.10388064733
4204,Moldova,MDA,2027,0.10388064733
4205,Moldova,MDA,2028,0.10388064733
4206,Moldova,MDA,2029,0.10388064733
4207,Moldova,MDA,2030,0.10388064733
4208,Moldova,MDA,2031,0.10388064733
4209,Moldova,MDA,2032,0.10388064733
4210,Moldova,MDA,2033,0.10388064733
4211,Moldova,MDA,2034,0.10388064733
4212,Moldova,MDA,2035,0.10388064733
4213,Moldova,MDA,2036,0.10388064733
4214,Moldova,MDA,2037,0.10388064733
4215,Moldova,MDA,2038,0.10388064733
4216,Moldova,MDA,2039,0.10388064733
4217,Moldova,MDA,2040,0.10388064733
4218,Moldova,MDA,2041,0.10388064733
4219,Moldova,MDA,2042,0.10388064733
4220,Moldova,MDA,2043,0.10388064733
4221,Moldova,MDA,2044,0.10388064733
4222,Moldova,MDA,2045,0.10388064733
4223,Moldova,MDA,2046,0.10388064733
4224,Moldova,MDA,2047,0.10388064733
4225,Moldova,MDA,2048,0.10388064733
4226,Moldova,MDA,2049,0.10388064733
4227,Moldova,MDA,2050,0.10388064733
4228,Madagascar,MDG,2023,0.10388064733
4229,Madagascar,MDG,2024,0.10388064733
4230,Madagascar,MDG,2025,0.10388064733
4231,Madagascar,MDG,2026,0.10388064733
4232,Madagascar,MDG,2027,0.10388064733
4233,Madagascar,MDG,2028,0.10388064733
4234,Madagascar,MDG,2029,0.10388064733
4235,Madagascar,MDG,2030,0.10388064733
4236,Madagascar,MDG,2031,0.10388064733
4237,Madagascar,MDG,2032,0.10388064733
4238,Madagascar,MDG,2033,0.10388064733
4239,Madagascar,MDG,2034,0.10388064733
4240,Madagascar,MDG,2035,0.10388064733
4241,Madagascar,MDG,2036,0.10388064733
4242,Madagascar,MDG,2037,0.10388064733
4243,Madagascar,MDG,2038,0.10388064733
4244,Madagascar,MDG,2039,0.10388064733
4245,Madagascar,MDG,2040,0.10388064733
4246,Madagascar,MDG,2041,0.10388064733
4247,Madagascar,MDG,2042,0.10388064733
4248,Madagascar,MDG,2043,0.10388064733
4249,Madagascar,MDG,2044,0.10388064733
4250,Madagascar,MDG,2045,0.10388064733
4251,Madagascar,MDG,2046,0.10388064733
4252,Madagascar,MDG,2047,0.10388064733
4253,Madagascar,MDG,2048,0.10388064733
4254,Madagascar,MDG,2049,0.10388064733
4255,Madagascar,MDG,2050,0.10388064733
4256,Maldives,MDV,2023,0.10388064733
4257,Maldives,MDV,2024,0.10388064733
4258,Maldives,MDV,2025,0.10388064733
4259,Maldives,MDV,2026,0.10388064733
4260,Maldives,MDV,2027,0.10388064733
4261,Maldives,MDV,2028,0.10388064733
4262,Maldives,MDV,2029,0.10388064733
4263,Maldives,MDV,2030,0.10388064733
4264,Maldives,MDV,2031,0.10388064733
4265,Maldives,MDV,2032,0.10388064733
4266,Maldives,MDV,2033,0.10388064733
4267,Maldives,MDV,2034,0.10388064733
4268,Maldives,MDV,2035,0.10388064733
4269,Maldives,MDV,2036,0.10388064733
4270,Maldives,MDV,2037,0.10388064733
4271,Maldives,MDV,2038,0.10388064733
4272,Maldives,MDV,2039,0.10388064733
4273,Maldives,MDV,2040,0.10388064733
4274,Maldives,MDV,2041,0.10388064733
4275,Maldives,MDV,2042,0.10388064733
4276,Maldives,MDV,2043,0.10388064733
4277,Maldives,MDV,2044,0.10388064733
4278,Maldives,MDV,2045,0.10388064733
4279,Maldives,MDV,2046,0.10388064733
4280,Maldives,MDV,2047,0.10388064733
4281,Maldives,MDV,2048,0.10388064733
4282,Maldives,MDV,2049,0.10388064733
4283,Maldives,MDV,2050,0.10388064733
4284,Middle East & North Africa,MEA,2023,0.10388064733
4285,Middle East & North Africa,MEA,2024,0.10388064733
4286,Middle East & North Africa,MEA,2025,0.10388064733
4287,Middle East & North Africa,MEA,2026,0.10388064733
4288,Middle East & North Africa,MEA,2027,0.10388064733
4289,Middle East & North Africa,MEA,2028,0.10388064733
4290,Middle East & North Africa,MEA,2029,0.10388064733
4291,Middle East & North Africa,MEA,2030,0.10388064733
4292,Middle East & North Africa,MEA,2031,0.10388064733
4293,Middle East & North Africa,MEA,2032,0.10388064733
4294,Middle East & North Africa,MEA,2033,0.10388064733
4295,Middle East & North Africa,MEA,2034,0.10388064733
4296,Middle East & North Africa,MEA,2035,0.10388064733
4297,Middle East & North Africa,MEA,2036,0.10388064733
4298,Middle East & North Africa,MEA,2037,0.10388064733
4299,Middle East & North Africa,MEA,2038,0.10388064733
4300,Middle East & North Africa,MEA,2039,0.10388064733
4301,Middle East & North Africa,MEA,2040,0.10388064733
4302,Middle East & North Africa,MEA,2041,0.10388064733
4303,Middle East & North Africa,MEA,2042,0.10388064733
4304,Middle East & North Africa,MEA,2043,0.10388064733
4305,Middle East & North Africa,MEA,2044,0.10388064733
4306,Middle East & North Africa,MEA,2045,0.10388064733
4307,Middle East & North Africa,MEA,2046,0.10388064733
4308,Middle East & North Africa,MEA,2047,0.10388064733
4309,Middle East & North Africa,MEA,2048,0.10388064733
4310,Middle East & North Africa,MEA,2049,0.10388064733
4311,Middle East & North Africa,MEA,2050,0.10388064733
4312,Mexico,MEX,2023,0.10388064733
4313,Mexico,MEX,2024,0.10388064733
4314,Mexico,MEX,2025,0.10388064733
4315,Mexico,MEX,2026,0.10388064733
4316,Mexico,MEX,2027,0.10388064733
4317,Mexico,MEX,2028,0.10388064733
4318,Mexico,MEX,2029,0.10388064733
4319,Mexico,MEX,2030,0.10388064733
4320,Mexico,MEX,2031,0.10388064733
4321,Mexico,MEX,2032,0.10388064733
4322,Mexico,MEX,2033,0.10388064733
4323,Mexico,MEX,2034,0.10388064733
4324,Mexico,MEX,2035,0.10388064733
4325,Mexico,MEX,2036,0.10388064733
4326,Mexico,MEX,2037,0.10388064733
4327,Mexico,MEX,2038,0.10388064733
4328,Mexico,MEX,2039,0.10388064733
4329,Mexico,MEX,2040,0.10388064733
4330,Mexico,MEX,2041,0.10388064733
4331,Mexico,MEX,2042,0.10388064733
4332,Mexico,MEX,2043,0.10388064733
4333,Mexico,MEX,2044,0.10388064733
4334,Mexico,MEX,2045,0.10388064733
4335,Mexico,MEX,2046,0.10388064733
4336,Mexico,MEX,2047,0.10388064733
4337,Mexico,MEX,2048,0.10388064733
4338,Mexico,MEX,2049,0.10388064733
4339,Mexico,MEX,2050,0.10388064733
4340,Marshall Islands,MHL,2023,0.10388064733
4341,Marshall Islands,MHL,2024,0.10388064733
4342,Marshall Islands,MHL,2025,0.10388064733
4343,Marshall Islands,MHL,2026,0.10388064733
4344,Marshall Islands,MHL,2027,0.10388064733
4345,Marshall Islands,MHL,2028,0.10388064733
4346,Marshall Islands,MHL,2029,0.10388064733
4347,Marshall Islands,MHL,2030,0.10388064733
4348,Marshall Islands,MHL,2031,0.10388064733
4349,Marshall Islands,MHL,2032,0.10388064733
4350,Marshall Islands,MHL,2033,0.10388064733
4351,Marshall Islands,MHL,2034,0.10388064733
4352,Marshall Islands,MHL,2035,0.10388064733
4353,Marshall Islands,MHL,2036,0.10388064733
4354,Marshall Islands,MHL,2037,0.10388064733
4355,Marshall Islands,MHL,2038,0.10388064733
4356,Marshall Islands,MHL,2039,0.10388064733
4357,Marshall Islands,MHL,2040,0.10388064733
4358,Marshall Islands,MHL,2041,0.10388064733
4359,Marshall Islands,MHL,2042,0.10388064733
4360,Marshall Islands,MHL,2043,0.10388064733
4361,Marshall Islands,MHL,2044,0.10388064733
4362,Marshall Islands,MHL,2045,0.10388064733
4363,Marshall Islands,MHL,2046,0.10388064733
4364,Marshall Islands,MHL,2047,0.10388064733
4365,Marshall Islands,MHL,2048,0.10388064733
4366,Marshall Islands,MHL,2049,0.10388064733
4367,Marshall Islands,MHL,2050,0.10388064733
4368,Middle income,MIC,2023,0.10388064733
4369,Middle income,MIC,2024,0.10388064733
4370,Middle income,MIC,2025,0.10388064733
4371,Middle income,MIC,2026,0.10388064733
4372,Middle income,MIC,2027,0.10388064733
4373,Middle income,MIC,2028,0.10388064733
4374,Middle income,MIC,2029,0.10388064733
4375,Middle income,MIC,2030,0.10388064733
4376,Middle income,MIC,2031,0.10388064733
4377,Middle income,MIC,2032,0.10388064733
4378,Middle income,MIC,2033,0.10388064733
4379,Middle income,MIC,2034,0.10388064733
4380,Middle income,MIC,2035,0.10388064733
4381,Middle income,MIC,2036,0.10388064733
4382,Middle income,MIC,2037,0.10388064733
4383,Middle income,MIC,2038,0.10388064733
4384,Middle income,MIC,2039,0.10388064733
4385,Middle income,MIC,2040,0.10388064733
4386,Middle income,MIC,2041,0.10388064733
4387,Middle income,MIC,2042,0.10388064733
4388,Middle income,MIC,2043,0.10388064733
4389,Middle income,MIC,2044,0.10388064733
4390,Middle income,MIC,2045,0.10388064733
4391,Middle income,MIC,2046,0.10388064733
4392,Middle income,MIC,2047,0.10388064733
4393,Middle income,MIC,2048,0.10388064733
4394,Middle income,MIC,2049,0.10388064733
4395,Middle income,MIC,2050,0.10388064733
4396,North Macedonia,MKD,2023,0.10388064733
4397,North Macedonia,MKD,2024,0.10388064733
4398,North Macedonia,MKD,2025,0.10388064733
4399,North Macedonia,MKD,2026,0.10388064733
4400,North Macedonia,MKD,2027,0.10388064733
4401,North Macedonia,MKD,2028,0.10388064733
4402,North Macedonia,MKD,2029,0.10388064733
4403,North Macedonia,MKD,2030,0.10388064733
4404,North Macedonia,MKD,2031,0.10388064733
4405,North Macedonia,MKD,2032,0.10388064733
4406,North Macedonia,MKD,2033,0.10388064733
4407,North Macedonia,MKD,2034,0.10388064733
4408,North Macedonia,MKD,2035,0.10388064733
4409,North Macedonia,MKD,2036,0.10388064733
4410,North Macedonia,MKD,2037,0.10388064733
4411,North Macedonia,MKD,2038,0.10388064733
4412,North Macedonia,MKD,2039,0.10388064733
4413,North Macedonia,MKD,2040,0.10388064733
4414,North Macedonia,MKD,2041,0.10388064733
4415,North Macedonia,MKD,2042,0.10388064733
4416,North Macedonia,MKD,2043,0.10388064733
4417,North Macedonia,MKD,2044,0.10388064733
4418,North Macedonia,MKD,2045,0.10388064733
4419,North Macedonia,MKD,2046,0.10388064733
4420,North Macedonia,MKD,2047,0.10388064733
4421,North Macedonia,MKD,2048,0.10388064733
4422,North Macedonia,MKD,2049,0.10388064733
4423,North Macedonia,MKD,2050,0.10388064733
4424,Mali,MLI,2023,0.10388064733
4425,Mali,MLI,2024,0.10388064733
4426,Mali,MLI,2025,0.10388064733
4427,Mali,MLI,2026,0.10388064733
4428,Mali,MLI,2027,0.10388064733
4429,Mali,MLI,2028,0.10388064733
4430,Mali,MLI,2029,0.10388064733
4431,Mali,MLI,2030,0.10388064733
4432,Mali,MLI,2031,0.10388064733
4433,Mali,MLI,2032,0.10388064733
4434,Mali,MLI,2033,0.10388064733
4435,Mali,MLI,2034,0.10388064733
4436,Mali,MLI,2035,0.10388064733
4437,Mali,MLI,2036,0.10388064733
4438,Mali,MLI,2037,0.10388064733
4439,Mali,MLI,2038,0.10388064733
4440,Mali,MLI,2039,0.10388064733
4441,Mali,MLI,2040,0.10388064733
4442,Mali,MLI,2041,0.10388064733
4443,Mali,MLI,2042,0.10388064733
4444,Mali,MLI,2043,0.10388064733
4445,Mali,MLI,2044,0.10388064733
4446,Mali,MLI,2045,0.10388064733
4447,Mali,MLI,2046,0.10388064733
4448,Mali,MLI,2047,0.10388064733
4449,Mali,MLI,2048,0.10388064733
4450,Mali,MLI,2049,0.10388064733
4451,Mali,MLI,2050,0.10388064733
4452,Malta,MLT,2023,0.10388064733
4453,Malta,MLT,2024,0.10388064733
4454,Malta,MLT,2025,0.10388064733
4455,Malta,MLT,2026,0.10388064733
4456,Malta,MLT,2027,0.10388064733
4457,Malta,MLT,2028,0.10388064733
4458,Malta,MLT,2029,0.10388064733
4459,Malta,MLT,2030,0.10388064733
4460,Malta,MLT,2031,0.10388064733
4461,Malta,MLT,2032,0.10388064733
4462,Malta,MLT,2033,0.10388064733
4463,Malta,MLT,2034,0.10388064733
4464,Malta,MLT,2035,0.10388064733
4465,Malta,MLT,2036,0.10388064733
4466,Malta,MLT,2037,0.10388064733
4467,Malta,MLT,2038,0.10388064733
4468,Malta,MLT,2039,0.10388064733
4469,Malta,MLT,2040,0.10388064733
4470,Malta,MLT,2041,0.10388064733
4471,Malta,MLT,2042,0.10388064733
4472,Malta,MLT,2043,0.10388064733
4473,Malta,MLT,2044,0.10388064733
4474,Malta,MLT,2045,0.10388064733
4475,Malta,MLT,2046,0.10388064733
4476,Malta,MLT,2047,0.10388064733
4477,Malta,MLT,2048,0.10388064733
4478,Malta,MLT,2049,0.10388064733
4479,Malta,MLT,2050,0.10388064733
4480,Myanmar,MMR,2023,0.10388064733
4481,Myanmar,MMR,2024,0.10388064733
4482,Myanmar,MMR,2025,0.10388064733
4483,Myanmar,MMR,2026,0.10388064733
4484,Myanmar,MMR,2027,0.10388064733
4485,Myanmar,MMR,2028,0.10388064733
4486,Myanmar,MMR,2029,0.10388064733
4487,Myanmar,MMR,2030,0.10388064733
4488,Myanmar,MMR,2031,0.10388064733
4489,Myanmar,MMR,2032,0.10388064733
4490,Myanmar,MMR,2033,0.10388064733
4491,Myanmar,MMR,2034,0.10388064733
4492,Myanmar,MMR,2035,0.10388064733
4493,Myanmar,MMR,2036,0.10388064733
4494,Myanmar,MMR,2037,0.10388064733
4495,Myanmar,MMR,2038,0.10388064733
4496,Myanmar,MMR,2039,0.10388064733
4497,Myanmar,MMR,2040,0.10388064733
4498,Myanmar,MMR,2041,0.10388064733
4499,Myanmar,MMR,2042,0.10388064733
4500,Myanmar,MMR,2043,0.10388064733
4501,Myanmar,MMR,2044,0.10388064733
4502,Myanmar,MMR,2045,0.10388064733
4503,Myanmar,MMR,2046,0.10388064733
4504,Myanmar,MMR,2047,0.10388064733
4505,Myanmar,MMR,2048,0.10388064733
4506,Myanmar,MMR,2049,0.10388064733
4507,Myanmar,MMR,2050,0.10388064733
4508,Middle East & North Africa (excluding high income),MNA,2023,0.10388064733
4509,Middle East & North Africa (excluding high income),MNA,2024,0.10388064733
4510,Middle East & North Africa (excluding high income),MNA,2025,0.10388064733
4511,Middle East & North Africa (excluding high income),MNA,2026,0.10388064733
4512,Middle East & North Africa (excluding high income),MNA,2027,0.10388064733
4513,Middle East & North Africa (excluding high income),MNA,2028,0.10388064733
4514,Middle East & North Africa (excluding high income),MNA,2029,0.10388064733
4515,Middle East & North Africa (excluding high income),MNA,2030,0.10388064733
4516,Middle East & North Africa (excluding high income),MNA,2031,0.10388064733
4517,Middle East & North Africa (excluding high income),MNA,2032,0.10388064733
4518,Middle East & North Africa (excluding high income),MNA,2033,0.10388064733
4519,Middle East & North Africa (excluding high income),MNA,2034,0.10388064733
4520,Middle East & North Africa (excluding high income),MNA,2035,0.10388064733
4521,Middle East & North Africa (excluding high income),MNA,2036,0.10388064733
4522,Middle East & North Africa (excluding high income),MNA,2037,0.10388064733
4523,Middle East & North Africa (excluding high income),MNA,2038,0.10388064733
4524,Middle East & North Africa (excluding high income),MNA,2039,0.10388064733
4525,Middle East & North Africa (excluding high income),MNA,2040,0.10388064733
4526,Middle East & North Africa (excluding high income),MNA,2041,0.10388064733
4527,Middle East & North Africa (excluding high income),MNA,2042,0.10388064733
4528,Middle East & North Africa (excluding high income),MNA,2043,0.10388064733
4529,Middle East & North Africa (excluding high income),MNA,2044,0.10388064733
4530,Middle East & North Africa (excluding high income),MNA,2045,0.10388064733
4531,Middle East & North Africa (excluding high income),MNA,2046,0.10388064733
4532,Middle East & North Africa (excluding high income),MNA,2047,0.10388064733
4533,Middle East & North Africa (excluding high income),MNA,2048,0.10388064733
4534,Middle East & North Africa (excluding high income),MNA,2049,0.10388064733
4535,Middle East & North Africa (excluding high income),MNA,2050,0.10388064733
4536,Montenegro,MNE,2023,0.10388064733
4537,Montenegro,MNE,2024,0.10388064733
4538,Montenegro,MNE,2025,0.10388064733
4539,Montenegro,MNE,2026,0.10388064733
4540,Montenegro,MNE,2027,0.10388064733
4541,Montenegro,MNE,2028,0.10388064733
4542,Montenegro,MNE,2029,0.10388064733
4543,Montenegro,MNE,2030,0.10388064733
4544,Montenegro,MNE,2031,0.10388064733
4545,Montenegro,MNE,2032,0.10388064733
4546,Montenegro,MNE,2033,0.10388064733
4547,Montenegro,MNE,2034,0.10388064733
4548,Montenegro,MNE,2035,0.10388064733
4549,Montenegro,MNE,2036,0.10388064733
4550,Montenegro,MNE,2037,0.10388064733
4551,Montenegro,MNE,2038,0.10388064733
4552,Montenegro,MNE,2039,0.10388064733
4553,Montenegro,MNE,2040,0.10388064733
4554,Montenegro,MNE,2041,0.10388064733
4555,Montenegro,MNE,2042,0.10388064733
4556,Montenegro,MNE,2043,0.10388064733
4557,Montenegro,MNE,2044,0.10388064733
4558,Montenegro,MNE,2045,0.10388064733
4559,Montenegro,MNE,2046,0.10388064733
4560,Montenegro,MNE,2047,0.10388064733
4561,Montenegro,MNE,2048,0.10388064733
4562,Montenegro,MNE,2049,0.10388064733
4563,Montenegro,MNE,2050,0.10388064733
4564,Mongolia,MNG,2023,0.10388064733
4565,Mongolia,MNG,2024,0.10388064733
4566,Mongolia,MNG,2025,0.10388064733
4567,Mongolia,MNG,2026,0.10388064733
4568,Mongolia,MNG,2027,0.10388064733
4569,Mongolia,MNG,2028,0.10388064733
4570,Mongolia,MNG,2029,0.10388064733
4571,Mongolia,MNG,2030,0.10388064733
4572,Mongolia,MNG,2031,0.10388064733
4573,Mongolia,MNG,2032,0.10388064733
4574,Mongolia,MNG,2033,0.10388064733
4575,Mongolia,MNG,2034,0.10388064733
4576,Mongolia,MNG,2035,0.10388064733
4577,Mongolia,MNG,2036,0.10388064733
4578,Mongolia,MNG,2037,0.10388064733
4579,Mongolia,MNG,2038,0.10388064733
4580,Mongolia,MNG,2039,0.10388064733
4581,Mongolia,MNG,2040,0.10388064733
4582,Mongolia,MNG,2041,0.10388064733
4583,Mongolia,MNG,2042,0.10388064733
4584,Mongolia,MNG,2043,0.10388064733
4585,Mongolia,MNG,2044,0.10388064733
4586,Mongolia,MNG,2045,0.10388064733
4587,Mongolia,MNG,2046,0.10388064733
4588,Mongolia,MNG,2047,0.10388064733
4589,Mongolia,MNG,2048,0.10388064733
4590,Mongolia,MNG,2049,0.10388064733
4591,Mongolia,MNG,2050,0.10388064733
4592,Northern Mariana Islands,MNP,2023,0.10388064733
4593,Northern Mariana Islands,MNP,2024,0.10388064733
4594,Northern Mariana Islands,MNP,2025,0.10388064733
4595,Northern Mariana Islands,MNP,2026,0.10388064733
4596,Northern Mariana Islands,MNP,2027,0.10388064733
4597,Northern Mariana Islands,MNP,2028,0.10388064733
4598,Northern Mariana Islands,MNP,2029,0.10388064733
4599,Northern Mariana Islands,MNP,2030,0.10388064733
4600,Northern Mariana Islands,MNP,2031,0.10388064733
4601,Northern Mariana Islands,MNP,2032,0.10388064733
4602,Northern Mariana Islands,MNP,2033,0.10388064733
4603,Northern Mariana Islands,MNP,2034,0.10388064733
4604,Northern Mariana Islands,MNP,2035,0.10388064733
4605,Northern Mariana Islands,MNP,2036,0.10388064733
4606,Northern Mariana Islands,MNP,2037,0.10388064733
4607,Northern Mariana Islands,MNP,2038,0.10388064733
4608,Northern Mariana Islands,MNP,2039,0.10388064733
4609,Northern Mariana Islands,MNP,2040,0.10388064733
4610,Northern Mariana Islands,MNP,2041,0.10388064733
4611,Northern Mariana Islands,MNP,2042,0.10388064733
4612,Northern Mariana Islands,MNP,2043,0.10388064733
