Year,cost_enfu_fuel_coal_usd_per_m3,iso_code3,Nation
2025,174.9001499,LVA,Latvia
2026,174.9001499,LVA,Latvia
2027,174.9001499,LVA,Latvia
2028,174.9001499,LVA,Latvia
2029,174.9001499,LVA,Latvia
2030,174.9001499,LVA,Latvia
2031,174.9001499,LVA,Latvia
2032,174.9001499,LVA,Latvia
2033,174.9001499,LVA,Latvia
2034,174.9001499,LVA,Latvia
2035,174.9001499,LVA,Latvia
2036,174.9001499,LVA,Latvia
2037,174.9001499,LVA,Latvia
2038,174.9001499,LVA,Latvia
2039,174.9001499,LVA,Latvia
2040,174.9001499,LVA,Latvia
2041,174.9001499,LVA,Latvia
2042,174.9001499,LVA,Latvia
2043,174.9001499,LVA,Latvia
2044,174.9001499,LVA,Latvia
2045,174.9001499,LVA,Latvia
2046,174.9001499,LVA,Latvia
2047,174.9001499,LVA,Latvia
2048,174.9001499,LVA,Latvia
2049,174.9001499,LVA,Latvia
2050,174.9001499,LVA,Latvia
2022,174.9001499,MAC,"Macao SAR, China"
2023,174.9001499,MAC,"Macao SAR, China"
2024,174.9001499,MAC,"Macao SAR, China"
2025,174.9001499,MAC,"Macao SAR, China"
2026,174.9001499,MAC,"Macao SAR, China"
2027,174.9001499,MAC,"Macao SAR, China"
2028,174.9001499,MAC,"Macao SAR, China"
2029,174.9001499,MAC,"Macao SAR, China"
2030,174.9001499,MAC,"Macao SAR, China"
2031,174.9001499,MAC,"Macao SAR, China"
2032,174.9001499,MAC,"Macao SAR, China"
2033,174.9001499,MAC,"Macao SAR, China"
2034,174.9001499,MAC,"Macao SAR, China"
2035,174.9001499,MAC,"Macao SAR, China"
2036,174.9001499,MAC,"Macao SAR, China"
2037,174.9001499,MAC,"Macao SAR, China"
2038,174.9001499,MAC,"Macao SAR, China"
2039,174.9001499,MAC,"Macao SAR, China"
2040,174.9001499,MAC,"Macao SAR, China"
2041,174.9001499,MAC,"Macao SAR, China"
2042,174.9001499,MAC,"Macao SAR, China"
2043,174.9001499,MAC,"Macao SAR, China"
2044,174.9001499,MAC,"Macao SAR, China"
2045,174.9001499,MAC,"Macao SAR, China"
2046,174.9001499,MAC,"Macao SAR, China"
2047,174.9001499,MAC,"Macao SAR, China"
2048,174.9001499,MAC,"Macao SAR, China"
2049,174.9001499,MAC,"Macao SAR, China"
2050,174.9001499,MAC,"Macao SAR, China"
2022,174.9001499,MAF,St. Martin (French part)
2023,174.9001499,MAF,St. Martin (French part)
2024,174.9001499,MAF,St. Martin (French part)
2025,174.9001499,MAF,St. Martin (French part)
2026,174.9001499,MAF,St. Martin (French part)
2027,174.9001499,MAF,St. Martin (French part)
2028,174.9001499,MAF,St. Martin (French part)
2029,174.9001499,MAF,St. Martin (French part)
2030,174.9001499,MAF,St. Martin (French part)
2031,174.9001499,MAF,St. Martin (French part)
2032,174.9001499,MAF,St. Martin (French part)
2033,174.9001499,MAF,St. Martin (French part)
2034,174.9001499,MAF,St. Martin (French part)
2035,174.9001499,MAF,St. Martin (French part)
2036,174.9001499,MAF,St. Martin (French part)
2037,174.9001499,MAF,St. Martin (French part)
2038,174.9001499,MAF,St. Martin (French part)
2039,174.9001499,MAF,St. Martin (French part)
2040,174.9001499,MAF,St. Martin (French part)
2041,174.9001499,MAF,St. Martin (French part)
2042,174.9001499,MAF,St. Martin (French part)
2043,174.9001499,MAF,St. Martin (French part)
2044,174.9001499,MAF,St. Martin (French part)
2045,174.9001499,MAF,St. Martin (French part)
2046,174.9001499,MAF,St. Martin (French part)
2047,174.9001499,MAF,St. Martin (French part)
2048,174.9001499,MAF,St. Martin (French part)
2049,174.9001499,MAF,St. Martin (French part)
2050,174.9001499,MAF,St. Martin (French part)
2022,174.9001499,MAR,Morocco
2023,174.9001499,MAR,Morocco
2024,174.9001499,MAR,Morocco
2025,174.9001499,MAR,Morocco
2026,174.9001499,MAR,Morocco
2027,174.9001499,MAR,Morocco
2028,174.9001499,MAR,Morocco
2029,174.9001499,MAR,Morocco
2030,174.9001499,MAR,Morocco
2031,174.9001499,MAR,Morocco
2032,174.9001499,MAR,Morocco
2033,174.9001499,MAR,Morocco
2034,174.9001499,MAR,Morocco
2035,174.9001499,MAR,Morocco
2036,174.9001499,MAR,Morocco
2037,174.9001499,MAR,Morocco
2038,174.9001499,MAR,Morocco
2039,174.9001499,MAR,Morocco
2040,174.9001499,MAR,Morocco
2041,174.9001499,MAR,Morocco
2042,174.9001499,MAR,Morocco
2043,174.9001499,MAR,Morocco
2044,174.9001499,MAR,Morocco
2045,174.9001499,MAR,Morocco
2046,174.9001499,MAR,Morocco
2047,174.9001499,MAR,Morocco
2048,174.9001499,MAR,Morocco
2049,174.9001499,MAR,Morocco
2050,174.9001499,MAR,Morocco
2022,174.9001499,MCO,Monaco
2023,174.9001499,MCO,Monaco
2024,174.9001499,MCO,Monaco
2025,174.9001499,MCO,Monaco
2026,174.9001499,MCO,Monaco
2027,174.9001499,MCO,Monaco
2028,174.9001499,MCO,Monaco
2029,174.9001499,MCO,Monaco
2030,174.9001499,MCO,Monaco
2031,174.9001499,MCO,Monaco
2032,174.9001499,MCO,Monaco
2033,174.9001499,MCO,Monaco
2034,174.9001499,MCO,Monaco
2035,174.9001499,MCO,Monaco
2036,174.9001499,MCO,Monaco
2037,174.9001499,MCO,Monaco
2038,174.9001499,MCO,Monaco
2039,174.9001499,MCO,Monaco
2040,174.9001499,MCO,Monaco
2041,174.9001499,MCO,Monaco
2042,174.9001499,MCO,Monaco
2043,174.9001499,MCO,Monaco
2044,174.9001499,MCO,Monaco
2045,174.9001499,MCO,Monaco
2046,174.9001499,MCO,Monaco
2047,174.9001499,MCO,Monaco
2048,174.9001499,MCO,Monaco
2049,174.9001499,MCO,Monaco
2050,174.9001499,MCO,Monaco
2022,174.9001499,MDA,Moldova
2023,174.9001499,MDA,Moldova
2024,174.9001499,MDA,Moldova
2025,174.9001499,MDA,Moldova
2026,174.9001499,MDA,Moldova
2027,174.9001499,MDA,Moldova
2028,174.9001499,MDA,Moldova
2029,174.9001499,MDA,Moldova
2030,174.9001499,MDA,Moldova
2031,174.9001499,MDA,Moldova
2032,174.9001499,MDA,Moldova
2033,174.9001499,MDA,Moldova
2034,174.9001499,MDA,Moldova
2035,174.9001499,MDA,Moldova
2036,174.9001499,MDA,Moldova
2037,174.9001499,MDA,Moldova
2038,174.9001499,MDA,Moldova
2039,174.9001499,MDA,Moldova
2040,174.9001499,MDA,Moldova
2041,174.9001499,MDA,Moldova
2042,174.9001499,MDA,Moldova
2043,174.9001499,MDA,Moldova
2044,174.9001499,MDA,Moldova
2045,174.9001499,MDA,Moldova
2046,174.9001499,MDA,Moldova
2047,174.9001499,MDA,Moldova
2048,174.9001499,MDA,Moldova
2049,174.9001499,MDA,Moldova
2050,174.9001499,MDA,Moldova
2022,174.9001499,MDG,Madagascar
2023,174.9001499,MDG,Madagascar
2024,174.9001499,MDG,Madagascar
2025,174.9001499,MDG,Madagascar
2026,174.9001499,MDG,Madagascar
2027,174.9001499,MDG,Madagascar
2028,174.9001499,MDG,Madagascar
2029,174.9001499,MDG,Madagascar
2030,174.9001499,MDG,Madagascar
2031,174.9001499,MDG,Madagascar
2032,174.9001499,MDG,Madagascar
2033,174.9001499,MDG,Madagascar
2034,174.9001499,MDG,Madagascar
2035,174.9001499,MDG,Madagascar
2036,174.9001499,MDG,Madagascar
2037,174.9001499,MDG,Madagascar
2038,174.9001499,MDG,Madagascar
2039,174.9001499,MDG,Madagascar
2040,174.9001499,MDG,Madagascar
2041,174.9001499,MDG,Madagascar
2042,174.9001499,MDG,Madagascar
2043,174.9001499,MDG,Madagascar
2044,174.9001499,MDG,Madagascar
2045,174.9001499,MDG,Madagascar
2046,174.9001499,MDG,Madagascar
2047,174.9001499,MDG,Madagascar
2048,174.9001499,MDG,Madagascar
2049,174.9001499,MDG,Madagascar
2050,174.9001499,MDG,Madagascar
2022,174.9001499,MDV,Maldives
2023,174.9001499,MDV,Maldives
2024,174.9001499,MDV,Maldives
2025,174.9001499,MDV,Maldives
2026,174.9001499,MDV,Maldives
2027,174.9001499,MDV,Maldives
2028,174.9001499,MDV,Maldives
2029,174.9001499,MDV,Maldives
2030,174.9001499,MDV,Maldives
2031,174.9001499,MDV,Maldives
2032,174.9001499,MDV,Maldives
2033,174.9001499,MDV,Maldives
2034,174.9001499,MDV,Maldives
2035,174.9001499,MDV,Maldives
2036,174.9001499,MDV,Maldives
2037,174.9001499,MDV,Maldives
2038,174.9001499,MDV,Maldives
2039,174.9001499,MDV,Maldives
2040,174.9001499,MDV,Maldives
2041,174.9001499,MDV,Maldives
2042,174.9001499,MDV,Maldives
2043,174.9001499,MDV,Maldives
2044,174.9001499,MDV,Maldives
2045,174.9001499,MDV,Maldives
2046,174.9001499,MDV,Maldives
2047,174.9001499,MDV,Maldives
2048,174.9001499,MDV,Maldives
2049,174.9001499,MDV,Maldives
2050,174.9001499,MDV,Maldives
2022,174.9001499,MEA,Middle East & North Africa
2023,174.9001499,MEA,Middle East & North Africa
2024,174.9001499,MEA,Middle East & North Africa
2025,174.9001499,MEA,Middle East & North Africa
2026,174.9001499,MEA,Middle East & North Africa
2027,174.9001499,MEA,Middle East & North Africa
2028,174.9001499,MEA,Middle East & North Africa
2029,174.9001499,MEA,Middle East & North Africa
2030,174.9001499,MEA,Middle East & North Africa
2031,174.9001499,MEA,Middle East & North Africa
2032,174.9001499,MEA,Middle East & North Africa
2033,174.9001499,MEA,Middle East & North Africa
2034,174.9001499,MEA,Middle East & North Africa
2035,174.9001499,MEA,Middle East & North Africa
2036,174.9001499,MEA,Middle East & North Africa
2037,174.9001499,MEA,Middle East & North Africa
2038,174.9001499,MEA,Middle East & North Africa
2039,174.9001499,MEA,Middle East & North Africa
2040,174.9001499,MEA,Middle East & North Africa
2041,174.9001499,MEA,Middle East & North Africa
2042,174.9001499,MEA,Middle East & North Africa
2043,174.9001499,MEA,Middle East & North Africa
2044,174.9001499,MEA,Middle East & North Africa
2045,174.9001499,MEA,Middle East & North Africa
2046,174.9001499,MEA,Middle East & North Africa
2047,174.9001499,MEA,Middle East & North Africa
2048,174.9001499,MEA,Middle East & North Africa
2049,174.9001499,MEA,Middle East & North Africa
2050,174.9001499,MEA,Middle East & North Africa
2022,174.9001499,MEX,Mexico
2023,174.9001499,MEX,Mexico
2024,174.9001499,MEX,Mexico
2025,174.9001499,MEX,Mexico
2026,174.9001499,MEX,Mexico
2027,174.9001499,MEX,Mexico
2028,174.9001499,MEX,Mexico
2029,174.9001499,MEX,Mexico
2030,174.9001499,MEX,Mexico
2031,174.9001499,MEX,Mexico
2032,174.9001499,MEX,Mexico
2033,174.9001499,MEX,Mexico
2034,174.9001499,MEX,Mexico
2035,174.9001499,MEX,Mexico
2036,174.9001499,MEX,Mexico
2037,174.9001499,MEX,Mexico
2038,174.9001499,MEX,Mexico
2039,174.9001499,MEX,Mexico
2040,174.9001499,MEX,Mexico
2041,174.9001499,MEX,Mexico
2042,174.9001499,MEX,Mexico
2043,174.9001499,MEX,Mexico
2044,174.9001499,MEX,Mexico
2045,174.9001499,MEX,Mexico
2046,174.9001499,MEX,Mexico
2047,174.9001499,MEX,Mexico
2048,174.9001499,MEX,Mexico
2049,174.9001499,MEX,Mexico
2050,174.9001499,MEX,Mexico
2022,174.9001499,MHL,Marshall Islands
2023,174.9001499,MHL,Marshall Islands
2024,174.9001499,MHL,Marshall Islands
2025,174.9001499,MHL,Marshall Islands
2026,174.9001499,MHL,Marshall Islands
2027,174.9001499,MHL,Marshall Islands
2028,174.9001499,MHL,Marshall Islands
2029,174.9001499,MHL,Marshall Islands
2030,174.9001499,MHL,Marshall Islands
2031,174.9001499,MHL,Marshall Islands
2032,174.9001499,MHL,Marshall Islands
2033,174.9001499,MHL,Marshall Islands
2034,174.9001499,MHL,Marshall Islands
2035,174.9001499,MHL,Marshall Islands
2036,174.9001499,MHL,Marshall Islands
2037,174.9001499,MHL,Marshall Islands
2038,174.9001499,MHL,Marshall Islands
2039,174.9001499,MHL,Marshall Islands
2040,174.9001499,MHL,Marshall Islands
2041,174.9001499,MHL,Marshall Islands
2042,174.9001499,MHL,Marshall Islands
2043,174.9001499,MHL,Marshall Islands
2044,174.9001499,MHL,Marshall Islands
2045,174.9001499,MHL,Marshall Islands
2046,174.9001499,MHL,Marshall Islands
2047,174.9001499,MHL,Marshall Islands
2048,174.9001499,MHL,Marshall Islands
2049,174.9001499,MHL,Marshall Islands
2050,174.9001499,MHL,Marshall Islands
2022,174.9001499,MIC,Middle income
2023,174.9001499,MIC,Middle income
2024,174.9001499,MIC,Middle income
2025,174.9001499,MIC,Middle income
2026,174.9001499,MIC,Middle income
2027,174.9001499,MIC,Middle income
2028,174.9001499,MIC,Middle income
2029,174.9001499,MIC,Middle income
2030,174.9001499,MIC,Middle income
2031,174.9001499,MIC,Middle income
2032,174.9001499,MIC,Middle income
2033,174.9001499,MIC,Middle income
2034,174.9001499,MIC,Middle income
2035,174.9001499,MIC,Middle income
2036,174.9001499,MIC,Middle income
2037,174.9001499,MIC,Middle income
2038,174.9001499,MIC,Middle income
2039,174.9001499,MIC,Middle income
2040,174.9001499,MIC,Middle income
2041,174.9001499,MIC,Middle income
2042,174.9001499,MIC,Middle income
2043,174.9001499,MIC,Middle income
2044,174.9001499,MIC,Middle income
2045,174.9001499,MIC,Middle income
2046,174.9001499,MIC,Middle income
2047,174.9001499,MIC,Middle income
2048,174.9001499,MIC,Middle income
2049,174.9001499,MIC,Middle income
2050,174.9001499,MIC,Middle income
2022,174.9001499,MKD,North Macedonia
2023,174.9001499,MKD,North Macedonia
2024,174.9001499,MKD,North Macedonia
2025,174.9001499,MKD,North Macedonia
2026,174.9001499,MKD,North Macedonia
2027,174.9001499,MKD,North Macedonia
2028,174.9001499,MKD,North Macedonia
2029,174.9001499,MKD,North Macedonia
2030,174.9001499,MKD,North Macedonia
2031,174.9001499,MKD,North Macedonia
2032,174.9001499,MKD,North Macedonia
2033,174.9001499,MKD,North Macedonia
2034,174.9001499,MKD,North Macedonia
2035,174.9001499,MKD,North Macedonia
2036,174.9001499,MKD,North Macedonia
2037,174.9001499,MKD,North Macedonia
2038,174.9001499,MKD,North Macedonia
2039,174.9001499,MKD,North Macedonia
2040,174.9001499,MKD,North Macedonia
2041,174.9001499,MKD,North Macedonia
2042,174.9001499,MKD,North Macedonia
2043,174.9001499,MKD,North Macedonia
2044,174.9001499,MKD,North Macedonia
2045,174.9001499,MKD,North Macedonia
2046,174.9001499,MKD,North Macedonia
2047,174.9001499,MKD,North Macedonia
2048,174.9001499,MKD,North Macedonia
2049,174.9001499,MKD,North Macedonia
2050,174.9001499,MKD,North Macedonia
2022,174.9001499,MLI,Mali
2023,174.9001499,MLI,Mali
2024,174.9001499,MLI,Mali
2025,174.9001499,MLI,Mali
2026,174.9001499,MLI,Mali
2027,174.9001499,MLI,Mali
2028,174.9001499,MLI,Mali
2029,174.9001499,MLI,Mali
2030,174.9001499,MLI,Mali
2031,174.9001499,MLI,Mali
2032,174.9001499,MLI,Mali
2033,174.9001499,MLI,Mali
2034,174.9001499,MLI,Mali
2035,174.9001499,MLI,Mali
2036,174.9001499,MLI,Mali
2037,174.9001499,MLI,Mali
2038,174.9001499,MLI,Mali
2039,174.9001499,MLI,Mali
2040,174.9001499,MLI,Mali
2041,174.9001499,MLI,Mali
2042,174.9001499,MLI,Mali
2043,174.9001499,MLI,Mali
2044,174.9001499,MLI,Mali
2045,174.9001499,MLI,Mali
2046,174.9001499,MLI,Mali
2047,174.9001499,MLI,Mali
2048,174.9001499,MLI,Mali
2049,174.9001499,MLI,Mali
2050,174.9001499,MLI,Mali
2022,174.9001499,MLT,Malta
2023,174.9001499,MLT,Malta
2024,174.9001499,MLT,Malta
2025,174.9001499,MLT,Malta
2026,174.9001499,MLT,Malta
2027,174.9001499,MLT,Malta
2028,174.9001499,MLT,Malta
2029,174.9001499,MLT,Malta
2030,174.9001499,MLT,Malta
2031,174.9001499,MLT,Malta
2032,174.9001499,MLT,Malta
2033,174.9001499,MLT,Malta
2034,174.9001499,MLT,Malta
2035,174.9001499,MLT,Malta
2036,174.9001499,MLT,Malta
2037,174.9001499,MLT,Malta
2038,174.9001499,MLT,Malta
2039,174.9001499,MLT,Malta
2040,174.9001499,MLT,Malta
2041,174.9001499,MLT,Malta
2042,174.9001499,MLT,Malta
2043,174.9001499,MLT,Malta
2044,174.9001499,MLT,Malta
2045,174.9001499,MLT,Malta
2046,174.9001499,MLT,Malta
2047,174.9001499,MLT,Malta
2048,174.9001499,MLT,Malta
2049,174.9001499,MLT,Malta
2050,174.9001499,MLT,Malta
2022,174.9001499,MMR,Myanmar
2023,174.9001499,MMR,Myanmar
2024,174.9001499,MMR,Myanmar
2025,174.9001499,MMR,Myanmar
2026,174.9001499,MMR,Myanmar
2027,174.9001499,MMR,Myanmar
2028,174.9001499,MMR,Myanmar
2029,174.9001499,MMR,Myanmar
2030,174.9001499,MMR,Myanmar
2031,174.9001499,MMR,Myanmar
2032,174.9001499,MMR,Myanmar
2033,174.9001499,MMR,Myanmar
2034,174.9001499,MMR,Myanmar
2035,174.9001499,MMR,Myanmar
2036,174.9001499,MMR,Myanmar
2037,174.9001499,MMR,Myanmar
2038,174.9001499,MMR,Myanmar
2039,174.9001499,MMR,Myanmar
2040,174.9001499,MMR,Myanmar
2041,174.9001499,MMR,Myanmar
2042,174.9001499,MMR,Myanmar
2043,174.9001499,MMR,Myanmar
2044,174.9001499,MMR,Myanmar
2045,174.9001499,MMR,Myanmar
2046,174.9001499,MMR,Myanmar
2047,174.9001499,MMR,Myanmar
2048,174.9001499,MMR,Myanmar
2049,174.9001499,MMR,Myanmar
2050,174.9001499,MMR,Myanmar
2022,174.9001499,MNA,Middle East & North Africa (excluding high income)
2023,174.9001499,MNA,Middle East & North Africa (excluding high income)
2024,174.9001499,MNA,Middle East & North Africa (excluding high income)
2025,174.9001499,MNA,Middle East & North Africa (excluding high income)
2026,174.9001499,MNA,Middle East & North Africa (excluding high income)
2027,174.9001499,MNA,Middle East & North Africa (excluding high income)
2028,174.9001499,MNA,Middle East & North Africa (excluding high income)
2029,174.9001499,MNA,Middle East & North Africa (excluding high income)
2030,174.9001499,MNA,Middle East & North Africa (excluding high income)
2031,174.9001499,MNA,Middle East & North Africa (excluding high income)
2032,174.9001499,MNA,Middle East & North Africa (excluding high income)
2033,174.9001499,MNA,Middle East & North Africa (excluding high income)
2034,174.9001499,MNA,Middle East & North Africa (excluding high income)
2035,174.9001499,MNA,Middle East & North Africa (excluding high income)
2036,174.9001499,MNA,Middle East & North Africa (excluding high income)
2037,174.9001499,MNA,Middle East & North Africa (excluding high income)
2038,174.9001499,MNA,Middle East & North Africa (excluding high income)
2039,174.9001499,MNA,Middle East & North Africa (excluding high income)
2040,174.9001499,MNA,Middle East & North Africa (excluding high income)
2041,174.9001499,MNA,Middle East & North Africa (excluding high income)
2042,174.9001499,MNA,Middle East & North Africa (excluding high income)
2043,174.9001499,MNA,Middle East & North Africa (excluding high income)
2044,174.9001499,MNA,Middle East & North Africa (excluding high income)
2045,174.9001499,MNA,Middle East & North Africa (excluding high income)
2046,174.9001499,MNA,Middle East & North Africa (excluding high income)
2047,174.9001499,MNA,Middle East & North Africa (excluding high income)
2048,174.9001499,MNA,Middle East & North Africa (excluding high income)
2049,174.9001499,MNA,Middle East & North Africa (excluding high income)
2050,174.9001499,MNA,Middle East & North Africa (excluding high income)
2022,174.9001499,MNE,Montenegro
2023,174.9001499,MNE,Montenegro
2024,174.9001499,MNE,Montenegro
2025,174.9001499,MNE,Montenegro
2026,174.9001499,MNE,Montenegro
2027,174.9001499,MNE,Montenegro
2028,174.9001499,MNE,Montenegro
2029,174.9001499,MNE,Montenegro
2030,174.9001499,MNE,Montenegro
2031,174.9001499,MNE,Montenegro
2032,174.9001499,MNE,Montenegro
2033,174.9001499,MNE,Montenegro
2034,174.9001499,MNE,Montenegro
2035,174.9001499,MNE,Montenegro
2036,174.9001499,MNE,Montenegro
2037,174.9001499,MNE,Montenegro
2038,174.9001499,MNE,Montenegro
2039,174.9001499,MNE,Montenegro
2040,174.9001499,MNE,Montenegro
2041,174.9001499,MNE,Montenegro
2042,174.9001499,MNE,Montenegro
2043,174.9001499,MNE,Montenegro
2044,174.9001499,MNE,Montenegro
2045,174.9001499,MNE,Montenegro
2046,174.9001499,MNE,Montenegro
2047,174.9001499,MNE,Montenegro
2048,174.9001499,MNE,Montenegro
2049,174.9001499,MNE,Montenegro
2050,174.9001499,MNE,Montenegro
2022,174.9001499,MNG,Mongolia
2023,174.9001499,MNG,Mongolia
2024,174.9001499,MNG,Mongolia
2025,174.9001499,MNG,Mongolia
2026,174.9001499,MNG,Mongolia
2027,174.9001499,MNG,Mongolia
2028,174.9001499,MNG,Mongolia
2029,174.9001499,MNG,Mongolia
2030,174.9001499,MNG,Mongolia
2031,174.9001499,MNG,Mongolia
2032,174.9001499,MNG,Mongolia
2033,174.9001499,MNG,Mongolia
2034,174.9001499,MNG,Mongolia
2035,174.9001499,MNG,Mongolia
2036,174.9001499,MNG,Mongolia
2037,174.9001499,MNG,Mongolia
2038,174.9001499,MNG,Mongolia
2039,174.9001499,MNG,Mongolia
2040,174.9001499,MNG,Mongolia
2041,174.9001499,MNG,Mongolia
2042,174.9001499,MNG,Mongolia
2043,174.9001499,MNG,Mongolia
2044,174.9001499,MNG,Mongolia
2045,174.9001499,MNG,Mongolia
2046,174.9001499,MNG,Mongolia
2047,174.9001499,MNG,Mongolia
2048,174.9001499,MNG,Mongolia
2049,174.9001499,MNG,Mongolia
2050,174.9001499,MNG,Mongolia
2022,174.9001499,MNP,Northern Mariana Islands
2023,174.9001499,MNP,Northern Mariana Islands
2024,174.9001499,MNP,Northern Mariana Islands
2025,174.9001499,MNP,Northern Mariana Islands
2026,174.9001499,MNP,Northern Mariana Islands
2027,174.9001499,MNP,Northern Mariana Islands
2028,174.9001499,MNP,Northern Mariana Islands
2029,174.9001499,MNP,Northern Mariana Islands
2030,174.9001499,MNP,Northern Mariana Islands
2031,174.9001499,MNP,Northern Mariana Islands
2032,174.9001499,MNP,Northern Mariana Islands
2033,174.9001499,MNP,Northern Mariana Islands
2034,174.9001499,MNP,Northern Mariana Islands
2035,174.9001499,MNP,Northern Mariana Islands
2036,174.9001499,MNP,Northern Mariana Islands
2037,174.9001499,MNP,Northern Mariana Islands
2038,174.9001499,MNP,Northern Mariana Islands
2039,174.9001499,MNP,Northern Mariana Islands
2040,174.9001499,MNP,Northern Mariana Islands
2041,174.9001499,MNP,Northern Mariana Islands
2042,174.9001499,MNP,Northern Mariana Islands
2043,174.9001499,MNP,Northern Mariana Islands
2044,174.9001499,MNP,Northern Mariana Islands
2045,174.9001499,MNP,Northern Mariana Islands
2046,174.9001499,MNP,Northern Mariana Islands
2047,174.9001499,MNP,Northern Mariana Islands
2048,174.9001499,MNP,Northern Mariana Islands
2049,174.9001499,MNP,Northern Mariana Islands
2050,174.9001499,MNP,Northern Mariana Islands
2022,174.9001499,MOZ,Mozambique
2023,174.9001499,MOZ,Mozambique
2024,174.9001499,MOZ,Mozambique
2025,174.9001499,MOZ,Mozambique
2026,174.9001499,MOZ,Mozambique
2027,174.9001499,MOZ,Mozambique
2028,174.9001499,MOZ,Mozambique
2029,174.9001499,MOZ,Mozambique
2030,174.9001499,MOZ,Mozambique
2031,174.9001499,MOZ,Mozambique
2032,174.9001499,MOZ,Mozambique
2033,174.9001499,MOZ,Mozambique
2034,174.9001499,MOZ,Mozambique
2035,174.9001499,MOZ,Mozambique
2036,174.9001499,MOZ,Mozambique
2037,174.9001499,MOZ,Mozambique
2038,174.9001499,MOZ,Mozambique
2039,174.9001499,MOZ,Mozambique
2040,174.9001499,MOZ,Mozambique
2041,174.9001499,MOZ,Mozambique
2042,174.9001499,MOZ,Mozambique
2043,174.9001499,MOZ,Mozambique
2044,174.9001499,MOZ,Mozambique
2045,174.9001499,MOZ,Mozambique
2046,174.9001499,MOZ,Mozambique
2047,174.9001499,MOZ,Mozambique
2048,174.9001499,MOZ,Mozambique
2049,174.9001499,MOZ,Mozambique
2050,174.9001499,MOZ,Mozambique
2022,174.9001499,MRT,Mauritania
2023,174.9001499,MRT,Mauritania
2024,174.9001499,MRT,Mauritania
2025,174.9001499,MRT,Mauritania
2026,174.9001499,MRT,Mauritania
2027,174.9001499,MRT,Mauritania
2028,174.9001499,MRT,Mauritania
2029,174.9001499,MRT,Mauritania
2030,174.9001499,MRT,Mauritania
2031,174.9001499,MRT,Mauritania
2032,174.9001499,MRT,Mauritania
2033,174.9001499,MRT,Mauritania
2034,174.9001499,MRT,Mauritania
2035,174.9001499,MRT,Mauritania
2036,174.9001499,MRT,Mauritania
2037,174.9001499,MRT,Mauritania
2038,174.9001499,MRT,Mauritania
2039,174.9001499,MRT,Mauritania
2040,174.9001499,MRT,Mauritania
2041,174.9001499,MRT,Mauritania
2042,174.9001499,MRT,Mauritania
2043,174.9001499,MRT,Mauritania
2044,174.9001499,MRT,Mauritania
2045,174.9001499,MRT,Mauritania
2046,174.9001499,MRT,Mauritania
2047,174.9001499,MRT,Mauritania
2048,174.9001499,MRT,Mauritania
2049,174.9001499,MRT,Mauritania
2050,174.9001499,MRT,Mauritania
2022,174.9001499,MUS,Mauritius
2023,174.9001499,MUS,Mauritius
2024,174.9001499,MUS,Mauritius
2025,174.9001499,MUS,Mauritius
2026,174.9001499,MUS,Mauritius
2027,174.9001499,MUS,Mauritius
2028,174.9001499,MUS,Mauritius
2029,174.9001499,MUS,Mauritius
2030,174.9001499,MUS,Mauritius
2031,174.9001499,MUS,Mauritius
2032,174.9001499,MUS,Mauritius
2033,174.9001499,MUS,Mauritius
2034,174.9001499,MUS,Mauritius
2035,174.9001499,MUS,Mauritius
2036,174.9001499,MUS,Mauritius
2037,174.9001499,MUS,Mauritius
2038,174.9001499,MUS,Mauritius
2039,174.9001499,MUS,Mauritius
2040,174.9001499,MUS,Mauritius
2041,174.9001499,MUS,Mauritius
2042,174.9001499,MUS,Mauritius
2043,174.9001499,MUS,Mauritius
2044,174.9001499,MUS,Mauritius
2045,174.9001499,MUS,Mauritius
2046,174.9001499,MUS,Mauritius
2047,174.9001499,MUS,Mauritius
2048,174.9001499,MUS,Mauritius
2049,174.9001499,MUS,Mauritius
2050,174.9001499,MUS,Mauritius
2022,174.9001499,MWI,Malawi
2023,174.9001499,MWI,Malawi
2024,174.9001499,MWI,Malawi
2025,174.9001499,MWI,Malawi
2026,174.9001499,MWI,Malawi
2027,174.9001499,MWI,Malawi
2028,174.9001499,MWI,Malawi
2029,174.9001499,MWI,Malawi
2030,174.9001499,MWI,Malawi
2031,174.9001499,MWI,Malawi
2032,174.9001499,MWI,Malawi
2033,174.9001499,MWI,Malawi
2034,174.9001499,MWI,Malawi
2035,174.9001499,MWI,Malawi
2036,174.9001499,MWI,Malawi
2037,174.9001499,MWI,Malawi
2038,174.9001499,MWI,Malawi
2039,174.9001499,MWI,Malawi
2040,174.9001499,MWI,Malawi
2041,174.9001499,MWI,Malawi
2042,174.9001499,MWI,Malawi
2043,174.9001499,MWI,Malawi
2044,174.9001499,MWI,Malawi
2045,174.9001499,MWI,Malawi
2046,174.9001499,MWI,Malawi
2047,174.9001499,MWI,Malawi
2048,174.9001499,MWI,Malawi
2049,174.9001499,MWI,Malawi
2050,174.9001499,MWI,Malawi
2022,174.9001499,MYS,Malaysia
2023,174.9001499,MYS,Malaysia
2024,174.9001499,MYS,Malaysia
2025,174.9001499,MYS,Malaysia
2026,174.9001499,MYS,Malaysia
2027,174.9001499,MYS,Malaysia
2028,174.9001499,MYS,Malaysia
2029,174.9001499,MYS,Malaysia
2030,174.9001499,MYS,Malaysia
