Year,Nation,iso_code3,exports_enfu_pj_fuel_electricity
2049,ireland,IRL,5.699
2050,ireland,IRL,5.699
2018,israel,ISR,19.991
2019,israel,ISR,19.991
2020,israel,ISR,19.991
2021,israel,ISR,19.991
2022,israel,ISR,19.991
2023,israel,ISR,19.991
2024,israel,ISR,19.991
2025,israel,ISR,19.991
2026,israel,ISR,19.991
2027,israel,ISR,19.991
2028,israel,ISR,19.991
2029,israel,ISR,19.991
2030,israel,ISR,19.991
2031,israel,ISR,19.991
2032,israel,ISR,19.991
2033,israel,ISR,19.991
2034,israel,ISR,19.991
2035,israel,ISR,19.991
2036,israel,ISR,19.991
2037,israel,ISR,19.991
2038,israel,ISR,19.991
2039,israel,ISR,19.991
2040,israel,ISR,19.991
2041,israel,ISR,19.991
2042,israel,ISR,19.991
2043,israel,ISR,19.991
2044,israel,ISR,19.991
2045,israel,ISR,19.991
2046,israel,ISR,19.991
2047,israel,ISR,19.991
2048,israel,ISR,19.991
2049,israel,ISR,19.991
2050,israel,ISR,19.991
2018,italy,ITA,22.154
2019,italy,ITA,22.154
2020,italy,ITA,22.154
2021,italy,ITA,22.154
2022,italy,ITA,22.154
2023,italy,ITA,22.154
2024,italy,ITA,22.154
2025,italy,ITA,22.154
2026,italy,ITA,22.154
2027,italy,ITA,22.154
2028,italy,ITA,22.154
2029,italy,ITA,22.154
2030,italy,ITA,22.154
2031,italy,ITA,22.154
2032,italy,ITA,22.154
2033,italy,ITA,22.154
2034,italy,ITA,22.154
2035,italy,ITA,22.154
2036,italy,ITA,22.154
2037,italy,ITA,22.154
2038,italy,ITA,22.154
2039,italy,ITA,22.154
2040,italy,ITA,22.154
2041,italy,ITA,22.154
2042,italy,ITA,22.154
2043,italy,ITA,22.154
2044,italy,ITA,22.154
2045,italy,ITA,22.154
2046,italy,ITA,22.154
2047,italy,ITA,22.154
2048,italy,ITA,22.154
2049,italy,ITA,22.154
2050,italy,ITA,22.154
2018,jamaica,JAM,0.0
2019,jamaica,JAM,0.0
2020,jamaica,JAM,0.0
2021,jamaica,JAM,0.0
2022,jamaica,JAM,0.0
2023,jamaica,JAM,0.0
2024,jamaica,JAM,0.0
2025,jamaica,JAM,0.0
2026,jamaica,JAM,0.0
2027,jamaica,JAM,0.0
2028,jamaica,JAM,0.0
2029,jamaica,JAM,0.0
2030,jamaica,JAM,0.0
2031,jamaica,JAM,0.0
2032,jamaica,JAM,0.0
2033,jamaica,JAM,0.0
2034,jamaica,JAM,0.0
2035,jamaica,JAM,0.0
2036,jamaica,JAM,0.0
2037,jamaica,JAM,0.0
2038,jamaica,JAM,0.0
2039,jamaica,JAM,0.0
2040,jamaica,JAM,0.0
2041,jamaica,JAM,0.0
2042,jamaica,JAM,0.0
2043,jamaica,JAM,0.0
2044,jamaica,JAM,0.0
2045,jamaica,JAM,0.0
2046,jamaica,JAM,0.0
2047,jamaica,JAM,0.0
2048,jamaica,JAM,0.0
2049,jamaica,JAM,0.0
2050,jamaica,JAM,0.0
2018,japan,JPN,0.0
2019,japan,JPN,0.0
2020,japan,JPN,0.0
2021,japan,JPN,0.0
2022,japan,JPN,0.0
2023,japan,JPN,0.0
2024,japan,JPN,0.0
2025,japan,JPN,0.0
2026,japan,JPN,0.0
2027,japan,JPN,0.0
2028,japan,JPN,0.0
2029,japan,JPN,0.0
2030,japan,JPN,0.0
2031,japan,JPN,0.0
2032,japan,JPN,0.0
2033,japan,JPN,0.0
2034,japan,JPN,0.0
2035,japan,JPN,0.0
2036,japan,JPN,0.0
2037,japan,JPN,0.0
2038,japan,JPN,0.0
2039,japan,JPN,0.0
2040,japan,JPN,0.0
2041,japan,JPN,0.0
2042,japan,JPN,0.0
2043,japan,JPN,0.0
2044,japan,JPN,0.0
2045,japan,JPN,0.0
2046,japan,JPN,0.0
2047,japan,JPN,0.0
2048,japan,JPN,0.0
2049,japan,JPN,0.0
2050,japan,JPN,0.0
2018,jordan,JOR,0.162
2019,jordan,JOR,0.162
2020,jordan,JOR,0.162
2021,jordan,JOR,0.162
2022,jordan,JOR,0.162
2023,jordan,JOR,0.162
2024,jordan,JOR,0.162
2025,jordan,JOR,0.162
2026,jordan,JOR,0.162
2027,jordan,JOR,0.162
2028,jordan,JOR,0.162
2029,jordan,JOR,0.162
2030,jordan,JOR,0.162
2031,jordan,JOR,0.162
2032,jordan,JOR,0.162
2033,jordan,JOR,0.162
2034,jordan,JOR,0.162
2035,jordan,JOR,0.162
2036,jordan,JOR,0.162
2037,jordan,JOR,0.162
2038,jordan,JOR,0.162
2039,jordan,JOR,0.162
2040,jordan,JOR,0.162
2041,jordan,JOR,0.162
2042,jordan,JOR,0.162
2043,jordan,JOR,0.162
2044,jordan,JOR,0.162
2045,jordan,JOR,0.162
2046,jordan,JOR,0.162
2047,jordan,JOR,0.162
2048,jordan,JOR,0.162
2049,jordan,JOR,0.162
2050,jordan,JOR,0.162
2018,kazakhstan,KAZ,9.259
2019,kazakhstan,KAZ,9.259
2020,kazakhstan,KAZ,9.259
2021,kazakhstan,KAZ,9.259
2022,kazakhstan,KAZ,9.259
2023,kazakhstan,KAZ,9.259
2024,kazakhstan,KAZ,9.259
2025,kazakhstan,KAZ,9.259
2026,kazakhstan,KAZ,9.259
2027,kazakhstan,KAZ,9.259
2028,kazakhstan,KAZ,9.259
2029,kazakhstan,KAZ,9.259
2030,kazakhstan,KAZ,9.259
2031,kazakhstan,KAZ,9.259
2032,kazakhstan,KAZ,9.259
2033,kazakhstan,KAZ,9.259
2034,kazakhstan,KAZ,9.259
2035,kazakhstan,KAZ,9.259
2036,kazakhstan,KAZ,9.259
2037,kazakhstan,KAZ,9.259
2038,kazakhstan,KAZ,9.259
2039,kazakhstan,KAZ,9.259
2040,kazakhstan,KAZ,9.259
2041,kazakhstan,KAZ,9.259
2042,kazakhstan,KAZ,9.259
2043,kazakhstan,KAZ,9.259
2044,kazakhstan,KAZ,9.259
2045,kazakhstan,KAZ,9.259
2046,kazakhstan,KAZ,9.259
2047,kazakhstan,KAZ,9.259
2048,kazakhstan,KAZ,9.259
2049,kazakhstan,KAZ,9.259
2050,kazakhstan,KAZ,9.259
2018,kenya,KEN,0.079
2019,kenya,KEN,0.079
2020,kenya,KEN,0.079
2021,kenya,KEN,0.079
2022,kenya,KEN,0.079
2023,kenya,KEN,0.079
2024,kenya,KEN,0.079
2025,kenya,KEN,0.079
2026,kenya,KEN,0.079
2027,kenya,KEN,0.079
2028,kenya,KEN,0.079
2029,kenya,KEN,0.079
2030,kenya,KEN,0.079
2031,kenya,KEN,0.079
2032,kenya,KEN,0.079
2033,kenya,KEN,0.079
2034,kenya,KEN,0.079
2035,kenya,KEN,0.079
2036,kenya,KEN,0.079
2037,kenya,KEN,0.079
2038,kenya,KEN,0.079
2039,kenya,KEN,0.079
2040,kenya,KEN,0.079
2041,kenya,KEN,0.079
2042,kenya,KEN,0.079
2043,kenya,KEN,0.079
2044,kenya,KEN,0.079
2045,kenya,KEN,0.079
2046,kenya,KEN,0.079
2047,kenya,KEN,0.079
2048,kenya,KEN,0.079
2049,kenya,KEN,0.079
2050,kenya,KEN,0.079
2018,kuwait,KWT,0.0
2019,kuwait,KWT,0.0
2020,kuwait,KWT,0.0
2021,kuwait,KWT,0.0
2022,kuwait,KWT,0.0
2023,kuwait,KWT,0.0
2024,kuwait,KWT,0.0
2025,kuwait,KWT,0.0
2026,kuwait,KWT,0.0
2027,kuwait,KWT,0.0
2028,kuwait,KWT,0.0
2029,kuwait,KWT,0.0
2030,kuwait,KWT,0.0
2031,kuwait,KWT,0.0
2032,kuwait,KWT,0.0
2033,kuwait,KWT,0.0
2034,kuwait,KWT,0.0
2035,kuwait,KWT,0.0
2036,kuwait,KWT,0.0
2037,kuwait,KWT,0.0
2038,kuwait,KWT,0.0
2039,kuwait,KWT,0.0
2040,kuwait,KWT,0.0
2041,kuwait,KWT,0.0
2042,kuwait,KWT,0.0
2043,kuwait,KWT,0.0
2044,kuwait,KWT,0.0
2045,kuwait,KWT,0.0
2046,kuwait,KWT,0.0
2047,kuwait,KWT,0.0
2048,kuwait,KWT,0.0
2049,kuwait,KWT,0.0
2050,kuwait,KWT,0.0
2018,latvia,LVA,13.662
2019,latvia,LVA,13.662
2020,latvia,LVA,13.662
2021,latvia,LVA,13.662
2022,latvia,LVA,13.662
2023,latvia,LVA,13.662
2024,latvia,LVA,13.662
2025,latvia,LVA,13.662
2026,latvia,LVA,13.662
2027,latvia,LVA,13.662
2028,latvia,LVA,13.662
2029,latvia,LVA,13.662
2030,latvia,LVA,13.662
2031,latvia,LVA,13.662
2032,latvia,LVA,13.662
2033,latvia,LVA,13.662
2034,latvia,LVA,13.662
2035,latvia,LVA,13.662
2036,latvia,LVA,13.662
2037,latvia,LVA,13.662
2038,latvia,LVA,13.662
2039,latvia,LVA,13.662
2040,latvia,LVA,13.662
2041,latvia,LVA,13.662
2042,latvia,LVA,13.662
2043,latvia,LVA,13.662
2044,latvia,LVA,13.662
2045,latvia,LVA,13.662
2046,latvia,LVA,13.662
2047,latvia,LVA,13.662
2048,latvia,LVA,13.662
2049,latvia,LVA,13.662
2050,latvia,LVA,13.662
2018,lebanon,LBN,0.0
2019,lebanon,LBN,0.0
2020,lebanon,LBN,0.0
2021,lebanon,LBN,0.0
2022,lebanon,LBN,0.0
2023,lebanon,LBN,0.0
2024,lebanon,LBN,0.0
2025,lebanon,LBN,0.0
2026,lebanon,LBN,0.0
2027,lebanon,LBN,0.0
2028,lebanon,LBN,0.0
2029,lebanon,LBN,0.0
2030,lebanon,LBN,0.0
2031,lebanon,LBN,0.0
2032,lebanon,LBN,0.0
2033,lebanon,LBN,0.0
2034,lebanon,LBN,0.0
2035,lebanon,LBN,0.0
2036,lebanon,LBN,0.0
2037,lebanon,LBN,0.0
2038,lebanon,LBN,0.0
2039,lebanon,LBN,0.0
2040,lebanon,LBN,0.0
2041,lebanon,LBN,0.0
2042,lebanon,LBN,0.0
2043,lebanon,LBN,0.0
2044,lebanon,LBN,0.0
2045,lebanon,LBN,0.0
2046,lebanon,LBN,0.0
2047,lebanon,LBN,0.0
2048,lebanon,LBN,0.0
2049,lebanon,LBN,0.0
2050,lebanon,LBN,0.0
2018,libya,LBY,0.0
2019,libya,LBY,0.0
2020,libya,LBY,0.0
2021,libya,LBY,0.0
2022,libya,LBY,0.0
2023,libya,LBY,0.0
2024,libya,LBY,0.0
2025,libya,LBY,0.0
2026,libya,LBY,0.0
2027,libya,LBY,0.0
2028,libya,LBY,0.0
2029,libya,LBY,0.0
2030,libya,LBY,0.0
2031,libya,LBY,0.0
2032,libya,LBY,0.0
2033,libya,LBY,0.0
2034,libya,LBY,0.0
2035,libya,LBY,0.0
2036,libya,LBY,0.0
2037,libya,LBY,0.0
2038,libya,LBY,0.0
2039,libya,LBY,0.0
2040,libya,LBY,0.0
2041,libya,LBY,0.0
2042,libya,LBY,0.0
2043,libya,LBY,0.0
2044,libya,LBY,0.0
2045,libya,LBY,0.0
2046,libya,LBY,0.0
2047,libya,LBY,0.0
2048,libya,LBY,0.0
2049,libya,LBY,0.0
2050,libya,LBY,0.0
2018,lithuania,LTU,10.192
2019,lithuania,LTU,10.192
2020,lithuania,LTU,10.192
2021,lithuania,LTU,10.192
2022,lithuania,LTU,10.192
2023,lithuania,LTU,10.192
2024,lithuania,LTU,10.192
2025,lithuania,LTU,10.192
2026,lithuania,LTU,10.192
2027,lithuania,LTU,10.192
2028,lithuania,LTU,10.192
2029,lithuania,LTU,10.192
2030,lithuania,LTU,10.192
2031,lithuania,LTU,10.192
2032,lithuania,LTU,10.192
2033,lithuania,LTU,10.192
2034,lithuania,LTU,10.192
2035,lithuania,LTU,10.192
2036,lithuania,LTU,10.192
2037,lithuania,LTU,10.192
2038,lithuania,LTU,10.192
2039,lithuania,LTU,10.192
2040,lithuania,LTU,10.192
2041,lithuania,LTU,10.192
2042,lithuania,LTU,10.192
2043,lithuania,LTU,10.192
2044,lithuania,LTU,10.192
2045,lithuania,LTU,10.192
2046,lithuania,LTU,10.192
2047,lithuania,LTU,10.192
2048,lithuania,LTU,10.192
2049,lithuania,LTU,10.192
2050,lithuania,LTU,10.192
2018,luxembourg,LUX,5.112
2019,luxembourg,LUX,5.112
2020,luxembourg,LUX,5.112
2021,luxembourg,LUX,5.112
2022,luxembourg,LUX,5.112
2023,luxembourg,LUX,5.112
2024,luxembourg,LUX,5.112
2025,luxembourg,LUX,5.112
2026,luxembourg,LUX,5.112
2027,luxembourg,LUX,5.112
2028,luxembourg,LUX,5.112
2029,luxembourg,LUX,5.112
2030,luxembourg,LUX,5.112
2031,luxembourg,LUX,5.112
2032,luxembourg,LUX,5.112
2033,luxembourg,LUX,5.112
2034,luxembourg,LUX,5.112
2035,luxembourg,LUX,5.112
2036,luxembourg,LUX,5.112
2037,luxembourg,LUX,5.112
2038,luxembourg,LUX,5.112
2039,luxembourg,LUX,5.112
2040,luxembourg,LUX,5.112
2041,luxembourg,LUX,5.112
2042,luxembourg,LUX,5.112
2043,luxembourg,LUX,5.112
2044,luxembourg,LUX,5.112
2045,luxembourg,LUX,5.112
2046,luxembourg,LUX,5.112
2047,luxembourg,LUX,5.112
2048,luxembourg,LUX,5.112
2049,luxembourg,LUX,5.112
2050,luxembourg,LUX,5.112
2018,malaysia,MYS,2.498
2019,malaysia,MYS,2.498
2020,malaysia,MYS,2.498
2021,malaysia,MYS,2.498
2022,malaysia,MYS,2.498
2023,malaysia,MYS,2.498
2024,malaysia,MYS,2.498
2025,malaysia,MYS,2.498
2026,malaysia,MYS,2.498
2027,malaysia,MYS,2.498
2028,malaysia,MYS,2.498
2029,malaysia,MYS,2.498
2030,malaysia,MYS,2.498
2031,malaysia,MYS,2.498
2032,malaysia,MYS,2.498
2033,malaysia,MYS,2.498
2034,malaysia,MYS,2.498
2035,malaysia,MYS,2.498
2036,malaysia,MYS,2.498
2037,malaysia,MYS,2.498
2038,malaysia,MYS,2.498
2039,malaysia,MYS,2.498
2040,malaysia,MYS,2.498
2041,malaysia,MYS,2.498
2042,malaysia,MYS,2.498
2043,malaysia,MYS,2.498
2044,malaysia,MYS,2.498
2045,malaysia,MYS,2.498
2046,malaysia,MYS,2.498
2047,malaysia,MYS,2.498
2048,malaysia,MYS,2.498
2049,malaysia,MYS,2.498
2050,malaysia,MYS,2.498
2018,malta,MLT,0.0
2019,malta,MLT,0.0
2020,malta,MLT,0.0
2021,malta,MLT,0.0
2022,malta,MLT,0.0
2023,malta,MLT,0.0
2024,malta,MLT,0.0
2025,malta,MLT,0.0
2026,malta,MLT,0.0
2027,malta,MLT,0.0
2028,malta,MLT,0.0
2029,malta,MLT,0.0
2030,malta,MLT,0.0
2031,malta,MLT,0.0
2032,malta,MLT,0.0
2033,malta,MLT,0.0
2034,malta,MLT,0.0
2035,malta,MLT,0.0
2036,malta,MLT,0.0
2037,malta,MLT,0.0
2038,malta,MLT,0.0
2039,malta,MLT,0.0
2040,malta,MLT,0.0
2041,malta,MLT,0.0
2042,malta,MLT,0.0
2043,malta,MLT,0.0
2044,malta,MLT,0.0
2045,malta,MLT,0.0
2046,malta,MLT,0.0
2047,malta,MLT,0.0
2048,malta,MLT,0.0
2049,malta,MLT,0.0
2050,malta,MLT,0.0
2018,mauritius,MUS,0.0
2019,mauritius,MUS,0.0
2020,mauritius,MUS,0.0
2021,mauritius,MUS,0.0
2022,mauritius,MUS,0.0
2023,mauritius,MUS,0.0
2024,mauritius,MUS,0.0
2025,mauritius,MUS,0.0
2026,mauritius,MUS,0.0
2027,mauritius,MUS,0.0
2028,mauritius,MUS,0.0
2029,mauritius,MUS,0.0
2030,mauritius,MUS,0.0
2031,mauritius,MUS,0.0
2032,mauritius,MUS,0.0
2033,mauritius,MUS,0.0
2034,mauritius,MUS,0.0
2035,mauritius,MUS,0.0
2036,mauritius,MUS,0.0
2037,mauritius,MUS,0.0
2038,mauritius,MUS,0.0
2039,mauritius,MUS,0.0
2040,mauritius,MUS,0.0
2041,mauritius,MUS,0.0
2042,mauritius,MUS,0.0
2043,mauritius,MUS,0.0
2044,mauritius,MUS,0.0
2045,mauritius,MUS,0.0
2046,mauritius,MUS,0.0
2047,mauritius,MUS,0.0
2048,mauritius,MUS,0.0
2049,mauritius,MUS,0.0
2050,mauritius,MUS,0.0
2018,mexico,MEX,7.085
2019,mexico,MEX,7.085
2020,mexico,MEX,7.085
2021,mexico,MEX,7.085
2022,mexico,MEX,7.085
2023,mexico,MEX,7.085
2024,mexico,MEX,7.085
2025,mexico,MEX,7.085
2026,mexico,MEX,7.085
2027,mexico,MEX,7.085
2028,mexico,MEX,7.085
2029,mexico,MEX,7.085
2030,mexico,MEX,7.085
2031,mexico,MEX,7.085
2032,mexico,MEX,7.085
2033,mexico,MEX,7.085
2034,mexico,MEX,7.085
2035,mexico,MEX,7.085
2036,mexico,MEX,7.085
2037,mexico,MEX,7.085
2038,mexico,MEX,7.085
2039,mexico,MEX,7.085
2040,mexico,MEX,7.085
2041,mexico,MEX,7.085
2042,mexico,MEX,7.085
2043,mexico,MEX,7.085
2044,mexico,MEX,7.085
2045,mexico,MEX,7.085
2046,mexico,MEX,7.085
2047,mexico,MEX,7.085
2048,mexico,MEX,7.085
2049,mexico,MEX,7.085
2050,mexico,MEX,7.085
2018,mongolia,MNG,0.13
2019,mongolia,MNG,0.13
2020,mongolia,MNG,0.13
2021,mongolia,MNG,0.13
2022,mongolia,MNG,0.13
2023,mongolia,MNG,0.13
2024,mongolia,MNG,0.13
2025,mongolia,MNG,0.13
2026,mongolia,MNG,0.13
2027,mongolia,MNG,0.13
2028,mongolia,MNG,0.13
2029,mongolia,MNG,0.13
2030,mongolia,MNG,0.13
2031,mongolia,MNG,0.13
2032,mongolia,MNG,0.13
2033,mongolia,MNG,0.13
2034,mongolia,MNG,0.13
2035,mongolia,MNG,0.13
2036,mongolia,MNG,0.13
2037,mongolia,MNG,0.13
2038,mongolia,MNG,0.13
2039,mongolia,MNG,0.13
2040,mongolia,MNG,0.13
2041,mongolia,MNG,0.13
2042,mongolia,MNG,0.13
2043,mongolia,MNG,0.13
2044,mongolia,MNG,0.13
2045,mongolia,MNG,0.13
2046,mongolia,MNG,0.13
2047,mongolia,MNG,0.13
2048,mongolia,MNG,0.13
2049,mongolia,MNG,0.13
2050,mongolia,MNG,0.13
2018,morocco,MAR,0.486
2019,morocco,MAR,0.486
2020,morocco,MAR,0.486
2021,morocco,MAR,0.486
2022,morocco,MAR,0.486
2023,morocco,MAR,0.486
2024,morocco,MAR,0.486
2025,morocco,MAR,0.486
2026,morocco,MAR,0.486
2027,morocco,MAR,0.486
2028,morocco,MAR,0.486
2029,morocco,MAR,0.486
2030,morocco,MAR,0.486
2031,morocco,MAR,0.486
2032,morocco,MAR,0.486
2033,morocco,MAR,0.486
2034,morocco,MAR,0.486
2035,morocco,MAR,0.486
2036,morocco,MAR,0.486
2037,morocco,MAR,0.486
2038,morocco,MAR,0.486
2039,morocco,MAR,0.486
2040,morocco,MAR,0.486
2041,morocco,MAR,0.486
2042,morocco,MAR,0.486
2043,morocco,MAR,0.486
2044,morocco,MAR,0.486
2045,morocco,MAR,0.486
2046,morocco,MAR,0.486
2047,morocco,MAR,0.486
2048,morocco,MAR,0.486
2049,morocco,MAR,0.486
2050,morocco,MAR,0.486
2018,mozambique,MOZ,51.368
2019,mozambique,MOZ,51.368
2020,mozambique,MOZ,51.368
2021,mozambique,MOZ,51.368
2022,mozambique,MOZ,51.368
2023,mozambique,MOZ,51.368
2024,mozambique,MOZ,51.368
2025,mozambique,MOZ,51.368
2026,mozambique,MOZ,51.368
2027,mozambique,MOZ,51.368
2028,mozambique,MOZ,51.368
2029,mozambique,MOZ,51.368
2030,mozambique,MOZ,51.368
2031,mozambique,MOZ,51.368
2032,mozambique,MOZ,51.368
2033,mozambique,MOZ,51.368
2034,mozambique,MOZ,51.368
2035,mozambique,MOZ,51.368
2036,mozambique,MOZ,51.368
2037,mozambique,MOZ,51.368
2038,mozambique,MOZ,51.368
2039,mozambique,MOZ,51.368
2040,mozambique,MOZ,51.368
2041,mozambique,MOZ,51.368
2042,mozambique,MOZ,51.368
2043,mozambique,MOZ,51.368
2044,mozambique,MOZ,51.368
2045,mozambique,MOZ,51.368
2046,mozambique,MOZ,51.368
2047,mozambique,MOZ,51.368
2048,mozambique,MOZ,51.368
2049,mozambique,MOZ,51.368
2050,mozambique,MOZ,51.368
2018,myanmar,MMR,0.0
2019,myanmar,MMR,0.0
2020,myanmar,MMR,0.0
2021,myanmar,MMR,0.0
2022,myanmar,MMR,0.0
2023,myanmar,MMR,0.0
2024,myanmar,MMR,0.0
2025,myanmar,MMR,0.0
2026,myanmar,MMR,0.0
2027,myanmar,MMR,0.0
2028,myanmar,MMR,0.0
2029,myanmar,MMR,0.0
2030,myanmar,MMR,0.0
2031,myanmar,MMR,0.0
2032,myanmar,MMR,0.0
2033,myanmar,MMR,0.0
2034,myanmar,MMR,0.0
2035,myanmar,MMR,0.0
2036,myanmar,MMR,0.0
2037,myanmar,MMR,0.0
2038,myanmar,MMR,0.0
2039,myanmar,MMR,0.0
2040,myanmar,MMR,0.0
2041,myanmar,MMR,0.0
2042,myanmar,MMR,0.0
2043,myanmar,MMR,0.0
2044,myanmar,MMR,0.0
2045,myanmar,MMR,0.0
2046,myanmar,MMR,0.0
2047,myanmar,MMR,0.0
2048,myanmar,MMR,0.0
2049,myanmar,MMR,0.0
2050,myanmar,MMR,0.0
2018,namibia,NAM,0.356
2019,namibia,NAM,0.356
2020,namibia,NAM,0.356
2021,namibia,NAM,0.356
2022,namibia,NAM,0.356
2023,namibia,NAM,0.356
2024,namibia,NAM,0.356
2025,namibia,NAM,0.356
2026,namibia,NAM,0.356
2027,namibia,NAM,0.356
2028,namibia,NAM,0.356
2029,namibia,NAM,0.356
2030,namibia,NAM,0.356
2031,namibia,NAM,0.356
2032,namibia,NAM,0.356
2033,namibia,NAM,0.356
2034,namibia,NAM,0.356
2035,namibia,NAM,0.356
2036,namibia,NAM,0.356
2037,namibia,NAM,0.356
2038,namibia,NAM,0.356
2039,namibia,NAM,0.356
2040,namibia,NAM,0.356
2041,namibia,NAM,0.356
2042,namibia,NAM,0.356
2043,namibia,NAM,0.356
2044,namibia,NAM,0.356
2045,namibia,NAM,0.356
2046,namibia,NAM,0.356
2047,namibia,NAM,0.356
2048,namibia,NAM,0.356
2049,namibia,NAM,0.356
2050,namibia,NAM,0.356
2018,nepal,NPL,0.011
2019,nepal,NPL,0.011
2020,nepal,NPL,0.011
2021,nepal,NPL,0.011
2022,nepal,NPL,0.011
2023,nepal,NPL,0.011
2024,nepal,NPL,0.011
2025,nepal,NPL,0.011
2026,nepal,NPL,0.011
2027,nepal,NPL,0.011
2028,nepal,NPL,0.011
2029,nepal,NPL,0.011
2030,nepal,NPL,0.011
2031,nepal,NPL,0.011
2032,nepal,NPL,0.011
2033,nepal,NPL,0.011
2034,nepal,NPL,0.011
2035,nepal,NPL,0.011
2036,nepal,NPL,0.011
2037,nepal,NPL,0.011
2038,nepal,NPL,0.011
2039,nepal,NPL,0.011
2040,nepal,NPL,0.011
2041,nepal,NPL,0.011
2042,nepal,NPL,0.011
2043,nepal,NPL,0.011
2044,nepal,NPL,0.011
2045,nepal,NPL,0.011
2046,nepal,NPL,0.011
2047,nepal,NPL,0.011
2048,nepal,NPL,0.011
2049,nepal,NPL,0.011
2050,nepal,NPL,0.011
2018,netherlands,NLD,69.635
2019,netherlands,NLD,69.635
2020,netherlands,NLD,69.635
2021,netherlands,NLD,69.635
2022,netherlands,NLD,69.635
2023,netherlands,NLD,69.635
2024,netherlands,NLD,69.635
2025,netherlands,NLD,69.635
2026,netherlands,NLD,69.635
2027,netherlands,NLD,69.635
2028,netherlands,NLD,69.635
2029,netherlands,NLD,69.635
2030,netherlands,NLD,69.635
2031,netherlands,NLD,69.635
2032,netherlands,NLD,69.635
2033,netherlands,NLD,69.635
2034,netherlands,NLD,69.635
2035,netherlands,NLD,69.635
2036,netherlands,NLD,69.635
2037,netherlands,NLD,69.635
2038,netherlands,NLD,69.635
2039,netherlands,NLD,69.635
2040,netherlands,NLD,69.635
2041,netherlands,NLD,69.635
2042,netherlands,NLD,69.635
2043,netherlands,NLD,69.635
2044,netherlands,NLD,69.635
2045,netherlands,NLD,69.635
2046,netherlands,NLD,69.635
2047,netherlands,NLD,69.635
2048,netherlands,NLD,69.635
2049,netherlands,NLD,69.635
2050,netherlands,NLD,69.635
2018,new zealand,NZL,0.0
2019,new zealand,NZL,0.0
2020,new zealand,NZL,0.0
2021,new zealand,NZL,0.0
2022,new zealand,NZL,0.0
2023,new zealand,NZL,0.0
2024,new zealand,NZL,0.0
2025,new zealand,NZL,0.0
2026,new zealand,NZL,0.0
2027,new zealand,NZL,0.0
2028,new zealand,NZL,0.0
2029,new zealand,NZL,0.0
2030,new zealand,NZL,0.0
2031,new zealand,NZL,0.0
2032,new zealand,NZL,0.0
2033,new zealand,NZL,0.0
2034,new zealand,NZL,0.0
2035,new zealand,NZL,0.0
2036,new zealand,NZL,0.0
2037,new zealand,NZL,0.0
2038,new zealand,NZL,0.0
2039,new zealand,NZL,0.0
2040,new zealand,NZL,0.0
2041,new zealand,NZL,0.0
2042,new zealand,NZL,0.0
2043,new zealand,NZL,0.0
2044,new zealand,NZL,0.0
2045,new zealand,NZL,0.0
2046,new zealand,NZL,0.0
2047,new zealand,NZL,0.0
2048,new zealand,NZL,0.0
2049,new zealand,NZL,0.0
2050,new zealand,NZL,0.0
2018,nicaragua,NIC,0.065
2019,nicaragua,NIC,0.065
2020,nicaragua,NIC,0.065
2021,nicaragua,NIC,0.065
2022,nicaragua,NIC,0.065
2023,nicaragua,NIC,0.065
2024,nicaragua,NIC,0.065
2025,nicaragua,NIC,0.065
2026,nicaragua,NIC,0.065
2027,nicaragua,NIC,0.065
2028,nicaragua,NIC,0.065
2029,nicaragua,NIC,0.065
2030,nicaragua,NIC,0.065
2031,nicaragua,NIC,0.065
2032,nicaragua,NIC,0.065
2033,nicaragua,NIC,0.065
2034,nicaragua,NIC,0.065
2035,nicaragua,NIC,0.065
2036,nicaragua,NIC,0.065
2037,nicaragua,NIC,0.065
2038,nicaragua,NIC,0.065
2039,nicaragua,NIC,0.065
2040,nicaragua,NIC,0.065
2041,nicaragua,NIC,0.065
2042,nicaragua,NIC,0.065
2043,nicaragua,NIC,0.065
2044,nicaragua,NIC,0.065
2045,nicaragua,NIC,0.065
2046,nicaragua,NIC,0.065
2047,nicaragua,NIC,0.065
2048,nicaragua,NIC,0.065
2049,nicaragua,NIC,0.065
2050,nicaragua,NIC,0.065
2018,niger,NER,0.0
2019,niger,NER,0.0
2020,niger,NER,0.0
2021,niger,NER,0.0
2022,niger,NER,0.0
2023,niger,NER,0.0
2024,niger,NER,0.0
2025,niger,NER,0.0
2026,niger,NER,0.0
2027,niger,NER,0.0
2028,niger,NER,0.0
2029,niger,NER,0.0
2030,niger,NER,0.0
2031,niger,NER,0.0
2032,niger,NER,0.0
2033,niger,NER,0.0
2034,niger,NER,0.0
2035,niger,NER,0.0
2036,niger,NER,0.0
2037,niger,NER,0.0
2038,niger,NER,0.0
2039,niger,NER,0.0
2040,niger,NER,0.0
2041,niger,NER,0.0
2042,niger,NER,0.0
2043,niger,NER,0.0
2044,niger,NER,0.0
2045,niger,NER,0.0
2046,niger,NER,0.0
2047,niger,NER,0.0
2048,niger,NER,0.0
2049,niger,NER,0.0
2050,niger,NER,0.0
2018,nigeria,NGA,0.0
2019,nigeria,NGA,0.0
2020,nigeria,NGA,0.0
2021,nigeria,NGA,0.0
2022,nigeria,NGA,0.0
2023,nigeria,NGA,0.0
2024,nigeria,NGA,0.0
2025,nigeria,NGA,0.0
2026,nigeria,NGA,0.0
