,Nation,iso_code3,Year,nemomod_enst_capital_cost_st_batteries_usd_per_kwh
4647,Monaco,MCO,2048,0.07
4648,Monaco,MCO,2049,0.07
4649,Monaco,MCO,2050,0.07
4650,Moldova,MDA,2020,0.07
4651,Moldova,MDA,2021,0.07
4652,Moldova,MDA,2022,0.07
4653,Moldova,MDA,2023,0.07
4654,Moldova,MDA,2024,0.07
4655,Moldova,MDA,2025,0.07
4656,Moldova,MDA,2026,0.07
4657,Moldova,MDA,2027,0.07
4658,Moldova,MDA,2028,0.07
4659,Moldova,MDA,2029,0.07
4660,Moldova,MDA,2030,0.07
4661,Moldova,MDA,2031,0.07
4662,Moldova,MDA,2032,0.07
4663,Moldova,MDA,2033,0.07
4664,Moldova,MDA,2034,0.07
4665,Moldova,MDA,2035,0.07
4666,Moldova,MDA,2036,0.07
4667,Moldova,MDA,2037,0.07
4668,Moldova,MDA,2038,0.07
4669,Moldova,MDA,2039,0.07
4670,Moldova,MDA,2040,0.07
4671,Moldova,MDA,2041,0.07
4672,Moldova,MDA,2042,0.07
4673,Moldova,MDA,2043,0.07
4674,Moldova,MDA,2044,0.07
4675,Moldova,MDA,2045,0.07
4676,Moldova,MDA,2046,0.07
4677,Moldova,MDA,2047,0.07
4678,Moldova,MDA,2048,0.07
4679,Moldova,MDA,2049,0.07
4680,Moldova,MDA,2050,0.07
4681,Madagascar,MDG,2020,0.07
4682,Madagascar,MDG,2021,0.07
4683,Madagascar,MDG,2022,0.07
4684,Madagascar,MDG,2023,0.07
4685,Madagascar,MDG,2024,0.07
4686,Madagascar,MDG,2025,0.07
4687,Madagascar,MDG,2026,0.07
4688,Madagascar,MDG,2027,0.07
4689,Madagascar,MDG,2028,0.07
4690,Madagascar,MDG,2029,0.07
4691,Madagascar,MDG,2030,0.07
4692,Madagascar,MDG,2031,0.07
4693,Madagascar,MDG,2032,0.07
4694,Madagascar,MDG,2033,0.07
4695,Madagascar,MDG,2034,0.07
4696,Madagascar,MDG,2035,0.07
4697,Madagascar,MDG,2036,0.07
4698,Madagascar,MDG,2037,0.07
4699,Madagascar,MDG,2038,0.07
4700,Madagascar,MDG,2039,0.07
4701,Madagascar,MDG,2040,0.07
4702,Madagascar,MDG,2041,0.07
4703,Madagascar,MDG,2042,0.07
4704,Madagascar,MDG,2043,0.07
4705,Madagascar,MDG,2044,0.07
4706,Madagascar,MDG,2045,0.07
4707,Madagascar,MDG,2046,0.07
4708,Madagascar,MDG,2047,0.07
4709,Madagascar,MDG,2048,0.07
4710,Madagascar,MDG,2049,0.07
4711,Madagascar,MDG,2050,0.07
4712,Maldives,MDV,2020,0.07
4713,Maldives,MDV,2021,0.07
4714,Maldives,MDV,2022,0.07
4715,Maldives,MDV,2023,0.07
4716,Maldives,MDV,2024,0.07
4717,Maldives,MDV,2025,0.07
4718,Maldives,MDV,2026,0.07
4719,Maldives,MDV,2027,0.07
4720,Maldives,MDV,2028,0.07
4721,Maldives,MDV,2029,0.07
4722,Maldives,MDV,2030,0.07
4723,Maldives,MDV,2031,0.07
4724,Maldives,MDV,2032,0.07
4725,Maldives,MDV,2033,0.07
4726,Maldives,MDV,2034,0.07
4727,Maldives,MDV,2035,0.07
4728,Maldives,MDV,2036,0.07
4729,Maldives,MDV,2037,0.07
4730,Maldives,MDV,2038,0.07
4731,Maldives,MDV,2039,0.07
4732,Maldives,MDV,2040,0.07
4733,Maldives,MDV,2041,0.07
4734,Maldives,MDV,2042,0.07
4735,Maldives,MDV,2043,0.07
4736,Maldives,MDV,2044,0.07
4737,Maldives,MDV,2045,0.07
4738,Maldives,MDV,2046,0.07
4739,Maldives,MDV,2047,0.07
4740,Maldives,MDV,2048,0.07
4741,Maldives,MDV,2049,0.07
4742,Maldives,MDV,2050,0.07
4743,Middle East & North Africa,MEA,2020,0.07
4744,Middle East & North Africa,MEA,2021,0.07
4745,Middle East & North Africa,MEA,2022,0.07
4746,Middle East & North Africa,MEA,2023,0.07
4747,Middle East & North Africa,MEA,2024,0.07
4748,Middle East & North Africa,MEA,2025,0.07
4749,Middle East & North Africa,MEA,2026,0.07
4750,Middle East & North Africa,MEA,2027,0.07
4751,Middle East & North Africa,MEA,2028,0.07
4752,Middle East & North Africa,MEA,2029,0.07
4753,Middle East & North Africa,MEA,2030,0.07
4754,Middle East & North Africa,MEA,2031,0.07
4755,Middle East & North Africa,MEA,2032,0.07
4756,Middle East & North Africa,MEA,2033,0.07
4757,Middle East & North Africa,MEA,2034,0.07
4758,Middle East & North Africa,MEA,2035,0.07
4759,Middle East & North Africa,MEA,2036,0.07
4760,Middle East & North Africa,MEA,2037,0.07
4761,Middle East & North Africa,MEA,2038,0.07
4762,Middle East & North Africa,MEA,2039,0.07
4763,Middle East & North Africa,MEA,2040,0.07
4764,Middle East & North Africa,MEA,2041,0.07
4765,Middle East & North Africa,MEA,2042,0.07
4766,Middle East & North Africa,MEA,2043,0.07
4767,Middle East & North Africa,MEA,2044,0.07
4768,Middle East & North Africa,MEA,2045,0.07
4769,Middle East & North Africa,MEA,2046,0.07
4770,Middle East & North Africa,MEA,2047,0.07
4771,Middle East & North Africa,MEA,2048,0.07
4772,Middle East & North Africa,MEA,2049,0.07
4773,Middle East & North Africa,MEA,2050,0.07
4774,Mexico,MEX,2020,0.07
4775,Mexico,MEX,2021,0.07
4776,Mexico,MEX,2022,0.07
4777,Mexico,MEX,2023,0.07
4778,Mexico,MEX,2024,0.07
4779,Mexico,MEX,2025,0.07
4780,Mexico,MEX,2026,0.07
4781,Mexico,MEX,2027,0.07
4782,Mexico,MEX,2028,0.07
4783,Mexico,MEX,2029,0.07
4784,Mexico,MEX,2030,0.07
4785,Mexico,MEX,2031,0.07
4786,Mexico,MEX,2032,0.07
4787,Mexico,MEX,2033,0.07
4788,Mexico,MEX,2034,0.07
4789,Mexico,MEX,2035,0.07
4790,Mexico,MEX,2036,0.07
4791,Mexico,MEX,2037,0.07
4792,Mexico,MEX,2038,0.07
4793,Mexico,MEX,2039,0.07
4794,Mexico,MEX,2040,0.07
4795,Mexico,MEX,2041,0.07
4796,Mexico,MEX,2042,0.07
4797,Mexico,MEX,2043,0.07
4798,Mexico,MEX,2044,0.07
4799,Mexico,MEX,2045,0.07
4800,Mexico,MEX,2046,0.07
4801,Mexico,MEX,2047,0.07
4802,Mexico,MEX,2048,0.07
4803,Mexico,MEX,2049,0.07
4804,Mexico,MEX,2050,0.07
4805,Marshall Islands,MHL,2020,0.07
4806,Marshall Islands,MHL,2021,0.07
4807,Marshall Islands,MHL,2022,0.07
4808,Marshall Islands,MHL,2023,0.07
4809,Marshall Islands,MHL,2024,0.07
4810,Marshall Islands,MHL,2025,0.07
4811,Marshall Islands,MHL,2026,0.07
4812,Marshall Islands,MHL,2027,0.07
4813,Marshall Islands,MHL,2028,0.07
4814,Marshall Islands,MHL,2029,0.07
4815,Marshall Islands,MHL,2030,0.07
4816,Marshall Islands,MHL,2031,0.07
4817,Marshall Islands,MHL,2032,0.07
4818,Marshall Islands,MHL,2033,0.07
4819,Marshall Islands,MHL,2034,0.07
4820,Marshall Islands,MHL,2035,0.07
4821,Marshall Islands,MHL,2036,0.07
4822,Marshall Islands,MHL,2037,0.07
4823,Marshall Islands,MHL,2038,0.07
4824,Marshall Islands,MHL,2039,0.07
4825,Marshall Islands,MHL,2040,0.07
4826,Marshall Islands,MHL,2041,0.07
4827,Marshall Islands,MHL,2042,0.07
4828,Marshall Islands,MHL,2043,0.07
4829,Marshall Islands,MHL,2044,0.07
4830,Marshall Islands,MHL,2045,0.07
4831,Marshall Islands,MHL,2046,0.07
4832,Marshall Islands,MHL,2047,0.07
4833,Marshall Islands,MHL,2048,0.07
4834,Marshall Islands,MHL,2049,0.07
4835,Marshall Islands,MHL,2050,0.07
4836,Middle income,MIC,2020,0.07
4837,Middle income,MIC,2021,0.07
4838,Middle income,MIC,2022,0.07
4839,Middle income,MIC,2023,0.07
4840,Middle income,MIC,2024,0.07
4841,Middle income,MIC,2025,0.07
4842,Middle income,MIC,2026,0.07
4843,Middle income,MIC,2027,0.07
4844,Middle income,MIC,2028,0.07
4845,Middle income,MIC,2029,0.07
4846,Middle income,MIC,2030,0.07
4847,Middle income,MIC,2031,0.07
4848,Middle income,MIC,2032,0.07
4849,Middle income,MIC,2033,0.07
4850,Middle income,MIC,2034,0.07
4851,Middle income,MIC,2035,0.07
4852,Middle income,MIC,2036,0.07
4853,Middle income,MIC,2037,0.07
4854,Middle income,MIC,2038,0.07
4855,Middle income,MIC,2039,0.07
4856,Middle income,MIC,2040,0.07
4857,Middle income,MIC,2041,0.07
4858,Middle income,MIC,2042,0.07
4859,Middle income,MIC,2043,0.07
4860,Middle income,MIC,2044,0.07
4861,Middle income,MIC,2045,0.07
4862,Middle income,MIC,2046,0.07
4863,Middle income,MIC,2047,0.07
4864,Middle income,MIC,2048,0.07
4865,Middle income,MIC,2049,0.07
4866,Middle income,MIC,2050,0.07
4867,North Macedonia,MKD,2020,0.07
4868,North Macedonia,MKD,2021,0.07
4869,North Macedonia,MKD,2022,0.07
4870,North Macedonia,MKD,2023,0.07
4871,North Macedonia,MKD,2024,0.07
4872,North Macedonia,MKD,2025,0.07
4873,North Macedonia,MKD,2026,0.07
4874,North Macedonia,MKD,2027,0.07
4875,North Macedonia,MKD,2028,0.07
4876,North Macedonia,MKD,2029,0.07
4877,North Macedonia,MKD,2030,0.07
4878,North Macedonia,MKD,2031,0.07
4879,North Macedonia,MKD,2032,0.07
4880,North Macedonia,MKD,2033,0.07
4881,North Macedonia,MKD,2034,0.07
4882,North Macedonia,MKD,2035,0.07
4883,North Macedonia,MKD,2036,0.07
4884,North Macedonia,MKD,2037,0.07
4885,North Macedonia,MKD,2038,0.07
4886,North Macedonia,MKD,2039,0.07
4887,North Macedonia,MKD,2040,0.07
4888,North Macedonia,MKD,2041,0.07
4889,North Macedonia,MKD,2042,0.07
4890,North Macedonia,MKD,2043,0.07
4891,North Macedonia,MKD,2044,0.07
4892,North Macedonia,MKD,2045,0.07
4893,North Macedonia,MKD,2046,0.07
4894,North Macedonia,MKD,2047,0.07
4895,North Macedonia,MKD,2048,0.07
4896,North Macedonia,MKD,2049,0.07
4897,North Macedonia,MKD,2050,0.07
4898,Mali,MLI,2020,0.07
4899,Mali,MLI,2021,0.07
4900,Mali,MLI,2022,0.07
4901,Mali,MLI,2023,0.07
4902,Mali,MLI,2024,0.07
4903,Mali,MLI,2025,0.07
4904,Mali,MLI,2026,0.07
4905,Mali,MLI,2027,0.07
4906,Mali,MLI,2028,0.07
4907,Mali,MLI,2029,0.07
4908,Mali,MLI,2030,0.07
4909,Mali,MLI,2031,0.07
4910,Mali,MLI,2032,0.07
4911,Mali,MLI,2033,0.07
4912,Mali,MLI,2034,0.07
4913,Mali,MLI,2035,0.07
4914,Mali,MLI,2036,0.07
4915,Mali,MLI,2037,0.07
4916,Mali,MLI,2038,0.07
4917,Mali,MLI,2039,0.07
4918,Mali,MLI,2040,0.07
4919,Mali,MLI,2041,0.07
4920,Mali,MLI,2042,0.07
4921,Mali,MLI,2043,0.07
4922,Mali,MLI,2044,0.07
4923,Mali,MLI,2045,0.07
4924,Mali,MLI,2046,0.07
4925,Mali,MLI,2047,0.07
4926,Mali,MLI,2048,0.07
4927,Mali,MLI,2049,0.07
4928,Mali,MLI,2050,0.07
4929,Malta,MLT,2020,0.07
4930,Malta,MLT,2021,0.07
4931,Malta,MLT,2022,0.07
4932,Malta,MLT,2023,0.07
4933,Malta,MLT,2024,0.07
4934,Malta,MLT,2025,0.07
4935,Malta,MLT,2026,0.07
4936,Malta,MLT,2027,0.07
4937,Malta,MLT,2028,0.07
4938,Malta,MLT,2029,0.07
4939,Malta,MLT,2030,0.07
4940,Malta,MLT,2031,0.07
4941,Malta,MLT,2032,0.07
4942,Malta,MLT,2033,0.07
4943,Malta,MLT,2034,0.07
4944,Malta,MLT,2035,0.07
4945,Malta,MLT,2036,0.07
4946,Malta,MLT,2037,0.07
4947,Malta,MLT,2038,0.07
4948,Malta,MLT,2039,0.07
4949,Malta,MLT,2040,0.07
4950,Malta,MLT,2041,0.07
4951,Malta,MLT,2042,0.07
4952,Malta,MLT,2043,0.07
4953,Malta,MLT,2044,0.07
4954,Malta,MLT,2045,0.07
4955,Malta,MLT,2046,0.07
4956,Malta,MLT,2047,0.07
4957,Malta,MLT,2048,0.07
4958,Malta,MLT,2049,0.07
4959,Malta,MLT,2050,0.07
4960,Myanmar,MMR,2020,0.07
4961,Myanmar,MMR,2021,0.07
4962,Myanmar,MMR,2022,0.07
4963,Myanmar,MMR,2023,0.07
4964,Myanmar,MMR,2024,0.07
4965,Myanmar,MMR,2025,0.07
4966,Myanmar,MMR,2026,0.07
4967,Myanmar,MMR,2027,0.07
4968,Myanmar,MMR,2028,0.07
4969,Myanmar,MMR,2029,0.07
4970,Myanmar,MMR,2030,0.07
4971,Myanmar,MMR,2031,0.07
4972,Myanmar,MMR,2032,0.07
4973,Myanmar,MMR,2033,0.07
4974,Myanmar,MMR,2034,0.07
4975,Myanmar,MMR,2035,0.07
4976,Myanmar,MMR,2036,0.07
4977,Myanmar,MMR,2037,0.07
4978,Myanmar,MMR,2038,0.07
4979,Myanmar,MMR,2039,0.07
4980,Myanmar,MMR,2040,0.07
4981,Myanmar,MMR,2041,0.07
4982,Myanmar,MMR,2042,0.07
4983,Myanmar,MMR,2043,0.07
4984,Myanmar,MMR,2044,0.07
4985,Myanmar,MMR,2045,0.07
4986,Myanmar,MMR,2046,0.07
4987,Myanmar,MMR,2047,0.07
4988,Myanmar,MMR,2048,0.07
4989,Myanmar,MMR,2049,0.07
4990,Myanmar,MMR,2050,0.07
4991,Middle East & North Africa (excluding high income),MNA,2020,0.07
4992,Middle East & North Africa (excluding high income),MNA,2021,0.07
4993,Middle East & North Africa (excluding high income),MNA,2022,0.07
4994,Middle East & North Africa (excluding high income),MNA,2023,0.07
4995,Middle East & North Africa (excluding high income),MNA,2024,0.07
4996,Middle East & North Africa (excluding high income),MNA,2025,0.07
4997,Middle East & North Africa (excluding high income),MNA,2026,0.07
4998,Middle East & North Africa (excluding high income),MNA,2027,0.07
4999,Middle East & North Africa (excluding high income),MNA,2028,0.07
5000,Middle East & North Africa (excluding high income),MNA,2029,0.07
5001,Middle East & North Africa (excluding high income),MNA,2030,0.07
5002,Middle East & North Africa (excluding high income),MNA,2031,0.07
5003,Middle East & North Africa (excluding high income),MNA,2032,0.07
5004,Middle East & North Africa (excluding high income),MNA,2033,0.07
5005,Middle East & North Africa (excluding high income),MNA,2034,0.07
5006,Middle East & North Africa (excluding high income),MNA,2035,0.07
5007,Middle East & North Africa (excluding high income),MNA,2036,0.07
5008,Middle East & North Africa (excluding high income),MNA,2037,0.07
5009,Middle East & North Africa (excluding high income),MNA,2038,0.07
5010,Middle East & North Africa (excluding high income),MNA,2039,0.07
5011,Middle East & North Africa (excluding high income),MNA,2040,0.07
5012,Middle East & North Africa (excluding high income),MNA,2041,0.07
5013,Middle East & North Africa (excluding high income),MNA,2042,0.07
5014,Middle East & North Africa (excluding high income),MNA,2043,0.07
5015,Middle East & North Africa (excluding high income),MNA,2044,0.07
5016,Middle East & North Africa (excluding high income),MNA,2045,0.07
5017,Middle East & North Africa (excluding high income),MNA,2046,0.07
5018,Middle East & North Africa (excluding high income),MNA,2047,0.07
5019,Middle East & North Africa (excluding high income),MNA,2048,0.07
5020,Middle East & North Africa (excluding high income),MNA,2049,0.07
5021,Middle East & North Africa (excluding high income),MNA,2050,0.07
5022,Montenegro,MNE,2020,0.07
5023,Montenegro,MNE,2021,0.07
5024,Montenegro,MNE,2022,0.07
5025,Montenegro,MNE,2023,0.07
5026,Montenegro,MNE,2024,0.07
5027,Montenegro,MNE,2025,0.07
5028,Montenegro,MNE,2026,0.07
5029,Montenegro,MNE,2027,0.07
5030,Montenegro,MNE,2028,0.07
5031,Montenegro,MNE,2029,0.07
5032,Montenegro,MNE,2030,0.07
5033,Montenegro,MNE,2031,0.07
5034,Montenegro,MNE,2032,0.07
5035,Montenegro,MNE,2033,0.07
5036,Montenegro,MNE,2034,0.07
5037,Montenegro,MNE,2035,0.07
5038,Montenegro,MNE,2036,0.07
5039,Montenegro,MNE,2037,0.07
5040,Montenegro,MNE,2038,0.07
5041,Montenegro,MNE,2039,0.07
5042,Montenegro,MNE,2040,0.07
5043,Montenegro,MNE,2041,0.07
5044,Montenegro,MNE,2042,0.07
5045,Montenegro,MNE,2043,0.07
5046,Montenegro,MNE,2044,0.07
5047,Montenegro,MNE,2045,0.07
5048,Montenegro,MNE,2046,0.07
5049,Montenegro,MNE,2047,0.07
5050,Montenegro,MNE,2048,0.07
5051,Montenegro,MNE,2049,0.07
5052,Montenegro,MNE,2050,0.07
5053,Mongolia,MNG,2020,0.07
5054,Mongolia,MNG,2021,0.07
5055,Mongolia,MNG,2022,0.07
5056,Mongolia,MNG,2023,0.07
5057,Mongolia,MNG,2024,0.07
5058,Mongolia,MNG,2025,0.07
5059,Mongolia,MNG,2026,0.07
5060,Mongolia,MNG,2027,0.07
5061,Mongolia,MNG,2028,0.07
5062,Mongolia,MNG,2029,0.07
5063,Mongolia,MNG,2030,0.07
5064,Mongolia,MNG,2031,0.07
5065,Mongolia,MNG,2032,0.07
5066,Mongolia,MNG,2033,0.07
5067,Mongolia,MNG,2034,0.07
5068,Mongolia,MNG,2035,0.07
5069,Mongolia,MNG,2036,0.07
5070,Mongolia,MNG,2037,0.07
5071,Mongolia,MNG,2038,0.07
5072,Mongolia,MNG,2039,0.07
5073,Mongolia,MNG,2040,0.07
5074,Mongolia,MNG,2041,0.07
5075,Mongolia,MNG,2042,0.07
5076,Mongolia,MNG,2043,0.07
5077,Mongolia,MNG,2044,0.07
5078,Mongolia,MNG,2045,0.07
5079,Mongolia,MNG,2046,0.07
5080,Mongolia,MNG,2047,0.07
5081,Mongolia,MNG,2048,0.07
5082,Mongolia,MNG,2049,0.07
5083,Mongolia,MNG,2050,0.07
5084,Northern Mariana Islands,MNP,2020,0.07
5085,Northern Mariana Islands,MNP,2021,0.07
5086,Northern Mariana Islands,MNP,2022,0.07
5087,Northern Mariana Islands,MNP,2023,0.07
5088,Northern Mariana Islands,MNP,2024,0.07
5089,Northern Mariana Islands,MNP,2025,0.07
5090,Northern Mariana Islands,MNP,2026,0.07
5091,Northern Mariana Islands,MNP,2027,0.07
5092,Northern Mariana Islands,MNP,2028,0.07
5093,Northern Mariana Islands,MNP,2029,0.07
5094,Northern Mariana Islands,MNP,2030,0.07
5095,Northern Mariana Islands,MNP,2031,0.07
5096,Northern Mariana Islands,MNP,2032,0.07
5097,Northern Mariana Islands,MNP,2033,0.07
5098,Northern Mariana Islands,MNP,2034,0.07
5099,Northern Mariana Islands,MNP,2035,0.07
5100,Northern Mariana Islands,MNP,2036,0.07
5101,Northern Mariana Islands,MNP,2037,0.07
5102,Northern Mariana Islands,MNP,2038,0.07
5103,Northern Mariana Islands,MNP,2039,0.07
5104,Northern Mariana Islands,MNP,2040,0.07
5105,Northern Mariana Islands,MNP,2041,0.07
5106,Northern Mariana Islands,MNP,2042,0.07
5107,Northern Mariana Islands,MNP,2043,0.07
5108,Northern Mariana Islands,MNP,2044,0.07
5109,Northern Mariana Islands,MNP,2045,0.07
5110,Northern Mariana Islands,MNP,2046,0.07
5111,Northern Mariana Islands,MNP,2047,0.07
5112,Northern Mariana Islands,MNP,2048,0.07
5113,Northern Mariana Islands,MNP,2049,0.07
5114,Northern Mariana Islands,MNP,2050,0.07
5115,Mozambique,MOZ,2020,0.07
5116,Mozambique,MOZ,2021,0.07
5117,Mozambique,MOZ,2022,0.07
5118,Mozambique,MOZ,2023,0.07
5119,Mozambique,MOZ,2024,0.07
5120,Mozambique,MOZ,2025,0.07
5121,Mozambique,MOZ,2026,0.07
5122,Mozambique,MOZ,2027,0.07
5123,Mozambique,MOZ,2028,0.07
5124,Mozambique,MOZ,2029,0.07
5125,Mozambique,MOZ,2030,0.07
5126,Mozambique,MOZ,2031,0.07
5127,Mozambique,MOZ,2032,0.07
5128,Mozambique,MOZ,2033,0.07
5129,Mozambique,MOZ,2034,0.07
5130,Mozambique,MOZ,2035,0.07
5131,Mozambique,MOZ,2036,0.07
5132,Mozambique,MOZ,2037,0.07
5133,Mozambique,MOZ,2038,0.07
5134,Mozambique,MOZ,2039,0.07
5135,Mozambique,MOZ,2040,0.07
5136,Mozambique,MOZ,2041,0.07
5137,Mozambique,MOZ,2042,0.07
5138,Mozambique,MOZ,2043,0.07
5139,Mozambique,MOZ,2044,0.07
5140,Mozambique,MOZ,2045,0.07
5141,Mozambique,MOZ,2046,0.07
5142,Mozambique,MOZ,2047,0.07
5143,Mozambique,MOZ,2048,0.07
5144,Mozambique,MOZ,2049,0.07
5145,Mozambique,MOZ,2050,0.07
5146,Mauritania,MRT,2020,0.07
5147,Mauritania,MRT,2021,0.07
5148,Mauritania,MRT,2022,0.07
5149,Mauritania,MRT,2023,0.07
5150,Mauritania,MRT,2024,0.07
5151,Mauritania,MRT,2025,0.07
5152,Mauritania,MRT,2026,0.07
5153,Mauritania,MRT,2027,0.07
5154,Mauritania,MRT,2028,0.07
5155,Mauritania,MRT,2029,0.07
5156,Mauritania,MRT,2030,0.07
5157,Mauritania,MRT,2031,0.07
5158,Mauritania,MRT,2032,0.07
5159,Mauritania,MRT,2033,0.07
5160,Mauritania,MRT,2034,0.07
5161,Mauritania,MRT,2035,0.07
5162,Mauritania,MRT,2036,0.07
5163,Mauritania,MRT,2037,0.07
5164,Mauritania,MRT,2038,0.07
5165,Mauritania,MRT,2039,0.07
5166,Mauritania,MRT,2040,0.07
5167,Mauritania,MRT,2041,0.07
5168,Mauritania,MRT,2042,0.07
5169,Mauritania,MRT,2043,0.07
5170,Mauritania,MRT,2044,0.07
5171,Mauritania,MRT,2045,0.07
5172,Mauritania,MRT,2046,0.07
5173,Mauritania,MRT,2047,0.07
5174,Mauritania,MRT,2048,0.07
5175,Mauritania,MRT,2049,0.07
5176,Mauritania,MRT,2050,0.07
5177,Mauritius,MUS,2020,0.07
5178,Mauritius,MUS,2021,0.07
5179,Mauritius,MUS,2022,0.07
5180,Mauritius,MUS,2023,0.07
5181,Mauritius,MUS,2024,0.07
5182,Mauritius,MUS,2025,0.07
5183,Mauritius,MUS,2026,0.07
5184,Mauritius,MUS,2027,0.07
5185,Mauritius,MUS,2028,0.07
5186,Mauritius,MUS,2029,0.07
5187,Mauritius,MUS,2030,0.07
5188,Mauritius,MUS,2031,0.07
5189,Mauritius,MUS,2032,0.07
5190,Mauritius,MUS,2033,0.07
5191,Mauritius,MUS,2034,0.07
5192,Mauritius,MUS,2035,0.07
5193,Mauritius,MUS,2036,0.07
5194,Mauritius,MUS,2037,0.07
5195,Mauritius,MUS,2038,0.07
5196,Mauritius,MUS,2039,0.07
5197,Mauritius,MUS,2040,0.07
5198,Mauritius,MUS,2041,0.07
5199,Mauritius,MUS,2042,0.07
5200,Mauritius,MUS,2043,0.07
5201,Mauritius,MUS,2044,0.07
5202,Mauritius,MUS,2045,0.07
5203,Mauritius,MUS,2046,0.07
5204,Mauritius,MUS,2047,0.07
5205,Mauritius,MUS,2048,0.07
5206,Mauritius,MUS,2049,0.07
5207,Mauritius,MUS,2050,0.07
5208,Malawi,MWI,2020,0.07
5209,Malawi,MWI,2021,0.07
5210,Malawi,MWI,2022,0.07
5211,Malawi,MWI,2023,0.07
5212,Malawi,MWI,2024,0.07
5213,Malawi,MWI,2025,0.07
5214,Malawi,MWI,2026,0.07
5215,Malawi,MWI,2027,0.07
5216,Malawi,MWI,2028,0.07
5217,Malawi,MWI,2029,0.07
5218,Malawi,MWI,2030,0.07
5219,Malawi,MWI,2031,0.07
5220,Malawi,MWI,2032,0.07
5221,Malawi,MWI,2033,0.07
5222,Malawi,MWI,2034,0.07
5223,Malawi,MWI,2035,0.07
5224,Malawi,MWI,2036,0.07
5225,Malawi,MWI,2037,0.07
5226,Malawi,MWI,2038,0.07
5227,Malawi,MWI,2039,0.07
5228,Malawi,MWI,2040,0.07
5229,Malawi,MWI,2041,0.07
5230,Malawi,MWI,2042,0.07
5231,Malawi,MWI,2043,0.07
5232,Malawi,MWI,2044,0.07
5233,Malawi,MWI,2045,0.07
5234,Malawi,MWI,2046,0.07
5235,Malawi,MWI,2047,0.07
5236,Malawi,MWI,2048,0.07
5237,Malawi,MWI,2049,0.07
5238,Malawi,MWI,2050,0.07
5239,Malaysia,MYS,2020,0.07
5240,Malaysia,MYS,2021,0.07
5241,Malaysia,MYS,2022,0.07
5242,Malaysia,MYS,2023,0.07
5243,Malaysia,MYS,2024,0.07
5244,Malaysia,MYS,2025,0.07
5245,Malaysia,MYS,2026,0.07
5246,Malaysia,MYS,2027,0.07
5247,Malaysia,MYS,2028,0.07
5248,Malaysia,MYS,2029,0.07
5249,Malaysia,MYS,2030,0.07
5250,Malaysia,MYS,2031,0.07
5251,Malaysia,MYS,2032,0.07
5252,Malaysia,MYS,2033,0.07
5253,Malaysia,MYS,2034,0.07
5254,Malaysia,MYS,2035,0.07
5255,Malaysia,MYS,2036,0.07
5256,Malaysia,MYS,2037,0.07
5257,Malaysia,MYS,2038,0.07
5258,Malaysia,MYS,2039,0.07
5259,Malaysia,MYS,2040,0.07
5260,Malaysia,MYS,2041,0.07
5261,Malaysia,MYS,2042,0.07
5262,Malaysia,MYS,2043,0.07
5263,Malaysia,MYS,2044,0.07
5264,Malaysia,MYS,2045,0.07
5265,Malaysia,MYS,2046,0.07
5266,Malaysia,MYS,2047,0.07
5267,Malaysia,MYS,2048,0.07
5268,Malaysia,MYS,2049,0.07
5269,Malaysia,MYS,2050,0.07
5270,North America,NAC,2020,0.07
5271,North America,NAC,2021,0.07
5272,North America,NAC,2022,0.07
5273,North America,NAC,2023,0.07
5274,North America,NAC,2024,0.07
5275,North America,NAC,2025,0.07
5276,North America,NAC,2026,0.07
5277,North America,NAC,2027,0.07
5278,North America,NAC,2028,0.07
5279,North America,NAC,2029,0.07
5280,North America,NAC,2030,0.07
5281,North America,NAC,2031,0.07
5282,North America,NAC,2032,0.07
5283,North America,NAC,2033,0.07
5284,North America,NAC,2034,0.07
5285,North America,NAC,2035,0.07
5286,North America,NAC,2036,0.07
5287,North America,NAC,2037,0.07
5288,North America,NAC,2038,0.07
5289,North America,NAC,2039,0.07
5290,North America,NAC,2040,0.07
5291,North America,NAC,2041,0.07
5292,North America,NAC,2042,0.07
5293,North America,NAC,2043,0.07
5294,North America,NAC,2044,0.07
5295,North America,NAC,2045,0.07
5296,North America,NAC,2046,0.07
5297,North America,NAC,2047,0.07
5298,North America,NAC,2048,0.07
5299,North America,NAC,2049,0.07
5300,North America,NAC,2050,0.07
5301,Namibia,NAM,2020,0.07
5302,Namibia,NAM,2021,0.07
5303,Namibia,NAM,2022,0.07
5304,Namibia,NAM,2023,0.07
5305,Namibia,NAM,2024,0.07
5306,Namibia,NAM,2025,0.07
5307,Namibia,NAM,2026,0.07
5308,Namibia,NAM,2027,0.07
5309,Namibia,NAM,2028,0.07
5310,Namibia,NAM,2029,0.07
5311,Namibia,NAM,2030,0.07
5312,Namibia,NAM,2031,0.07
5313,Namibia,NAM,2032,0.07
5314,Namibia,NAM,2033,0.07
5315,Namibia,NAM,2034,0.07
5316,Namibia,NAM,2035,0.07
5317,Namibia,NAM,2036,0.07
5318,Namibia,NAM,2037,0.07
5319,Namibia,NAM,2038,0.07
5320,Namibia,NAM,2039,0.07
5321,Namibia,NAM,2040,0.07
5322,Namibia,NAM,2041,0.07
5323,Namibia,NAM,2042,0.07
5324,Namibia,NAM,2043,0.07
5325,Namibia,NAM,2044,0.07
5326,Namibia,NAM,2045,0.07
5327,Namibia,NAM,2046,0.07
5328,Namibia,NAM,2047,0.07
