,Nation,iso_code3,Year,fuelefficiency_trns_aviation_kerosene_km_per_litre
4069,Latvia,LVA,2032,0.087
4070,Latvia,LVA,2033,0.087
4071,Latvia,LVA,2034,0.087
4072,Latvia,LVA,2035,0.087
4073,Latvia,LVA,2036,0.087
4074,Latvia,LVA,2037,0.087
4075,Latvia,LVA,2038,0.087
4076,Latvia,LVA,2039,0.087
4077,Latvia,LVA,2040,0.087
4078,Latvia,LVA,2041,0.087
4079,Latvia,LVA,2042,0.087
4080,Latvia,LVA,2043,0.087
4081,Latvia,LVA,2044,0.087
4082,Latvia,LVA,2045,0.087
4083,Latvia,LVA,2046,0.087
4084,Latvia,LVA,2047,0.087
4085,Latvia,LVA,2048,0.087
4086,Latvia,LVA,2049,0.087
4087,Latvia,LVA,2050,0.087
4088,"Macao SAR, China",MAC,2023,0.087
4089,"Macao SAR, China",MAC,2024,0.087
4090,"Macao SAR, China",MAC,2025,0.087
4091,"Macao SAR, China",MAC,2026,0.087
4092,"Macao SAR, China",MAC,2027,0.087
4093,"Macao SAR, China",MAC,2028,0.087
4094,"Macao SAR, China",MAC,2029,0.087
4095,"Macao SAR, China",MAC,2030,0.087
4096,"Macao SAR, China",MAC,2031,0.087
4097,"Macao SAR, China",MAC,2032,0.087
4098,"Macao SAR, China",MAC,2033,0.087
4099,"Macao SAR, China",MAC,2034,0.087
4100,"Macao SAR, China",MAC,2035,0.087
4101,"Macao SAR, China",MAC,2036,0.087
4102,"Macao SAR, China",MAC,2037,0.087
4103,"Macao SAR, China",MAC,2038,0.087
4104,"Macao SAR, China",MAC,2039,0.087
4105,"Macao SAR, China",MAC,2040,0.087
4106,"Macao SAR, China",MAC,2041,0.087
4107,"Macao SAR, China",MAC,2042,0.087
4108,"Macao SAR, China",MAC,2043,0.087
4109,"Macao SAR, China",MAC,2044,0.087
4110,"Macao SAR, China",MAC,2045,0.087
4111,"Macao SAR, China",MAC,2046,0.087
4112,"Macao SAR, China",MAC,2047,0.087
4113,"Macao SAR, China",MAC,2048,0.087
4114,"Macao SAR, China",MAC,2049,0.087
4115,"Macao SAR, China",MAC,2050,0.087
4116,St. Martin (French part),MAF,2023,0.087
4117,St. Martin (French part),MAF,2024,0.087
4118,St. Martin (French part),MAF,2025,0.087
4119,St. Martin (French part),MAF,2026,0.087
4120,St. Martin (French part),MAF,2027,0.087
4121,St. Martin (French part),MAF,2028,0.087
4122,St. Martin (French part),MAF,2029,0.087
4123,St. Martin (French part),MAF,2030,0.087
4124,St. Martin (French part),MAF,2031,0.087
4125,St. Martin (French part),MAF,2032,0.087
4126,St. Martin (French part),MAF,2033,0.087
4127,St. Martin (French part),MAF,2034,0.087
4128,St. Martin (French part),MAF,2035,0.087
4129,St. Martin (French part),MAF,2036,0.087
4130,St. Martin (French part),MAF,2037,0.087
4131,St. Martin (French part),MAF,2038,0.087
4132,St. Martin (French part),MAF,2039,0.087
4133,St. Martin (French part),MAF,2040,0.087
4134,St. Martin (French part),MAF,2041,0.087
4135,St. Martin (French part),MAF,2042,0.087
4136,St. Martin (French part),MAF,2043,0.087
4137,St. Martin (French part),MAF,2044,0.087
4138,St. Martin (French part),MAF,2045,0.087
4139,St. Martin (French part),MAF,2046,0.087
4140,St. Martin (French part),MAF,2047,0.087
4141,St. Martin (French part),MAF,2048,0.087
4142,St. Martin (French part),MAF,2049,0.087
4143,St. Martin (French part),MAF,2050,0.087
4144,Morocco,MAR,2023,0.087
4145,Morocco,MAR,2024,0.087
4146,Morocco,MAR,2025,0.087
4147,Morocco,MAR,2026,0.087
4148,Morocco,MAR,2027,0.087
4149,Morocco,MAR,2028,0.087
4150,Morocco,MAR,2029,0.087
4151,Morocco,MAR,2030,0.087
4152,Morocco,MAR,2031,0.087
4153,Morocco,MAR,2032,0.087
4154,Morocco,MAR,2033,0.087
4155,Morocco,MAR,2034,0.087
4156,Morocco,MAR,2035,0.087
4157,Morocco,MAR,2036,0.087
4158,Morocco,MAR,2037,0.087
4159,Morocco,MAR,2038,0.087
4160,Morocco,MAR,2039,0.087
4161,Morocco,MAR,2040,0.087
4162,Morocco,MAR,2041,0.087
4163,Morocco,MAR,2042,0.087
4164,Morocco,MAR,2043,0.087
4165,Morocco,MAR,2044,0.087
4166,Morocco,MAR,2045,0.087
4167,Morocco,MAR,2046,0.087
4168,Morocco,MAR,2047,0.087
4169,Morocco,MAR,2048,0.087
4170,Morocco,MAR,2049,0.087
4171,Morocco,MAR,2050,0.087
4172,Monaco,MCO,2023,0.087
4173,Monaco,MCO,2024,0.087
4174,Monaco,MCO,2025,0.087
4175,Monaco,MCO,2026,0.087
4176,Monaco,MCO,2027,0.087
4177,Monaco,MCO,2028,0.087
4178,Monaco,MCO,2029,0.087
4179,Monaco,MCO,2030,0.087
4180,Monaco,MCO,2031,0.087
4181,Monaco,MCO,2032,0.087
4182,Monaco,MCO,2033,0.087
4183,Monaco,MCO,2034,0.087
4184,Monaco,MCO,2035,0.087
4185,Monaco,MCO,2036,0.087
4186,Monaco,MCO,2037,0.087
4187,Monaco,MCO,2038,0.087
4188,Monaco,MCO,2039,0.087
4189,Monaco,MCO,2040,0.087
4190,Monaco,MCO,2041,0.087
4191,Monaco,MCO,2042,0.087
4192,Monaco,MCO,2043,0.087
4193,Monaco,MCO,2044,0.087
4194,Monaco,MCO,2045,0.087
4195,Monaco,MCO,2046,0.087
4196,Monaco,MCO,2047,0.087
4197,Monaco,MCO,2048,0.087
4198,Monaco,MCO,2049,0.087
4199,Monaco,MCO,2050,0.087
4200,Moldova,MDA,2023,0.087
4201,Moldova,MDA,2024,0.087
4202,Moldova,MDA,2025,0.087
4203,Moldova,MDA,2026,0.087
4204,Moldova,MDA,2027,0.087
4205,Moldova,MDA,2028,0.087
4206,Moldova,MDA,2029,0.087
4207,Moldova,MDA,2030,0.087
4208,Moldova,MDA,2031,0.087
4209,Moldova,MDA,2032,0.087
4210,Moldova,MDA,2033,0.087
4211,Moldova,MDA,2034,0.087
4212,Moldova,MDA,2035,0.087
4213,Moldova,MDA,2036,0.087
4214,Moldova,MDA,2037,0.087
4215,Moldova,MDA,2038,0.087
4216,Moldova,MDA,2039,0.087
4217,Moldova,MDA,2040,0.087
4218,Moldova,MDA,2041,0.087
4219,Moldova,MDA,2042,0.087
4220,Moldova,MDA,2043,0.087
4221,Moldova,MDA,2044,0.087
4222,Moldova,MDA,2045,0.087
4223,Moldova,MDA,2046,0.087
4224,Moldova,MDA,2047,0.087
4225,Moldova,MDA,2048,0.087
4226,Moldova,MDA,2049,0.087
4227,Moldova,MDA,2050,0.087
4228,Madagascar,MDG,2023,0.087
4229,Madagascar,MDG,2024,0.087
4230,Madagascar,MDG,2025,0.087
4231,Madagascar,MDG,2026,0.087
4232,Madagascar,MDG,2027,0.087
4233,Madagascar,MDG,2028,0.087
4234,Madagascar,MDG,2029,0.087
4235,Madagascar,MDG,2030,0.087
4236,Madagascar,MDG,2031,0.087
4237,Madagascar,MDG,2032,0.087
4238,Madagascar,MDG,2033,0.087
4239,Madagascar,MDG,2034,0.087
4240,Madagascar,MDG,2035,0.087
4241,Madagascar,MDG,2036,0.087
4242,Madagascar,MDG,2037,0.087
4243,Madagascar,MDG,2038,0.087
4244,Madagascar,MDG,2039,0.087
4245,Madagascar,MDG,2040,0.087
4246,Madagascar,MDG,2041,0.087
4247,Madagascar,MDG,2042,0.087
4248,Madagascar,MDG,2043,0.087
4249,Madagascar,MDG,2044,0.087
4250,Madagascar,MDG,2045,0.087
4251,Madagascar,MDG,2046,0.087
4252,Madagascar,MDG,2047,0.087
4253,Madagascar,MDG,2048,0.087
4254,Madagascar,MDG,2049,0.087
4255,Madagascar,MDG,2050,0.087
4256,Maldives,MDV,2023,0.087
4257,Maldives,MDV,2024,0.087
4258,Maldives,MDV,2025,0.087
4259,Maldives,MDV,2026,0.087
4260,Maldives,MDV,2027,0.087
4261,Maldives,MDV,2028,0.087
4262,Maldives,MDV,2029,0.087
4263,Maldives,MDV,2030,0.087
4264,Maldives,MDV,2031,0.087
4265,Maldives,MDV,2032,0.087
4266,Maldives,MDV,2033,0.087
4267,Maldives,MDV,2034,0.087
4268,Maldives,MDV,2035,0.087
4269,Maldives,MDV,2036,0.087
4270,Maldives,MDV,2037,0.087
4271,Maldives,MDV,2038,0.087
4272,Maldives,MDV,2039,0.087
4273,Maldives,MDV,2040,0.087
4274,Maldives,MDV,2041,0.087
4275,Maldives,MDV,2042,0.087
4276,Maldives,MDV,2043,0.087
4277,Maldives,MDV,2044,0.087
4278,Maldives,MDV,2045,0.087
4279,Maldives,MDV,2046,0.087
4280,Maldives,MDV,2047,0.087
4281,Maldives,MDV,2048,0.087
4282,Maldives,MDV,2049,0.087
4283,Maldives,MDV,2050,0.087
4284,Middle East & North Africa,MEA,2023,0.087
4285,Middle East & North Africa,MEA,2024,0.087
4286,Middle East & North Africa,MEA,2025,0.087
4287,Middle East & North Africa,MEA,2026,0.087
4288,Middle East & North Africa,MEA,2027,0.087
4289,Middle East & North Africa,MEA,2028,0.087
4290,Middle East & North Africa,MEA,2029,0.087
4291,Middle East & North Africa,MEA,2030,0.087
4292,Middle East & North Africa,MEA,2031,0.087
4293,Middle East & North Africa,MEA,2032,0.087
4294,Middle East & North Africa,MEA,2033,0.087
4295,Middle East & North Africa,MEA,2034,0.087
4296,Middle East & North Africa,MEA,2035,0.087
4297,Middle East & North Africa,MEA,2036,0.087
4298,Middle East & North Africa,MEA,2037,0.087
4299,Middle East & North Africa,MEA,2038,0.087
4300,Middle East & North Africa,MEA,2039,0.087
4301,Middle East & North Africa,MEA,2040,0.087
4302,Middle East & North Africa,MEA,2041,0.087
4303,Middle East & North Africa,MEA,2042,0.087
4304,Middle East & North Africa,MEA,2043,0.087
4305,Middle East & North Africa,MEA,2044,0.087
4306,Middle East & North Africa,MEA,2045,0.087
4307,Middle East & North Africa,MEA,2046,0.087
4308,Middle East & North Africa,MEA,2047,0.087
4309,Middle East & North Africa,MEA,2048,0.087
4310,Middle East & North Africa,MEA,2049,0.087
4311,Middle East & North Africa,MEA,2050,0.087
4312,Mexico,MEX,2023,0.087
4313,Mexico,MEX,2024,0.087
4314,Mexico,MEX,2025,0.087
4315,Mexico,MEX,2026,0.087
4316,Mexico,MEX,2027,0.087
4317,Mexico,MEX,2028,0.087
4318,Mexico,MEX,2029,0.087
4319,Mexico,MEX,2030,0.087
4320,Mexico,MEX,2031,0.087
4321,Mexico,MEX,2032,0.087
4322,Mexico,MEX,2033,0.087
4323,Mexico,MEX,2034,0.087
4324,Mexico,MEX,2035,0.087
4325,Mexico,MEX,2036,0.087
4326,Mexico,MEX,2037,0.087
4327,Mexico,MEX,2038,0.087
4328,Mexico,MEX,2039,0.087
4329,Mexico,MEX,2040,0.087
4330,Mexico,MEX,2041,0.087
4331,Mexico,MEX,2042,0.087
4332,Mexico,MEX,2043,0.087
4333,Mexico,MEX,2044,0.087
4334,Mexico,MEX,2045,0.087
4335,Mexico,MEX,2046,0.087
4336,Mexico,MEX,2047,0.087
4337,Mexico,MEX,2048,0.087
4338,Mexico,MEX,2049,0.087
4339,Mexico,MEX,2050,0.087
4340,Marshall Islands,MHL,2023,0.087
4341,Marshall Islands,MHL,2024,0.087
4342,Marshall Islands,MHL,2025,0.087
4343,Marshall Islands,MHL,2026,0.087
4344,Marshall Islands,MHL,2027,0.087
4345,Marshall Islands,MHL,2028,0.087
4346,Marshall Islands,MHL,2029,0.087
4347,Marshall Islands,MHL,2030,0.087
4348,Marshall Islands,MHL,2031,0.087
4349,Marshall Islands,MHL,2032,0.087
4350,Marshall Islands,MHL,2033,0.087
4351,Marshall Islands,MHL,2034,0.087
4352,Marshall Islands,MHL,2035,0.087
4353,Marshall Islands,MHL,2036,0.087
4354,Marshall Islands,MHL,2037,0.087
4355,Marshall Islands,MHL,2038,0.087
4356,Marshall Islands,MHL,2039,0.087
4357,Marshall Islands,MHL,2040,0.087
4358,Marshall Islands,MHL,2041,0.087
4359,Marshall Islands,MHL,2042,0.087
4360,Marshall Islands,MHL,2043,0.087
4361,Marshall Islands,MHL,2044,0.087
4362,Marshall Islands,MHL,2045,0.087
4363,Marshall Islands,MHL,2046,0.087
4364,Marshall Islands,MHL,2047,0.087
4365,Marshall Islands,MHL,2048,0.087
4366,Marshall Islands,MHL,2049,0.087
4367,Marshall Islands,MHL,2050,0.087
4368,Middle income,MIC,2023,0.087
4369,Middle income,MIC,2024,0.087
4370,Middle income,MIC,2025,0.087
4371,Middle income,MIC,2026,0.087
4372,Middle income,MIC,2027,0.087
4373,Middle income,MIC,2028,0.087
4374,Middle income,MIC,2029,0.087
4375,Middle income,MIC,2030,0.087
4376,Middle income,MIC,2031,0.087
4377,Middle income,MIC,2032,0.087
4378,Middle income,MIC,2033,0.087
4379,Middle income,MIC,2034,0.087
4380,Middle income,MIC,2035,0.087
4381,Middle income,MIC,2036,0.087
4382,Middle income,MIC,2037,0.087
4383,Middle income,MIC,2038,0.087
4384,Middle income,MIC,2039,0.087
4385,Middle income,MIC,2040,0.087
4386,Middle income,MIC,2041,0.087
4387,Middle income,MIC,2042,0.087
4388,Middle income,MIC,2043,0.087
4389,Middle income,MIC,2044,0.087
4390,Middle income,MIC,2045,0.087
4391,Middle income,MIC,2046,0.087
4392,Middle income,MIC,2047,0.087
4393,Middle income,MIC,2048,0.087
4394,Middle income,MIC,2049,0.087
4395,Middle income,MIC,2050,0.087
4396,North Macedonia,MKD,2023,0.087
4397,North Macedonia,MKD,2024,0.087
4398,North Macedonia,MKD,2025,0.087
4399,North Macedonia,MKD,2026,0.087
4400,North Macedonia,MKD,2027,0.087
4401,North Macedonia,MKD,2028,0.087
4402,North Macedonia,MKD,2029,0.087
4403,North Macedonia,MKD,2030,0.087
4404,North Macedonia,MKD,2031,0.087
4405,North Macedonia,MKD,2032,0.087
4406,North Macedonia,MKD,2033,0.087
4407,North Macedonia,MKD,2034,0.087
4408,North Macedonia,MKD,2035,0.087
4409,North Macedonia,MKD,2036,0.087
4410,North Macedonia,MKD,2037,0.087
4411,North Macedonia,MKD,2038,0.087
4412,North Macedonia,MKD,2039,0.087
4413,North Macedonia,MKD,2040,0.087
4414,North Macedonia,MKD,2041,0.087
4415,North Macedonia,MKD,2042,0.087
4416,North Macedonia,MKD,2043,0.087
4417,North Macedonia,MKD,2044,0.087
4418,North Macedonia,MKD,2045,0.087
4419,North Macedonia,MKD,2046,0.087
4420,North Macedonia,MKD,2047,0.087
4421,North Macedonia,MKD,2048,0.087
4422,North Macedonia,MKD,2049,0.087
4423,North Macedonia,MKD,2050,0.087
4424,Mali,MLI,2023,0.087
4425,Mali,MLI,2024,0.087
4426,Mali,MLI,2025,0.087
4427,Mali,MLI,2026,0.087
4428,Mali,MLI,2027,0.087
4429,Mali,MLI,2028,0.087
4430,Mali,MLI,2029,0.087
4431,Mali,MLI,2030,0.087
4432,Mali,MLI,2031,0.087
4433,Mali,MLI,2032,0.087
4434,Mali,MLI,2033,0.087
4435,Mali,MLI,2034,0.087
4436,Mali,MLI,2035,0.087
4437,Mali,MLI,2036,0.087
4438,Mali,MLI,2037,0.087
4439,Mali,MLI,2038,0.087
4440,Mali,MLI,2039,0.087
4441,Mali,MLI,2040,0.087
4442,Mali,MLI,2041,0.087
4443,Mali,MLI,2042,0.087
4444,Mali,MLI,2043,0.087
4445,Mali,MLI,2044,0.087
4446,Mali,MLI,2045,0.087
4447,Mali,MLI,2046,0.087
4448,Mali,MLI,2047,0.087
4449,Mali,MLI,2048,0.087
4450,Mali,MLI,2049,0.087
4451,Mali,MLI,2050,0.087
4452,Malta,MLT,2023,0.087
4453,Malta,MLT,2024,0.087
4454,Malta,MLT,2025,0.087
4455,Malta,MLT,2026,0.087
4456,Malta,MLT,2027,0.087
4457,Malta,MLT,2028,0.087
4458,Malta,MLT,2029,0.087
4459,Malta,MLT,2030,0.087
4460,Malta,MLT,2031,0.087
4461,Malta,MLT,2032,0.087
4462,Malta,MLT,2033,0.087
4463,Malta,MLT,2034,0.087
4464,Malta,MLT,2035,0.087
4465,Malta,MLT,2036,0.087
4466,Malta,MLT,2037,0.087
4467,Malta,MLT,2038,0.087
4468,Malta,MLT,2039,0.087
4469,Malta,MLT,2040,0.087
4470,Malta,MLT,2041,0.087
4471,Malta,MLT,2042,0.087
4472,Malta,MLT,2043,0.087
4473,Malta,MLT,2044,0.087
4474,Malta,MLT,2045,0.087
4475,Malta,MLT,2046,0.087
4476,Malta,MLT,2047,0.087
4477,Malta,MLT,2048,0.087
4478,Malta,MLT,2049,0.087
4479,Malta,MLT,2050,0.087
4480,Myanmar,MMR,2023,0.087
4481,Myanmar,MMR,2024,0.087
4482,Myanmar,MMR,2025,0.087
4483,Myanmar,MMR,2026,0.087
4484,Myanmar,MMR,2027,0.087
4485,Myanmar,MMR,2028,0.087
4486,Myanmar,MMR,2029,0.087
4487,Myanmar,MMR,2030,0.087
4488,Myanmar,MMR,2031,0.087
4489,Myanmar,MMR,2032,0.087
4490,Myanmar,MMR,2033,0.087
4491,Myanmar,MMR,2034,0.087
4492,Myanmar,MMR,2035,0.087
4493,Myanmar,MMR,2036,0.087
4494,Myanmar,MMR,2037,0.087
4495,Myanmar,MMR,2038,0.087
4496,Myanmar,MMR,2039,0.087
4497,Myanmar,MMR,2040,0.087
4498,Myanmar,MMR,2041,0.087
4499,Myanmar,MMR,2042,0.087
4500,Myanmar,MMR,2043,0.087
4501,Myanmar,MMR,2044,0.087
4502,Myanmar,MMR,2045,0.087
4503,Myanmar,MMR,2046,0.087
4504,Myanmar,MMR,2047,0.087
4505,Myanmar,MMR,2048,0.087
4506,Myanmar,MMR,2049,0.087
4507,Myanmar,MMR,2050,0.087
4508,Middle East & North Africa (excluding high income),MNA,2023,0.087
4509,Middle East & North Africa (excluding high income),MNA,2024,0.087
4510,Middle East & North Africa (excluding high income),MNA,2025,0.087
4511,Middle East & North Africa (excluding high income),MNA,2026,0.087
4512,Middle East & North Africa (excluding high income),MNA,2027,0.087
4513,Middle East & North Africa (excluding high income),MNA,2028,0.087
4514,Middle East & North Africa (excluding high income),MNA,2029,0.087
4515,Middle East & North Africa (excluding high income),MNA,2030,0.087
4516,Middle East & North Africa (excluding high income),MNA,2031,0.087
4517,Middle East & North Africa (excluding high income),MNA,2032,0.087
4518,Middle East & North Africa (excluding high income),MNA,2033,0.087
4519,Middle East & North Africa (excluding high income),MNA,2034,0.087
4520,Middle East & North Africa (excluding high income),MNA,2035,0.087
4521,Middle East & North Africa (excluding high income),MNA,2036,0.087
4522,Middle East & North Africa (excluding high income),MNA,2037,0.087
4523,Middle East & North Africa (excluding high income),MNA,2038,0.087
4524,Middle East & North Africa (excluding high income),MNA,2039,0.087
4525,Middle East & North Africa (excluding high income),MNA,2040,0.087
4526,Middle East & North Africa (excluding high income),MNA,2041,0.087
4527,Middle East & North Africa (excluding high income),MNA,2042,0.087
4528,Middle East & North Africa (excluding high income),MNA,2043,0.087
4529,Middle East & North Africa (excluding high income),MNA,2044,0.087
4530,Middle East & North Africa (excluding high income),MNA,2045,0.087
4531,Middle East & North Africa (excluding high income),MNA,2046,0.087
4532,Middle East & North Africa (excluding high income),MNA,2047,0.087
4533,Middle East & North Africa (excluding high income),MNA,2048,0.087
4534,Middle East & North Africa (excluding high income),MNA,2049,0.087
4535,Middle East & North Africa (excluding high income),MNA,2050,0.087
4536,Montenegro,MNE,2023,0.087
4537,Montenegro,MNE,2024,0.087
4538,Montenegro,MNE,2025,0.087
4539,Montenegro,MNE,2026,0.087
4540,Montenegro,MNE,2027,0.087
4541,Montenegro,MNE,2028,0.087
4542,Montenegro,MNE,2029,0.087
4543,Montenegro,MNE,2030,0.087
4544,Montenegro,MNE,2031,0.087
4545,Montenegro,MNE,2032,0.087
4546,Montenegro,MNE,2033,0.087
4547,Montenegro,MNE,2034,0.087
4548,Montenegro,MNE,2035,0.087
4549,Montenegro,MNE,2036,0.087
4550,Montenegro,MNE,2037,0.087
4551,Montenegro,MNE,2038,0.087
4552,Montenegro,MNE,2039,0.087
4553,Montenegro,MNE,2040,0.087
4554,Montenegro,MNE,2041,0.087
4555,Montenegro,MNE,2042,0.087
4556,Montenegro,MNE,2043,0.087
4557,Montenegro,MNE,2044,0.087
4558,Montenegro,MNE,2045,0.087
4559,Montenegro,MNE,2046,0.087
4560,Montenegro,MNE,2047,0.087
4561,Montenegro,MNE,2048,0.087
4562,Montenegro,MNE,2049,0.087
4563,Montenegro,MNE,2050,0.087
4564,Mongolia,MNG,2023,0.087
4565,Mongolia,MNG,2024,0.087
4566,Mongolia,MNG,2025,0.087
4567,Mongolia,MNG,2026,0.087
4568,Mongolia,MNG,2027,0.087
4569,Mongolia,MNG,2028,0.087
4570,Mongolia,MNG,2029,0.087
4571,Mongolia,MNG,2030,0.087
4572,Mongolia,MNG,2031,0.087
4573,Mongolia,MNG,2032,0.087
4574,Mongolia,MNG,2033,0.087
4575,Mongolia,MNG,2034,0.087
4576,Mongolia,MNG,2035,0.087
4577,Mongolia,MNG,2036,0.087
4578,Mongolia,MNG,2037,0.087
4579,Mongolia,MNG,2038,0.087
4580,Mongolia,MNG,2039,0.087
4581,Mongolia,MNG,2040,0.087
4582,Mongolia,MNG,2041,0.087
4583,Mongolia,MNG,2042,0.087
4584,Mongolia,MNG,2043,0.087
4585,Mongolia,MNG,2044,0.087
4586,Mongolia,MNG,2045,0.087
4587,Mongolia,MNG,2046,0.087
4588,Mongolia,MNG,2047,0.087
4589,Mongolia,MNG,2048,0.087
4590,Mongolia,MNG,2049,0.087
4591,Mongolia,MNG,2050,0.087
4592,Northern Mariana Islands,MNP,2023,0.087
4593,Northern Mariana Islands,MNP,2024,0.087
4594,Northern Mariana Islands,MNP,2025,0.087
4595,Northern Mariana Islands,MNP,2026,0.087
4596,Northern Mariana Islands,MNP,2027,0.087
4597,Northern Mariana Islands,MNP,2028,0.087
4598,Northern Mariana Islands,MNP,2029,0.087
4599,Northern Mariana Islands,MNP,2030,0.087
4600,Northern Mariana Islands,MNP,2031,0.087
4601,Northern Mariana Islands,MNP,2032,0.087
4602,Northern Mariana Islands,MNP,2033,0.087
4603,Northern Mariana Islands,MNP,2034,0.087
4604,Northern Mariana Islands,MNP,2035,0.087
4605,Northern Mariana Islands,MNP,2036,0.087
4606,Northern Mariana Islands,MNP,2037,0.087
4607,Northern Mariana Islands,MNP,2038,0.087
4608,Northern Mariana Islands,MNP,2039,0.087
4609,Northern Mariana Islands,MNP,2040,0.087
4610,Northern Mariana Islands,MNP,2041,0.087
4611,Northern Mariana Islands,MNP,2042,0.087
4612,Northern Mariana Islands,MNP,2043,0.087
4613,Northern Mariana Islands,MNP,2044,0.087
4614,Northern Mariana Islands,MNP,2045,0.087
4615,Northern Mariana Islands,MNP,2046,0.087
4616,Northern Mariana Islands,MNP,2047,0.087
4617,Northern Mariana Islands,MNP,2048,0.087
4618,Northern Mariana Islands,MNP,2049,0.087
4619,Northern Mariana Islands,MNP,2050,0.087
4620,Mozambique,MOZ,2023,0.087
4621,Mozambique,MOZ,2024,0.087
4622,Mozambique,MOZ,2025,0.087
4623,Mozambique,MOZ,2026,0.087
4624,Mozambique,MOZ,2027,0.087
4625,Mozambique,MOZ,2028,0.087
4626,Mozambique,MOZ,2029,0.087
4627,Mozambique,MOZ,2030,0.087
4628,Mozambique,MOZ,2031,0.087
4629,Mozambique,MOZ,2032,0.087
4630,Mozambique,MOZ,2033,0.087
4631,Mozambique,MOZ,2034,0.087
4632,Mozambique,MOZ,2035,0.087
4633,Mozambique,MOZ,2036,0.087
4634,Mozambique,MOZ,2037,0.087
4635,Mozambique,MOZ,2038,0.087
4636,Mozambique,MOZ,2039,0.087
4637,Mozambique,MOZ,2040,0.087
4638,Mozambique,MOZ,2041,0.087
4639,Mozambique,MOZ,2042,0.087
4640,Mozambique,MOZ,2043,0.087
4641,Mozambique,MOZ,2044,0.087
4642,Mozambique,MOZ,2045,0.087
4643,Mozambique,MOZ,2046,0.087
4644,Mozambique,MOZ,2047,0.087
4645,Mozambique,MOZ,2048,0.087
4646,Mozambique,MOZ,2049,0.087
4647,Mozambique,MOZ,2050,0.087
4648,Mauritania,MRT,2023,0.087
4649,Mauritania,MRT,2024,0.087
4650,Mauritania,MRT,2025,0.087
4651,Mauritania,MRT,2026,0.087
4652,Mauritania,MRT,2027,0.087
4653,Mauritania,MRT,2028,0.087
4654,Mauritania,MRT,2029,0.087
4655,Mauritania,MRT,2030,0.087
4656,Mauritania,MRT,2031,0.087
4657,Mauritania,MRT,2032,0.087
4658,Mauritania,MRT,2033,0.087
4659,Mauritania,MRT,2034,0.087
4660,Mauritania,MRT,2035,0.087
4661,Mauritania,MRT,2036,0.087
4662,Mauritania,MRT,2037,0.087
4663,Mauritania,MRT,2038,0.087
4664,Mauritania,MRT,2039,0.087
4665,Mauritania,MRT,2040,0.087
4666,Mauritania,MRT,2041,0.087
4667,Mauritania,MRT,2042,0.087
4668,Mauritania,MRT,2043,0.087
4669,Mauritania,MRT,2044,0.087
4670,Mauritania,MRT,2045,0.087
4671,Mauritania,MRT,2046,0.087
4672,Mauritania,MRT,2047,0.087
4673,Mauritania,MRT,2048,0.087
4674,Mauritania,MRT,2049,0.087
4675,Mauritania,MRT,2050,0.087
4676,Mauritius,MUS,2023,0.087
4677,Mauritius,MUS,2024,0.087
4678,Mauritius,MUS,2025,0.087
4679,Mauritius,MUS,2026,0.087
4680,Mauritius,MUS,2027,0.087
4681,Mauritius,MUS,2028,0.087
4682,Mauritius,MUS,2029,0.087
4683,Mauritius,MUS,2030,0.087
4684,Mauritius,MUS,2031,0.087
4685,Mauritius,MUS,2032,0.087
4686,Mauritius,MUS,2033,0.087
4687,Mauritius,MUS,2034,0.087
4688,Mauritius,MUS,2035,0.087
4689,Mauritius,MUS,2036,0.087
4690,Mauritius,MUS,2037,0.087
4691,Mauritius,MUS,2038,0.087
4692,Mauritius,MUS,2039,0.087
4693,Mauritius,MUS,2040,0.087
4694,Mauritius,MUS,2041,0.087
4695,Mauritius,MUS,2042,0.087
4696,Mauritius,MUS,2043,0.087
4697,Mauritius,MUS,2044,0.087
4698,Mauritius,MUS,2045,0.087
4699,Mauritius,MUS,2046,0.087
4700,Mauritius,MUS,2047,0.087
4701,Mauritius,MUS,2048,0.087
4702,Mauritius,MUS,2049,0.087
4703,Mauritius,MUS,2050,0.087
4704,Malawi,MWI,2023,0.087
4705,Malawi,MWI,2024,0.087
4706,Malawi,MWI,2025,0.087
4707,Malawi,MWI,2026,0.087
4708,Malawi,MWI,2027,0.087
4709,Malawi,MWI,2028,0.087
4710,Malawi,MWI,2029,0.087
4711,Malawi,MWI,2030,0.087
4712,Malawi,MWI,2031,0.087
4713,Malawi,MWI,2032,0.087
4714,Malawi,MWI,2033,0.087
4715,Malawi,MWI,2034,0.087
4716,Malawi,MWI,2035,0.087
4717,Malawi,MWI,2036,0.087
4718,Malawi,MWI,2037,0.087
4719,Malawi,MWI,2038,0.087
4720,Malawi,MWI,2039,0.087
4721,Malawi,MWI,2040,0.087
4722,Malawi,MWI,2041,0.087
4723,Malawi,MWI,2042,0.087
4724,Malawi,MWI,2043,0.087
4725,Malawi,MWI,2044,0.087
4726,Malawi,MWI,2045,0.087
4727,Malawi,MWI,2046,0.087
4728,Malawi,MWI,2047,0.087
4729,Malawi,MWI,2048,0.087
4730,Malawi,MWI,2049,0.087
4731,Malawi,MWI,2050,0.087
4732,Malaysia,MYS,2023,0.087
4733,Malaysia,MYS,2024,0.087
4734,Malaysia,MYS,2025,0.087
4735,Malaysia,MYS,2026,0.087
4736,Malaysia,MYS,2027,0.087
4737,Malaysia,MYS,2028,0.087
4738,Malaysia,MYS,2029,0.087
4739,Malaysia,MYS,2030,0.087
4740,Malaysia,MYS,2031,0.087
