Year,Nation,iso_code3,pij_lndu_croplands_to_other
2026,Ecuador,ECU,0.0109941436627117
2027,Ecuador,ECU,0.0109941436627117
2028,Ecuador,ECU,0.0109941436627117
2029,Ecuador,ECU,0.0109941436627117
2030,Ecuador,ECU,0.0109941436627117
2031,Ecuador,ECU,0.0109941436627117
2032,Ecuador,ECU,0.0109941436627117
2033,Ecuador,ECU,0.0109941436627117
2034,Ecuador,ECU,0.0109941436627117
2035,Ecuador,ECU,0.0109941436627117
2036,Ecuador,ECU,0.0109941436627117
2037,Ecuador,ECU,0.0109941436627117
2038,Ecuador,ECU,0.0109941436627117
2039,Ecuador,ECU,0.0109941436627117
2040,Ecuador,ECU,0.0109941436627117
2041,Ecuador,ECU,0.0109941436627117
2042,Ecuador,ECU,0.0109941436627117
2043,Ecuador,ECU,0.0109941436627117
2044,Ecuador,ECU,0.0109941436627117
2045,Ecuador,ECU,0.0109941436627117
2046,Ecuador,ECU,0.0109941436627117
2047,Ecuador,ECU,0.0109941436627117
2048,Ecuador,ECU,0.0109941436627117
2049,Ecuador,ECU,0.0109941436627117
2050,Ecuador,ECU,0.0109941436627117
2021,El Salvador,SLV,0.0010096175679990514
2022,El Salvador,SLV,0.0010426902347418394
2023,El Salvador,SLV,0.0010757629014846273
2024,El Salvador,SLV,0.001108835568227415
2025,El Salvador,SLV,0.0011419082349702029
2026,El Salvador,SLV,0.0011749809017129911
2027,El Salvador,SLV,0.0012080535684557787
2028,El Salvador,SLV,0.0012411262351985667
2029,El Salvador,SLV,0.0012741989019413545
2030,El Salvador,SLV,0.0013072715686841426
2031,El Salvador,SLV,0.0013403442354269304
2032,El Salvador,SLV,0.001373416902169718
2033,El Salvador,SLV,0.001406489568912506
2034,El Salvador,SLV,0.001439562235655294
2035,El Salvador,SLV,0.0014726349023980814
2036,El Salvador,SLV,0.0015057075691408694
2037,El Salvador,SLV,0.0015387802358836575
2038,El Salvador,SLV,0.0015718529026264453
2039,El Salvador,SLV,0.0016049255693692333
2040,El Salvador,SLV,0.001637998236112021
2041,El Salvador,SLV,0.001671070902854809
2042,El Salvador,SLV,0.0017041435695975971
2043,El Salvador,SLV,0.0017372162363403847
2044,El Salvador,SLV,0.0017702889030831725
2045,El Salvador,SLV,0.001803361569825961
2046,El Salvador,SLV,0.0018364342365687484
2047,El Salvador,SLV,0.001869506903311536
2048,El Salvador,SLV,0.0019025795700543238
2049,El Salvador,SLV,0.001935652236797112
2050,El Salvador,SLV,0.0019687249035399
2021,Equatorial Guinea,GNQ,0.0
2022,Equatorial Guinea,GNQ,0.0
2023,Equatorial Guinea,GNQ,0.0
2024,Equatorial Guinea,GNQ,0.0
2025,Equatorial Guinea,GNQ,0.0
2026,Equatorial Guinea,GNQ,0.0
2027,Equatorial Guinea,GNQ,0.0
2028,Equatorial Guinea,GNQ,0.0
2029,Equatorial Guinea,GNQ,0.0
2030,Equatorial Guinea,GNQ,0.0
2031,Equatorial Guinea,GNQ,0.0
2032,Equatorial Guinea,GNQ,0.0
2033,Equatorial Guinea,GNQ,0.0
2034,Equatorial Guinea,GNQ,0.0
2035,Equatorial Guinea,GNQ,0.0
2036,Equatorial Guinea,GNQ,0.0
2037,Equatorial Guinea,GNQ,0.0
2038,Equatorial Guinea,GNQ,0.0
2039,Equatorial Guinea,GNQ,0.0
2040,Equatorial Guinea,GNQ,0.0
2041,Equatorial Guinea,GNQ,0.0
2042,Equatorial Guinea,GNQ,0.0
2043,Equatorial Guinea,GNQ,0.0
2044,Equatorial Guinea,GNQ,0.0
2045,Equatorial Guinea,GNQ,0.0
2046,Equatorial Guinea,GNQ,0.0
2047,Equatorial Guinea,GNQ,0.0
2048,Equatorial Guinea,GNQ,0.0
2049,Equatorial Guinea,GNQ,0.0
2050,Equatorial Guinea,GNQ,0.0
2021,Estonia,EST,0.0040593379695032
2022,Estonia,EST,0.0040593379695032
2023,Estonia,EST,0.0040593379695032
2024,Estonia,EST,0.0040593379695032
2025,Estonia,EST,0.0040593379695032
2026,Estonia,EST,0.0040593379695032
2027,Estonia,EST,0.0040593379695032
2028,Estonia,EST,0.0040593379695032
2029,Estonia,EST,0.0040593379695032
2030,Estonia,EST,0.0040593379695032
2031,Estonia,EST,0.0040593379695032
2032,Estonia,EST,0.0040593379695032
2033,Estonia,EST,0.0040593379695032
2034,Estonia,EST,0.0040593379695032
2035,Estonia,EST,0.0040593379695032
2036,Estonia,EST,0.0040593379695032
2037,Estonia,EST,0.0040593379695032
2038,Estonia,EST,0.0040593379695032
2039,Estonia,EST,0.0040593379695032
2040,Estonia,EST,0.0040593379695032
2041,Estonia,EST,0.0040593379695032
2042,Estonia,EST,0.0040593379695032
2043,Estonia,EST,0.0040593379695032
2044,Estonia,EST,0.0040593379695032
2045,Estonia,EST,0.0040593379695032
2046,Estonia,EST,0.0040593379695032
2047,Estonia,EST,0.0040593379695032
2048,Estonia,EST,0.0040593379695032
2049,Estonia,EST,0.0040593379695032
2050,Estonia,EST,0.0040593379695032
2021,Faroe Islands,FRO,0.0
2022,Faroe Islands,FRO,0.0
2023,Faroe Islands,FRO,0.0
2024,Faroe Islands,FRO,0.0
2025,Faroe Islands,FRO,0.0
2026,Faroe Islands,FRO,0.0
2027,Faroe Islands,FRO,0.0
2028,Faroe Islands,FRO,0.0
2029,Faroe Islands,FRO,0.0
2030,Faroe Islands,FRO,0.0
2031,Faroe Islands,FRO,0.0
2032,Faroe Islands,FRO,0.0
2033,Faroe Islands,FRO,0.0
2034,Faroe Islands,FRO,0.0
2035,Faroe Islands,FRO,0.0
2036,Faroe Islands,FRO,0.0
2037,Faroe Islands,FRO,0.0
2038,Faroe Islands,FRO,0.0
2039,Faroe Islands,FRO,0.0
2040,Faroe Islands,FRO,0.0
2041,Faroe Islands,FRO,0.0
2042,Faroe Islands,FRO,0.0
2043,Faroe Islands,FRO,0.0
2044,Faroe Islands,FRO,0.0
2045,Faroe Islands,FRO,0.0
2046,Faroe Islands,FRO,0.0
2047,Faroe Islands,FRO,0.0
2048,Faroe Islands,FRO,0.0
2049,Faroe Islands,FRO,0.0
2050,Faroe Islands,FRO,0.0
2021,Fiji,FJI,0.0
2022,Fiji,FJI,0.0
2023,Fiji,FJI,0.0
2024,Fiji,FJI,0.0
2025,Fiji,FJI,0.0
2026,Fiji,FJI,0.0
2027,Fiji,FJI,0.0
2028,Fiji,FJI,0.0
2029,Fiji,FJI,0.0
2030,Fiji,FJI,0.0
2031,Fiji,FJI,0.0
2032,Fiji,FJI,0.0
2033,Fiji,FJI,0.0
2034,Fiji,FJI,0.0
2035,Fiji,FJI,0.0
2036,Fiji,FJI,0.0
2037,Fiji,FJI,0.0
2038,Fiji,FJI,0.0
2039,Fiji,FJI,0.0
2040,Fiji,FJI,0.0
2041,Fiji,FJI,0.0
2042,Fiji,FJI,0.0
2043,Fiji,FJI,0.0
2044,Fiji,FJI,0.0
2045,Fiji,FJI,0.0
2046,Fiji,FJI,0.0
2047,Fiji,FJI,0.0
2048,Fiji,FJI,0.0
2049,Fiji,FJI,0.0
2050,Fiji,FJI,0.0
2021,France,FRA,3.126491916043183e-06
2022,France,FRA,3.908114895053978e-06
2023,France,FRA,4.6897378740647744e-06
2024,France,FRA,5.4713608530755714e-06
2025,France,FRA,6.252983832086366e-06
2026,France,FRA,7.034606811097162e-06
2027,France,FRA,7.816229790107958e-06
2028,France,FRA,8.597852769118754e-06
2029,France,FRA,9.379475748129547e-06
2030,France,FRA,1.0161098727140344e-05
2031,France,FRA,1.094272170615114e-05
2032,France,FRA,1.1724344685161935e-05
2033,France,FRA,1.2505967664172732e-05
2034,France,FRA,1.3287590643183529e-05
2035,France,FRA,1.4069213622194324e-05
2036,France,FRA,1.4850836601205121e-05
2037,France,FRA,1.5632459580215913e-05
2038,France,FRA,1.641408255922671e-05
2039,France,FRA,1.7195705538237507e-05
2040,France,FRA,1.79773285172483e-05
2041,France,FRA,1.8758951496259094e-05
2042,France,FRA,1.954057447526989e-05
2043,France,FRA,2.032219745428069e-05
2044,France,FRA,2.1103820433291485e-05
2045,France,FRA,2.188544341230228e-05
2046,France,FRA,2.266706639131308e-05
2047,France,FRA,2.3448689370323873e-05
2048,France,FRA,2.423031234933467e-05
2049,France,FRA,2.5011935328345464e-05
2050,France,FRA,2.579355830735626e-05
2021,French Polynesia,PYF,9.315436592109088e-05
2022,French Polynesia,PYF,0.0001164429574013636
2023,French Polynesia,PYF,0.00013973154888163633
2024,French Polynesia,PYF,0.00016302014036190902
2025,French Polynesia,PYF,0.00018630873184218176
2026,French Polynesia,PYF,0.00020959732332245448
2027,French Polynesia,PYF,0.0002328859148027272
2028,French Polynesia,PYF,0.0002561745062829999
2029,French Polynesia,PYF,0.00027946309776327266
2030,French Polynesia,PYF,0.0003027516892435453
2031,French Polynesia,PYF,0.0003260402807238181
2032,French Polynesia,PYF,0.00034932887220409084
2033,French Polynesia,PYF,0.00037261746368436353
2034,French Polynesia,PYF,0.00039590605516463633
2035,French Polynesia,PYF,0.00041919464664490896
2036,French Polynesia,PYF,0.00044248323812518165
2037,French Polynesia,PYF,0.0004657718296054544
2038,French Polynesia,PYF,0.0004890604210857272
2039,French Polynesia,PYF,0.0005123490125659998
2040,French Polynesia,PYF,0.0005356376040462727
2041,French Polynesia,PYF,0.0005589261955265453
2042,French Polynesia,PYF,0.0005822147870068182
2043,French Polynesia,PYF,0.0006055033784870907
2044,French Polynesia,PYF,0.0006287919699673633
2045,French Polynesia,PYF,0.0006520805614476362
2046,French Polynesia,PYF,0.0006753691529279089
2047,French Polynesia,PYF,0.0006986577444081817
2048,French Polynesia,PYF,0.0007219463358884543
2049,French Polynesia,PYF,0.0007452349273687272
2050,French Polynesia,PYF,0.0007685235188489997
2021,Gabon,GAB,0.0
2022,Gabon,GAB,0.0
2023,Gabon,GAB,0.0
2024,Gabon,GAB,0.0
2025,Gabon,GAB,0.0
2026,Gabon,GAB,0.0
2027,Gabon,GAB,0.0
2028,Gabon,GAB,0.0
2029,Gabon,GAB,0.0
2030,Gabon,GAB,0.0
2031,Gabon,GAB,0.0
2032,Gabon,GAB,0.0
2033,Gabon,GAB,0.0
2034,Gabon,GAB,0.0
2035,Gabon,GAB,0.0
2036,Gabon,GAB,0.0
2037,Gabon,GAB,0.0
2038,Gabon,GAB,0.0
2039,Gabon,GAB,0.0
2040,Gabon,GAB,0.0
2041,Gabon,GAB,0.0
2042,Gabon,GAB,0.0
2043,Gabon,GAB,0.0
2044,Gabon,GAB,0.0
2045,Gabon,GAB,0.0
2046,Gabon,GAB,0.0
2047,Gabon,GAB,0.0
2048,Gabon,GAB,0.0
2049,Gabon,GAB,0.0
2050,Gabon,GAB,0.0
2021,Gambia,GMB,0.004946895978837749
2022,Gambia,GMB,0.004963806494649361
2023,Gambia,GMB,0.0049807170104609715
2024,Gambia,GMB,0.0049976275262725856
2025,Gambia,GMB,0.005014538042084197
2026,Gambia,GMB,0.005031448557895809
2027,Gambia,GMB,0.005048359073707421
2028,Gambia,GMB,0.005065269589519032
2029,Gambia,GMB,0.0050821801053306465
2030,Gambia,GMB,0.005099090621142257
2031,Gambia,GMB,0.00511600113695387
2032,Gambia,GMB,0.005132911652765482
2033,Gambia,GMB,0.005149822168577093
2034,Gambia,GMB,0.0051667326843887066
2035,Gambia,GMB,0.005183643200200318
2036,Gambia,GMB,0.0052005537160119296
2037,Gambia,GMB,0.005217464231823543
2038,Gambia,GMB,0.005234374747635154
2039,Gambia,GMB,0.0052512852634467675
2040,Gambia,GMB,0.005268195779258379
2041,Gambia,GMB,0.0052851062950699905
2042,Gambia,GMB,0.005302016810881603
2043,Gambia,GMB,0.005318927326693215
2044,Gambia,GMB,0.0053358378425048284
2045,Gambia,GMB,0.005352748358316439
2046,Gambia,GMB,0.005369658874128051
2047,Gambia,GMB,0.005386569389939664
2048,Gambia,GMB,0.005403479905751275
2049,Gambia,GMB,0.0054203904215628885
2050,Gambia,GMB,0.0054373009373745
2021,Georgia,GEO,0.007825628595947794
2022,Georgia,GEO,0.007907035744934742
2023,Georgia,GEO,0.00798844289392169
2024,Georgia,GEO,0.008069850042908637
2025,Georgia,GEO,0.008151257191895588
2026,Georgia,GEO,0.008232664340882536
2027,Georgia,GEO,0.008314071489869485
2028,Georgia,GEO,0.008395478638856433
2029,Georgia,GEO,0.008476885787843379
2030,Georgia,GEO,0.008558292936830329
2031,Georgia,GEO,0.00863970008581728
2032,Georgia,GEO,0.008721107234804227
2033,Georgia,GEO,0.008802514383791175
2034,Georgia,GEO,0.008883921532778125
2035,Georgia,GEO,0.008965328681765073
2036,Georgia,GEO,0.00904673583075202
2037,Georgia,GEO,0.009128142979738971
2038,Georgia,GEO,0.009209550128725916
2039,Georgia,GEO,0.009290957277712869
2040,Georgia,GEO,0.009372364426699815
2041,Georgia,GEO,0.009453771575686764
2042,Georgia,GEO,0.009535178724673712
2043,Georgia,GEO,0.009616585873660663
2044,Georgia,GEO,0.00969799302264761
2045,Georgia,GEO,0.009779400171634558
2046,Georgia,GEO,0.009860807320621506
2047,Georgia,GEO,0.009942214469608454
2048,Georgia,GEO,0.010023621618595404
2049,Georgia,GEO,0.010105028767582352
2050,Georgia,GEO,0.0101864359165693
2021,Ghana,GHA,0.00012564822053707882
2022,Ghana,GHA,0.00015706027567134848
2023,Ghana,GHA,0.0001884723308056182
2024,Ghana,GHA,0.00021988438593988793
2025,Ghana,GHA,0.00025129644107415764
2026,Ghana,GHA,0.00028270849620842727
2027,Ghana,GHA,0.00031412055134269696
2028,Ghana,GHA,0.0003455326064769667
2029,Ghana,GHA,0.0003769446616112364
2030,Ghana,GHA,0.0004083567167455061
2031,Ghana,GHA,0.00043976877187977586
2032,Ghana,GHA,0.0004711808270140455
2033,Ghana,GHA,0.0005025928821483153
2034,Ghana,GHA,0.0005340049372825849
2035,Ghana,GHA,0.0005654169924168545
2036,Ghana,GHA,0.0005968290475511242
2037,Ghana,GHA,0.0006282411026853938
2038,Ghana,GHA,0.0006596531578196636
2039,Ghana,GHA,0.0006910652129539334
2040,Ghana,GHA,0.000722477268088203
2041,Ghana,GHA,0.0007538893232224728
2042,Ghana,GHA,0.0007853013783567425
2043,Ghana,GHA,0.0008167134334910121
2044,Ghana,GHA,0.0008481254886252819
2045,Ghana,GHA,0.0008795375437595517
2046,Ghana,GHA,0.0009109495988938212
2047,Ghana,GHA,0.000942361654028091
2048,Ghana,GHA,0.0009737737091623605
2049,Ghana,GHA,0.0010051857642966306
2050,Ghana,GHA,0.0010365978194309
2021,Grenada,GRD,5.21574690923394e-05
2022,Grenada,GRD,6.519683636542424e-05
2023,Grenada,GRD,7.823620363850909e-05
2024,Grenada,GRD,9.127557091159394e-05
2025,Grenada,GRD,0.0001043149381846788
2026,Grenada,GRD,0.00011735430545776364
2027,Grenada,GRD,0.00013039367273084848
2028,Grenada,GRD,0.00014343304000393335
2029,Grenada,GRD,0.00015647240727701818
2030,Grenada,GRD,0.00016951177455010305
2031,Grenada,GRD,0.00018255114182318789
2032,Grenada,GRD,0.00019559050909627275
2033,Grenada,GRD,0.0002086298763693576
2034,Grenada,GRD,0.00022166924364244237
2035,Grenada,GRD,0.0002347086109155273
2036,Grenada,GRD,0.0002477479781886121
2037,Grenada,GRD,0.00026078734546169696
2038,Grenada,GRD,0.00027382671273478186
2039,Grenada,GRD,0.0002868660800078667
2040,Grenada,GRD,0.0002999054472809516
2041,Grenada,GRD,0.00031294481455403637
2042,Grenada,GRD,0.0003259841818271212
2043,Grenada,GRD,0.0003390235491002061
2044,Grenada,GRD,0.00035206291637329093
2045,Grenada,GRD,0.00036510228364637577
2046,Grenada,GRD,0.00037814165091946066
2047,Grenada,GRD,0.0003911810181925455
2048,Grenada,GRD,0.00040422038546563045
2049,Grenada,GRD,0.0004172597527387152
2050,Grenada,GRD,0.0004302991200118
2021,Guadeloupe,GLP,0.0006022418666263
2022,Guadeloupe,GLP,0.0006022418666263
2023,Guadeloupe,GLP,0.0006022418666263
2024,Guadeloupe,GLP,0.0006022418666263
2025,Guadeloupe,GLP,0.0006022418666263
2026,Guadeloupe,GLP,0.0006022418666263
2027,Guadeloupe,GLP,0.0006022418666263
2028,Guadeloupe,GLP,0.0006022418666263
2029,Guadeloupe,GLP,0.0006022418666263
2030,Guadeloupe,GLP,0.0006022418666263
2031,Guadeloupe,GLP,0.0006022418666263
2032,Guadeloupe,GLP,0.0006022418666263
2033,Guadeloupe,GLP,0.0006022418666263
2034,Guadeloupe,GLP,0.0006022418666263
2035,Guadeloupe,GLP,0.0006022418666263
2036,Guadeloupe,GLP,0.0006022418666263
2037,Guadeloupe,GLP,0.0006022418666263
2038,Guadeloupe,GLP,0.0006022418666263
2039,Guadeloupe,GLP,0.0006022418666263
2040,Guadeloupe,GLP,0.0006022418666263
2041,Guadeloupe,GLP,0.0006022418666263
2042,Guadeloupe,GLP,0.0006022418666263
2043,Guadeloupe,GLP,0.0006022418666263
2044,Guadeloupe,GLP,0.0006022418666263
2045,Guadeloupe,GLP,0.0006022418666263
2046,Guadeloupe,GLP,0.0006022418666263
2047,Guadeloupe,GLP,0.0006022418666263
2048,Guadeloupe,GLP,0.0006022418666263
2049,Guadeloupe,GLP,0.0006022418666263
2050,Guadeloupe,GLP,0.0006022418666263
2021,Guam,GUM,0.0636443679360076
2022,Guam,GUM,0.06204606463473448
2023,Guam,GUM,0.06044776133346135
2024,Guam,GUM,0.058849458032188225
2025,Guam,GUM,0.05725115473091509
2026,Guam,GUM,0.05565285142964197
2027,Guam,GUM,0.05405454812836884
2028,Guam,GUM,0.05245624482709571
2029,Guam,GUM,0.050857941525822584
2030,Guam,GUM,0.04925963822454945
2031,Guam,GUM,0.047661334923276316
2032,Guam,GUM,0.0460630316220032
2033,Guam,GUM,0.04446472832073007
2034,Guam,GUM,0.042866425019456936
2035,Guam,GUM,0.041268121718183816
2036,Guam,GUM,0.03966981841691069
2037,Guam,GUM,0.03807151511563756
2038,Guam,GUM,0.036473211814364435
2039,Guam,GUM,0.034874908513091316
2040,Guam,GUM,0.03327660521181818
2041,Guam,GUM,0.03167830191054505
2042,Guam,GUM,0.030079998609271918
2043,Guam,GUM,0.028481695307998794
2044,Guam,GUM,0.026883392006725668
2045,Guam,GUM,0.02528508870545254
2046,Guam,GUM,0.023686785404179414
2047,Guam,GUM,0.022088482102906287
2048,Guam,GUM,0.02049017880163316
2049,Guam,GUM,0.018891875500360037
2050,Guam,GUM,0.017293572199086903
2021,Guatemala,GTM,0.0
2022,Guatemala,GTM,0.0
2023,Guatemala,GTM,0.0
2024,Guatemala,GTM,0.0
2025,Guatemala,GTM,0.0
2026,Guatemala,GTM,0.0
2027,Guatemala,GTM,0.0
2028,Guatemala,GTM,0.0
2029,Guatemala,GTM,0.0
2030,Guatemala,GTM,0.0
2031,Guatemala,GTM,0.0
2032,Guatemala,GTM,0.0
2033,Guatemala,GTM,0.0
2034,Guatemala,GTM,0.0
2035,Guatemala,GTM,0.0
2036,Guatemala,GTM,0.0
2037,Guatemala,GTM,0.0
2038,Guatemala,GTM,0.0
2039,Guatemala,GTM,0.0
2040,Guatemala,GTM,0.0
2041,Guatemala,GTM,0.0
2042,Guatemala,GTM,0.0
2043,Guatemala,GTM,0.0
2044,Guatemala,GTM,0.0
2045,Guatemala,GTM,0.0
2046,Guatemala,GTM,0.0
2047,Guatemala,GTM,0.0
2048,Guatemala,GTM,0.0
2049,Guatemala,GTM,0.0
2050,Guatemala,GTM,0.0
2021,Guinea,GIN,0.002264692736474809
2022,Guinea,GIN,0.0022308659205935366
2023,Guinea,GIN,0.002197039104712264
2024,Guinea,GIN,0.002163212288830991
2025,Guinea,GIN,0.002129385472949718
2026,Guinea,GIN,0.002095558657068445
2027,Guinea,GIN,0.0020617318411871727
2028,Guinea,GIN,0.0020279050253059
2029,Guinea,GIN,0.0019940782094246268
2030,Guinea,GIN,0.0019602513935433547
2031,Guinea,GIN,0.0019264245776620817
2032,Guinea,GIN,0.0018925977617808086
2033,Guinea,GIN,0.0018587709458995363
2034,Guinea,GIN,0.0018249441300182642
2035,Guinea,GIN,0.0017911173141369906
2036,Guinea,GIN,0.0017572904982557185
2037,Guinea,GIN,0.0017234636823744453
2038,Guinea,GIN,0.0016896368664931726
2039,Guinea,GIN,0.0016558100506118998
2040,Guinea,GIN,0.0016219832347306273
2041,Guinea,GIN,0.0015881564188493546
2042,Guinea,GIN,0.0015543296029680818
2043,Guinea,GIN,0.0015205027870868089
2044,Guinea,GIN,0.0014866759712055366
2045,Guinea,GIN,0.0014528491553242634
2046,Guinea,GIN,0.0014190223394429911
2047,Guinea,GIN,0.0013851955235617182
2048,Guinea,GIN,0.0013513687076804454
2049,Guinea,GIN,0.0013175418917991727
2050,Guinea,GIN,0.0012837150759179
2021,Guinea-Bissau,GNB,0.0
2022,Guinea-Bissau,GNB,0.0
2023,Guinea-Bissau,GNB,0.0
2024,Guinea-Bissau,GNB,0.0
2025,Guinea-Bissau,GNB,0.0
2026,Guinea-Bissau,GNB,0.0
2027,Guinea-Bissau,GNB,0.0
2028,Guinea-Bissau,GNB,0.0
2029,Guinea-Bissau,GNB,0.0
2030,Guinea-Bissau,GNB,0.0
2031,Guinea-Bissau,GNB,0.0
2032,Guinea-Bissau,GNB,0.0
2033,Guinea-Bissau,GNB,0.0
2034,Guinea-Bissau,GNB,0.0
2035,Guinea-Bissau,GNB,0.0
2036,Guinea-Bissau,GNB,0.0
2037,Guinea-Bissau,GNB,0.0
2038,Guinea-Bissau,GNB,0.0
2039,Guinea-Bissau,GNB,0.0
2040,Guinea-Bissau,GNB,0.0
2041,Guinea-Bissau,GNB,0.0
2042,Guinea-Bissau,GNB,0.0
2043,Guinea-Bissau,GNB,0.0
2044,Guinea-Bissau,GNB,0.0
2045,Guinea-Bissau,GNB,0.0
2046,Guinea-Bissau,GNB,0.0
2047,Guinea-Bissau,GNB,0.0
2048,Guinea-Bissau,GNB,0.0
2049,Guinea-Bissau,GNB,0.0
2050,Guinea-Bissau,GNB,0.0
2021,Guyana,GUY,0.0
2022,Guyana,GUY,0.0
2023,Guyana,GUY,0.0
2024,Guyana,GUY,0.0
2025,Guyana,GUY,0.0
2026,Guyana,GUY,0.0
2027,Guyana,GUY,0.0
2028,Guyana,GUY,0.0
2029,Guyana,GUY,0.0
2030,Guyana,GUY,0.0
2031,Guyana,GUY,0.0
2032,Guyana,GUY,0.0
2033,Guyana,GUY,0.0
2034,Guyana,GUY,0.0
2035,Guyana,GUY,0.0
2036,Guyana,GUY,0.0
2037,Guyana,GUY,0.0
2038,Guyana,GUY,0.0
2039,Guyana,GUY,0.0
2040,Guyana,GUY,0.0
2041,Guyana,GUY,0.0
2042,Guyana,GUY,0.0
2043,Guyana,GUY,0.0
2044,Guyana,GUY,0.0
2045,Guyana,GUY,0.0
2046,Guyana,GUY,0.0
2047,Guyana,GUY,0.0
2048,Guyana,GUY,0.0
2049,Guyana,GUY,0.0
2050,Guyana,GUY,0.0
2021,Haiti,HTI,0.00011712731488149775
2022,Haiti,HTI,0.00013627946460845991
2023,Haiti,HTI,0.00015543161433542206
2024,Haiti,HTI,0.00017458376406238418
2025,Haiti,HTI,0.0001937359137893464
2026,Haiti,HTI,0.0002128880635163085
2027,Haiti,HTI,0.00023204021324327065
2028,Haiti,HTI,0.0002511923629702328
2029,Haiti,HTI,0.00027034451269719503
2030,Haiti,HTI,0.00028949666242415707
2031,Haiti,HTI,0.00030864881215111927
2032,Haiti,HTI,0.00032780096187808136
2033,Haiti,HTI,0.0003469531116050436
2034,Haiti,HTI,0.00036610526133200566
2035,Haiti,HTI,0.0003852574110589679
2036,Haiti,HTI,0.00040440956078593
2037,Haiti,HTI,0.00042356171051289215
2038,Haiti,HTI,0.0004427138602398543
2039,Haiti,HTI,0.0004618660099668165
2040,Haiti,HTI,0.00048101815969377854
2041,Haiti,HTI,0.0005001703094207407
2042,Haiti,HTI,0.0005193224591477028
2043,Haiti,HTI,0.000538474608874665
2044,Haiti,HTI,0.0005576267586016271
2045,Haiti,HTI,0.0005767789083285892
2046,Haiti,HTI,0.0005959310580555513
2047,Haiti,HTI,0.0006150832077825136
2048,Haiti,HTI,0.0006342353575094758
2049,Haiti,HTI,0.0006533875072364379
2050,Haiti,HTI,0.0006725396569634
2021,Honduras,HND,0.00010695187165775756
2022,Honduras,HND,0.00013368983957219696
2023,Honduras,HND,0.00016042780748663635
2024,Honduras,HND,0.00018716577540107572
2025,Honduras,HND,0.00021390374331551517
2026,Honduras,HND,0.00024064171122995453
2027,Honduras,HND,0.0002673796791443939
2028,Honduras,HND,0.0002941176470588333
2029,Honduras,HND,0.0003208556149732727
2030,Honduras,HND,0.0003475935828877121
2031,Honduras,HND,0.0003743315508021515
2032,Honduras,HND,0.0004010695187165909
2033,Honduras,HND,0.00042780748663103033
2034,Honduras,HND,0.0004545454545454697
2035,Honduras,HND,0.00048128342245990906
2036,Honduras,HND,0.0005080213903743485
2037,Honduras,HND,0.0005347593582887878
2038,Honduras,HND,0.0005614973262032272
2039,Honduras,HND,0.0005882352941176666
2040,Honduras,HND,0.0006149732620321062
2041,Honduras,HND,0.0006417112299465454
2042,Honduras,HND,0.0006684491978609848
2043,Honduras,HND,0.0006951871657754242
2044,Honduras,HND,0.0007219251336898636
2045,Honduras,HND,0.000748663101604303
2046,Honduras,HND,0.0007754010695187423
2047,Honduras,HND,0.0008021390374331818
2048,Honduras,HND,0.0008288770053476213
2049,Honduras,HND,0.0008556149732620607
2050,Honduras,HND,0.0008823529411765
2021,Iceland,ISL,0.0039661270414771
2022,Iceland,ISL,0.0039661270414771
2023,Iceland,ISL,0.0039661270414771
2024,Iceland,ISL,0.0039661270414771
2025,Iceland,ISL,0.0039661270414771
2026,Iceland,ISL,0.0039661270414771
2027,Iceland,ISL,0.0039661270414771
2028,Iceland,ISL,0.0039661270414771
2029,Iceland,ISL,0.0039661270414771
2030,Iceland,ISL,0.0039661270414771
2031,Iceland,ISL,0.0039661270414771
2032,Iceland,ISL,0.0039661270414771
2033,Iceland,ISL,0.0039661270414771
2034,Iceland,ISL,0.0039661270414771
2035,Iceland,ISL,0.0039661270414771
2036,Iceland,ISL,0.0039661270414771
2037,Iceland,ISL,0.0039661270414771
2038,Iceland,ISL,0.0039661270414771
2039,Iceland,ISL,0.0039661270414771
2040,Iceland,ISL,0.0039661270414771
2041,Iceland,ISL,0.0039661270414771
2042,Iceland,ISL,0.0039661270414771
2043,Iceland,ISL,0.0039661270414771
2044,Iceland,ISL,0.0039661270414771
2045,Iceland,ISL,0.0039661270414771
2046,Iceland,ISL,0.0039661270414771
2047,Iceland,ISL,0.0039661270414771
2048,Iceland,ISL,0.0039661270414771
2049,Iceland,ISL,0.0039661270414771
2050,Iceland,ISL,0.0039661270414771
2021,India,IND,0.0
2022,India,IND,0.0
2023,India,IND,0.0
2024,India,IND,0.0
2025,India,IND,0.0
2026,India,IND,0.0
2027,India,IND,0.0
2028,India,IND,0.0
2029,India,IND,0.0
2030,India,IND,0.0
2031,India,IND,0.0
2032,India,IND,0.0
2033,India,IND,0.0
2034,India,IND,0.0
2035,India,IND,0.0
2036,India,IND,0.0
2037,India,IND,0.0
2038,India,IND,0.0
2039,India,IND,0.0
2040,India,IND,0.0
2041,India,IND,0.0
2042,India,IND,0.0
2043,India,IND,0.0
2044,India,IND,0.0
2045,India,IND,0.0
2046,India,IND,0.0
2047,India,IND,0.0
2048,India,IND,0.0
2049,India,IND,0.0
2050,India,IND,0.0
2021,Indonesia,IDN,0.003128234886186039
2022,Indonesia,IDN,0.0030998340497052244
2023,Indonesia,IDN,0.003071433213224409
2024,Indonesia,IDN,0.003043032376743594
2025,Indonesia,IDN,0.0030146315402627788
2026,Indonesia,IDN,0.002986230703781964
2027,Indonesia,IDN,0.0029578298673011484
