,Nation,iso_code3,Year,frac_scoe_heat_energy_other_se_coal
4283,Sri Lanka,LKA,2025,0.0581930696526838
4284,Sri Lanka,LKA,2026,0.0581930696526838
4285,Sri Lanka,LKA,2027,0.0581930696526838
4286,Sri Lanka,LKA,2028,0.0581930696526838
4287,Sri Lanka,LKA,2029,0.0581930696526838
4288,Sri Lanka,LKA,2030,0.0581930696526838
4289,Sri Lanka,LKA,2031,0.0581930696526838
4290,Sri Lanka,LKA,2032,0.0581930696526838
4291,Sri Lanka,LKA,2033,0.0581930696526838
4292,Sri Lanka,LKA,2034,0.0581930696526838
4293,Sri Lanka,LKA,2035,0.0581930696526838
4294,Sri Lanka,LKA,2036,0.0581930696526838
4295,Sri Lanka,LKA,2037,0.0581930696526838
4296,Sri Lanka,LKA,2038,0.0581930696526838
4297,Sri Lanka,LKA,2039,0.0581930696526838
4298,Sri Lanka,LKA,2040,0.0581930696526838
4299,Sri Lanka,LKA,2041,0.0581930696526838
4300,Sri Lanka,LKA,2042,0.0581930696526838
4301,Sri Lanka,LKA,2043,0.0581930696526838
4302,Sri Lanka,LKA,2044,0.0581930696526838
4303,Sri Lanka,LKA,2045,0.0581930696526838
4304,Sri Lanka,LKA,2046,0.0581930696526838
4305,Sri Lanka,LKA,2047,0.0581930696526838
4306,Sri Lanka,LKA,2048,0.0581930696526838
4307,Sri Lanka,LKA,2049,0.0581930696526838
4308,Sri Lanka,LKA,2050,0.0581930696526838
4309,Lower middle income,LMC,2020,0.0581930696526838
4310,Lower middle income,LMC,2021,0.0581930696526838
4311,Lower middle income,LMC,2022,0.0581930696526838
4312,Lower middle income,LMC,2023,0.0581930696526838
4313,Lower middle income,LMC,2024,0.0581930696526838
4314,Lower middle income,LMC,2025,0.0581930696526838
4315,Lower middle income,LMC,2026,0.0581930696526838
4316,Lower middle income,LMC,2027,0.0581930696526838
4317,Lower middle income,LMC,2028,0.0581930696526838
4318,Lower middle income,LMC,2029,0.0581930696526838
4319,Lower middle income,LMC,2030,0.0581930696526838
4320,Lower middle income,LMC,2031,0.0581930696526838
4321,Lower middle income,LMC,2032,0.0581930696526838
4322,Lower middle income,LMC,2033,0.0581930696526838
4323,Lower middle income,LMC,2034,0.0581930696526838
4324,Lower middle income,LMC,2035,0.0581930696526838
4325,Lower middle income,LMC,2036,0.0581930696526838
4326,Lower middle income,LMC,2037,0.0581930696526838
4327,Lower middle income,LMC,2038,0.0581930696526838
4328,Lower middle income,LMC,2039,0.0581930696526838
4329,Lower middle income,LMC,2040,0.0581930696526838
4330,Lower middle income,LMC,2041,0.0581930696526838
4331,Lower middle income,LMC,2042,0.0581930696526838
4332,Lower middle income,LMC,2043,0.0581930696526838
4333,Lower middle income,LMC,2044,0.0581930696526838
4334,Lower middle income,LMC,2045,0.0581930696526838
4335,Lower middle income,LMC,2046,0.0581930696526838
4336,Lower middle income,LMC,2047,0.0581930696526838
4337,Lower middle income,LMC,2048,0.0581930696526838
4338,Lower middle income,LMC,2049,0.0581930696526838
4339,Lower middle income,LMC,2050,0.0581930696526838
4340,Low & middle income,LMY,2020,0.0581930696526838
4341,Low & middle income,LMY,2021,0.0581930696526838
4342,Low & middle income,LMY,2022,0.0581930696526838
4343,Low & middle income,LMY,2023,0.0581930696526838
4344,Low & middle income,LMY,2024,0.0581930696526838
4345,Low & middle income,LMY,2025,0.0581930696526838
4346,Low & middle income,LMY,2026,0.0581930696526838
4347,Low & middle income,LMY,2027,0.0581930696526838
4348,Low & middle income,LMY,2028,0.0581930696526838
4349,Low & middle income,LMY,2029,0.0581930696526838
4350,Low & middle income,LMY,2030,0.0581930696526838
4351,Low & middle income,LMY,2031,0.0581930696526838
4352,Low & middle income,LMY,2032,0.0581930696526838
4353,Low & middle income,LMY,2033,0.0581930696526838
4354,Low & middle income,LMY,2034,0.0581930696526838
4355,Low & middle income,LMY,2035,0.0581930696526838
4356,Low & middle income,LMY,2036,0.0581930696526838
4357,Low & middle income,LMY,2037,0.0581930696526838
4358,Low & middle income,LMY,2038,0.0581930696526838
4359,Low & middle income,LMY,2039,0.0581930696526838
4360,Low & middle income,LMY,2040,0.0581930696526838
4361,Low & middle income,LMY,2041,0.0581930696526838
4362,Low & middle income,LMY,2042,0.0581930696526838
4363,Low & middle income,LMY,2043,0.0581930696526838
4364,Low & middle income,LMY,2044,0.0581930696526838
4365,Low & middle income,LMY,2045,0.0581930696526838
4366,Low & middle income,LMY,2046,0.0581930696526838
4367,Low & middle income,LMY,2047,0.0581930696526838
4368,Low & middle income,LMY,2048,0.0581930696526838
4369,Low & middle income,LMY,2049,0.0581930696526838
4370,Low & middle income,LMY,2050,0.0581930696526838
4371,Lesotho,LSO,2020,0.0581930696526838
4372,Lesotho,LSO,2021,0.0581930696526838
4373,Lesotho,LSO,2022,0.0581930696526838
4374,Lesotho,LSO,2023,0.0581930696526838
4375,Lesotho,LSO,2024,0.0581930696526838
4376,Lesotho,LSO,2025,0.0581930696526838
4377,Lesotho,LSO,2026,0.0581930696526838
4378,Lesotho,LSO,2027,0.0581930696526838
4379,Lesotho,LSO,2028,0.0581930696526838
4380,Lesotho,LSO,2029,0.0581930696526838
4381,Lesotho,LSO,2030,0.0581930696526838
4382,Lesotho,LSO,2031,0.0581930696526838
4383,Lesotho,LSO,2032,0.0581930696526838
4384,Lesotho,LSO,2033,0.0581930696526838
4385,Lesotho,LSO,2034,0.0581930696526838
4386,Lesotho,LSO,2035,0.0581930696526838
4387,Lesotho,LSO,2036,0.0581930696526838
4388,Lesotho,LSO,2037,0.0581930696526838
4389,Lesotho,LSO,2038,0.0581930696526838
4390,Lesotho,LSO,2039,0.0581930696526838
4391,Lesotho,LSO,2040,0.0581930696526838
4392,Lesotho,LSO,2041,0.0581930696526838
4393,Lesotho,LSO,2042,0.0581930696526838
4394,Lesotho,LSO,2043,0.0581930696526838
4395,Lesotho,LSO,2044,0.0581930696526838
4396,Lesotho,LSO,2045,0.0581930696526838
4397,Lesotho,LSO,2046,0.0581930696526838
4398,Lesotho,LSO,2047,0.0581930696526838
4399,Lesotho,LSO,2048,0.0581930696526838
4400,Lesotho,LSO,2049,0.0581930696526838
4401,Lesotho,LSO,2050,0.0581930696526838
4402,Late-demographic dividend,LTE,2020,0.0581930696526838
4403,Late-demographic dividend,LTE,2021,0.0581930696526838
4404,Late-demographic dividend,LTE,2022,0.0581930696526838
4405,Late-demographic dividend,LTE,2023,0.0581930696526838
4406,Late-demographic dividend,LTE,2024,0.0581930696526838
4407,Late-demographic dividend,LTE,2025,0.0581930696526838
4408,Late-demographic dividend,LTE,2026,0.0581930696526838
4409,Late-demographic dividend,LTE,2027,0.0581930696526838
4410,Late-demographic dividend,LTE,2028,0.0581930696526838
4411,Late-demographic dividend,LTE,2029,0.0581930696526838
4412,Late-demographic dividend,LTE,2030,0.0581930696526838
4413,Late-demographic dividend,LTE,2031,0.0581930696526838
4414,Late-demographic dividend,LTE,2032,0.0581930696526838
4415,Late-demographic dividend,LTE,2033,0.0581930696526838
4416,Late-demographic dividend,LTE,2034,0.0581930696526838
4417,Late-demographic dividend,LTE,2035,0.0581930696526838
4418,Late-demographic dividend,LTE,2036,0.0581930696526838
4419,Late-demographic dividend,LTE,2037,0.0581930696526838
4420,Late-demographic dividend,LTE,2038,0.0581930696526838
4421,Late-demographic dividend,LTE,2039,0.0581930696526838
4422,Late-demographic dividend,LTE,2040,0.0581930696526838
4423,Late-demographic dividend,LTE,2041,0.0581930696526838
4424,Late-demographic dividend,LTE,2042,0.0581930696526838
4425,Late-demographic dividend,LTE,2043,0.0581930696526838
4426,Late-demographic dividend,LTE,2044,0.0581930696526838
4427,Late-demographic dividend,LTE,2045,0.0581930696526838
4428,Late-demographic dividend,LTE,2046,0.0581930696526838
4429,Late-demographic dividend,LTE,2047,0.0581930696526838
4430,Late-demographic dividend,LTE,2048,0.0581930696526838
4431,Late-demographic dividend,LTE,2049,0.0581930696526838
4432,Late-demographic dividend,LTE,2050,0.0581930696526838
4433,Lithuania,LTU,2020,0.0014957831960561
4434,Lithuania,LTU,2021,0.0014957831960561
4435,Lithuania,LTU,2022,0.0014957831960561
4436,Lithuania,LTU,2023,0.0014957831960561
4437,Lithuania,LTU,2024,0.0014957831960561
4438,Lithuania,LTU,2025,0.0014957831960561
4439,Lithuania,LTU,2026,0.0014957831960561
4440,Lithuania,LTU,2027,0.0014957831960561
4441,Lithuania,LTU,2028,0.0014957831960561
4442,Lithuania,LTU,2029,0.0014957831960561
4443,Lithuania,LTU,2030,0.0014957831960561
4444,Lithuania,LTU,2031,0.0014957831960561
4445,Lithuania,LTU,2032,0.0014957831960561
4446,Lithuania,LTU,2033,0.0014957831960561
4447,Lithuania,LTU,2034,0.0014957831960561
4448,Lithuania,LTU,2035,0.0014957831960561
4449,Lithuania,LTU,2036,0.0014957831960561
4450,Lithuania,LTU,2037,0.0014957831960561
4451,Lithuania,LTU,2038,0.0014957831960561
4452,Lithuania,LTU,2039,0.0014957831960561
4453,Lithuania,LTU,2040,0.0014957831960561
4454,Lithuania,LTU,2041,0.0014957831960561
4455,Lithuania,LTU,2042,0.0014957831960561
4456,Lithuania,LTU,2043,0.0014957831960561
4457,Lithuania,LTU,2044,0.0014957831960561
4458,Lithuania,LTU,2045,0.0014957831960561
4459,Lithuania,LTU,2046,0.0014957831960561
4460,Lithuania,LTU,2047,0.0014957831960561
4461,Lithuania,LTU,2048,0.0014957831960561
4462,Lithuania,LTU,2049,0.0014957831960561
4463,Lithuania,LTU,2050,0.0014957831960561
4464,Luxembourg,LUX,2020,0.0
4465,Luxembourg,LUX,2021,0.0
4466,Luxembourg,LUX,2022,0.0
4467,Luxembourg,LUX,2023,0.0
4468,Luxembourg,LUX,2024,0.0
4469,Luxembourg,LUX,2025,0.0
4470,Luxembourg,LUX,2026,0.0
4471,Luxembourg,LUX,2027,0.0
4472,Luxembourg,LUX,2028,0.0
4473,Luxembourg,LUX,2029,0.0
4474,Luxembourg,LUX,2030,0.0
4475,Luxembourg,LUX,2031,0.0
4476,Luxembourg,LUX,2032,0.0
4477,Luxembourg,LUX,2033,0.0
4478,Luxembourg,LUX,2034,0.0
4479,Luxembourg,LUX,2035,0.0
4480,Luxembourg,LUX,2036,0.0
4481,Luxembourg,LUX,2037,0.0
4482,Luxembourg,LUX,2038,0.0
4483,Luxembourg,LUX,2039,0.0
4484,Luxembourg,LUX,2040,0.0
4485,Luxembourg,LUX,2041,0.0
4486,Luxembourg,LUX,2042,0.0
4487,Luxembourg,LUX,2043,0.0
4488,Luxembourg,LUX,2044,0.0
4489,Luxembourg,LUX,2045,0.0
4490,Luxembourg,LUX,2046,0.0
4491,Luxembourg,LUX,2047,0.0
4492,Luxembourg,LUX,2048,0.0
4493,Luxembourg,LUX,2049,0.0
4494,Luxembourg,LUX,2050,0.0
4495,Latvia,LVA,2020,2.7682050377448293e-05
4496,Latvia,LVA,2021,2.7682050377448293e-05
4497,Latvia,LVA,2022,2.7682050377448293e-05
4498,Latvia,LVA,2023,2.7682050377448293e-05
4499,Latvia,LVA,2024,2.7682050377448293e-05
4500,Latvia,LVA,2025,2.7682050377448293e-05
4501,Latvia,LVA,2026,2.7682050377448293e-05
4502,Latvia,LVA,2027,2.7682050377448293e-05
4503,Latvia,LVA,2028,2.7682050377448293e-05
4504,Latvia,LVA,2029,2.7682050377448293e-05
4505,Latvia,LVA,2030,2.7682050377448293e-05
4506,Latvia,LVA,2031,2.7682050377448293e-05
4507,Latvia,LVA,2032,2.7682050377448293e-05
4508,Latvia,LVA,2033,2.7682050377448293e-05
4509,Latvia,LVA,2034,2.7682050377448293e-05
4510,Latvia,LVA,2035,2.7682050377448293e-05
4511,Latvia,LVA,2036,2.7682050377448293e-05
4512,Latvia,LVA,2037,2.7682050377448293e-05
4513,Latvia,LVA,2038,2.7682050377448293e-05
4514,Latvia,LVA,2039,2.7682050377448293e-05
4515,Latvia,LVA,2040,2.7682050377448293e-05
4516,Latvia,LVA,2041,2.7682050377448293e-05
4517,Latvia,LVA,2042,2.7682050377448293e-05
4518,Latvia,LVA,2043,2.7682050377448293e-05
4519,Latvia,LVA,2044,2.7682050377448293e-05
4520,Latvia,LVA,2045,2.7682050377448293e-05
4521,Latvia,LVA,2046,2.7682050377448293e-05
4522,Latvia,LVA,2047,2.7682050377448293e-05
4523,Latvia,LVA,2048,2.7682050377448293e-05
4524,Latvia,LVA,2049,2.7682050377448293e-05
4525,Latvia,LVA,2050,2.7682050377448293e-05
4526,"Macao SAR, China",MAC,2020,0.0581930696526838
4527,"Macao SAR, China",MAC,2021,0.0581930696526838
4528,"Macao SAR, China",MAC,2022,0.0581930696526838
4529,"Macao SAR, China",MAC,2023,0.0581930696526838
4530,"Macao SAR, China",MAC,2024,0.0581930696526838
4531,"Macao SAR, China",MAC,2025,0.0581930696526838
4532,"Macao SAR, China",MAC,2026,0.0581930696526838
4533,"Macao SAR, China",MAC,2027,0.0581930696526838
4534,"Macao SAR, China",MAC,2028,0.0581930696526838
4535,"Macao SAR, China",MAC,2029,0.0581930696526838
4536,"Macao SAR, China",MAC,2030,0.0581930696526838
4537,"Macao SAR, China",MAC,2031,0.0581930696526838
4538,"Macao SAR, China",MAC,2032,0.0581930696526838
4539,"Macao SAR, China",MAC,2033,0.0581930696526838
4540,"Macao SAR, China",MAC,2034,0.0581930696526838
4541,"Macao SAR, China",MAC,2035,0.0581930696526838
4542,"Macao SAR, China",MAC,2036,0.0581930696526838
4543,"Macao SAR, China",MAC,2037,0.0581930696526838
4544,"Macao SAR, China",MAC,2038,0.0581930696526838
4545,"Macao SAR, China",MAC,2039,0.0581930696526838
4546,"Macao SAR, China",MAC,2040,0.0581930696526838
4547,"Macao SAR, China",MAC,2041,0.0581930696526838
4548,"Macao SAR, China",MAC,2042,0.0581930696526838
4549,"Macao SAR, China",MAC,2043,0.0581930696526838
4550,"Macao SAR, China",MAC,2044,0.0581930696526838
4551,"Macao SAR, China",MAC,2045,0.0581930696526838
4552,"Macao SAR, China",MAC,2046,0.0581930696526838
4553,"Macao SAR, China",MAC,2047,0.0581930696526838
4554,"Macao SAR, China",MAC,2048,0.0581930696526838
4555,"Macao SAR, China",MAC,2049,0.0581930696526838
4556,"Macao SAR, China",MAC,2050,0.0581930696526838
4557,St. Martin (French part),MAF,2020,0.0581930696526838
4558,St. Martin (French part),MAF,2021,0.0581930696526838
4559,St. Martin (French part),MAF,2022,0.0581930696526838
4560,St. Martin (French part),MAF,2023,0.0581930696526838
4561,St. Martin (French part),MAF,2024,0.0581930696526838
4562,St. Martin (French part),MAF,2025,0.0581930696526838
4563,St. Martin (French part),MAF,2026,0.0581930696526838
4564,St. Martin (French part),MAF,2027,0.0581930696526838
4565,St. Martin (French part),MAF,2028,0.0581930696526838
4566,St. Martin (French part),MAF,2029,0.0581930696526838
4567,St. Martin (French part),MAF,2030,0.0581930696526838
4568,St. Martin (French part),MAF,2031,0.0581930696526838
4569,St. Martin (French part),MAF,2032,0.0581930696526838
4570,St. Martin (French part),MAF,2033,0.0581930696526838
4571,St. Martin (French part),MAF,2034,0.0581930696526838
4572,St. Martin (French part),MAF,2035,0.0581930696526838
4573,St. Martin (French part),MAF,2036,0.0581930696526838
4574,St. Martin (French part),MAF,2037,0.0581930696526838
4575,St. Martin (French part),MAF,2038,0.0581930696526838
4576,St. Martin (French part),MAF,2039,0.0581930696526838
4577,St. Martin (French part),MAF,2040,0.0581930696526838
4578,St. Martin (French part),MAF,2041,0.0581930696526838
4579,St. Martin (French part),MAF,2042,0.0581930696526838
4580,St. Martin (French part),MAF,2043,0.0581930696526838
4581,St. Martin (French part),MAF,2044,0.0581930696526838
4582,St. Martin (French part),MAF,2045,0.0581930696526838
4583,St. Martin (French part),MAF,2046,0.0581930696526838
4584,St. Martin (French part),MAF,2047,0.0581930696526838
4585,St. Martin (French part),MAF,2048,0.0581930696526838
4586,St. Martin (French part),MAF,2049,0.0581930696526838
4587,St. Martin (French part),MAF,2050,0.0581930696526838
4588,Morocco,MAR,2020,0.0
4589,Morocco,MAR,2021,0.0
4590,Morocco,MAR,2022,0.0
4591,Morocco,MAR,2023,0.0
4592,Morocco,MAR,2024,0.0
4593,Morocco,MAR,2025,0.0
4594,Morocco,MAR,2026,0.0
4595,Morocco,MAR,2027,0.0
4596,Morocco,MAR,2028,0.0
4597,Morocco,MAR,2029,0.0
4598,Morocco,MAR,2030,0.0
4599,Morocco,MAR,2031,0.0
4600,Morocco,MAR,2032,0.0
4601,Morocco,MAR,2033,0.0
4602,Morocco,MAR,2034,0.0
4603,Morocco,MAR,2035,0.0
4604,Morocco,MAR,2036,0.0
4605,Morocco,MAR,2037,0.0
4606,Morocco,MAR,2038,0.0
4607,Morocco,MAR,2039,0.0
4608,Morocco,MAR,2040,0.0
4609,Morocco,MAR,2041,0.0
4610,Morocco,MAR,2042,0.0
4611,Morocco,MAR,2043,0.0
4612,Morocco,MAR,2044,0.0
4613,Morocco,MAR,2045,0.0
4614,Morocco,MAR,2046,0.0
4615,Morocco,MAR,2047,0.0
4616,Morocco,MAR,2048,0.0
4617,Morocco,MAR,2049,0.0
4618,Morocco,MAR,2050,0.0
4619,Monaco,MCO,2020,0.0581930696526838
4620,Monaco,MCO,2021,0.0581930696526838
4621,Monaco,MCO,2022,0.0581930696526838
4622,Monaco,MCO,2023,0.0581930696526838
4623,Monaco,MCO,2024,0.0581930696526838
4624,Monaco,MCO,2025,0.0581930696526838
4625,Monaco,MCO,2026,0.0581930696526838
4626,Monaco,MCO,2027,0.0581930696526838
4627,Monaco,MCO,2028,0.0581930696526838
4628,Monaco,MCO,2029,0.0581930696526838
4629,Monaco,MCO,2030,0.0581930696526838
4630,Monaco,MCO,2031,0.0581930696526838
4631,Monaco,MCO,2032,0.0581930696526838
4632,Monaco,MCO,2033,0.0581930696526838
4633,Monaco,MCO,2034,0.0581930696526838
4634,Monaco,MCO,2035,0.0581930696526838
4635,Monaco,MCO,2036,0.0581930696526838
4636,Monaco,MCO,2037,0.0581930696526838
4637,Monaco,MCO,2038,0.0581930696526838
4638,Monaco,MCO,2039,0.0581930696526838
4639,Monaco,MCO,2040,0.0581930696526838
4640,Monaco,MCO,2041,0.0581930696526838
4641,Monaco,MCO,2042,0.0581930696526838
4642,Monaco,MCO,2043,0.0581930696526838
4643,Monaco,MCO,2044,0.0581930696526838
4644,Monaco,MCO,2045,0.0581930696526838
4645,Monaco,MCO,2046,0.0581930696526838
4646,Monaco,MCO,2047,0.0581930696526838
4647,Monaco,MCO,2048,0.0581930696526838
4648,Monaco,MCO,2049,0.0581930696526838
4649,Monaco,MCO,2050,0.0581930696526838
4650,Moldova,MDA,2020,0.0581930696526838
4651,Moldova,MDA,2021,0.0581930696526838
4652,Moldova,MDA,2022,0.0581930696526838
4653,Moldova,MDA,2023,0.0581930696526838
4654,Moldova,MDA,2024,0.0581930696526838
4655,Moldova,MDA,2025,0.0581930696526838
4656,Moldova,MDA,2026,0.0581930696526838
4657,Moldova,MDA,2027,0.0581930696526838
4658,Moldova,MDA,2028,0.0581930696526838
4659,Moldova,MDA,2029,0.0581930696526838
4660,Moldova,MDA,2030,0.0581930696526838
4661,Moldova,MDA,2031,0.0581930696526838
4662,Moldova,MDA,2032,0.0581930696526838
4663,Moldova,MDA,2033,0.0581930696526838
4664,Moldova,MDA,2034,0.0581930696526838
4665,Moldova,MDA,2035,0.0581930696526838
4666,Moldova,MDA,2036,0.0581930696526838
4667,Moldova,MDA,2037,0.0581930696526838
4668,Moldova,MDA,2038,0.0581930696526838
4669,Moldova,MDA,2039,0.0581930696526838
4670,Moldova,MDA,2040,0.0581930696526838
4671,Moldova,MDA,2041,0.0581930696526838
4672,Moldova,MDA,2042,0.0581930696526838
4673,Moldova,MDA,2043,0.0581930696526838
4674,Moldova,MDA,2044,0.0581930696526838
4675,Moldova,MDA,2045,0.0581930696526838
4676,Moldova,MDA,2046,0.0581930696526838
4677,Moldova,MDA,2047,0.0581930696526838
4678,Moldova,MDA,2048,0.0581930696526838
4679,Moldova,MDA,2049,0.0581930696526838
4680,Moldova,MDA,2050,0.0581930696526838
4681,Madagascar,MDG,2020,0.0581930696526838
4682,Madagascar,MDG,2021,0.0581930696526838
4683,Madagascar,MDG,2022,0.0581930696526838
4684,Madagascar,MDG,2023,0.0581930696526838
4685,Madagascar,MDG,2024,0.0581930696526838
4686,Madagascar,MDG,2025,0.0581930696526838
4687,Madagascar,MDG,2026,0.0581930696526838
4688,Madagascar,MDG,2027,0.0581930696526838
4689,Madagascar,MDG,2028,0.0581930696526838
4690,Madagascar,MDG,2029,0.0581930696526838
4691,Madagascar,MDG,2030,0.0581930696526838
4692,Madagascar,MDG,2031,0.0581930696526838
4693,Madagascar,MDG,2032,0.0581930696526838
4694,Madagascar,MDG,2033,0.0581930696526838
4695,Madagascar,MDG,2034,0.0581930696526838
4696,Madagascar,MDG,2035,0.0581930696526838
4697,Madagascar,MDG,2036,0.0581930696526838
4698,Madagascar,MDG,2037,0.0581930696526838
4699,Madagascar,MDG,2038,0.0581930696526838
4700,Madagascar,MDG,2039,0.0581930696526838
4701,Madagascar,MDG,2040,0.0581930696526838
4702,Madagascar,MDG,2041,0.0581930696526838
4703,Madagascar,MDG,2042,0.0581930696526838
4704,Madagascar,MDG,2043,0.0581930696526838
4705,Madagascar,MDG,2044,0.0581930696526838
4706,Madagascar,MDG,2045,0.0581930696526838
4707,Madagascar,MDG,2046,0.0581930696526838
4708,Madagascar,MDG,2047,0.0581930696526838
4709,Madagascar,MDG,2048,0.0581930696526838
4710,Madagascar,MDG,2049,0.0581930696526838
4711,Madagascar,MDG,2050,0.0581930696526838
4712,Maldives,MDV,2020,0.0581930696526838
4713,Maldives,MDV,2021,0.0581930696526838
4714,Maldives,MDV,2022,0.0581930696526838
4715,Maldives,MDV,2023,0.0581930696526838
4716,Maldives,MDV,2024,0.0581930696526838
4717,Maldives,MDV,2025,0.0581930696526838
4718,Maldives,MDV,2026,0.0581930696526838
4719,Maldives,MDV,2027,0.0581930696526838
4720,Maldives,MDV,2028,0.0581930696526838
4721,Maldives,MDV,2029,0.0581930696526838
4722,Maldives,MDV,2030,0.0581930696526838
4723,Maldives,MDV,2031,0.0581930696526838
4724,Maldives,MDV,2032,0.0581930696526838
4725,Maldives,MDV,2033,0.0581930696526838
4726,Maldives,MDV,2034,0.0581930696526838
4727,Maldives,MDV,2035,0.0581930696526838
4728,Maldives,MDV,2036,0.0581930696526838
4729,Maldives,MDV,2037,0.0581930696526838
4730,Maldives,MDV,2038,0.0581930696526838
4731,Maldives,MDV,2039,0.0581930696526838
4732,Maldives,MDV,2040,0.0581930696526838
4733,Maldives,MDV,2041,0.0581930696526838
4734,Maldives,MDV,2042,0.0581930696526838
4735,Maldives,MDV,2043,0.0581930696526838
4736,Maldives,MDV,2044,0.0581930696526838
4737,Maldives,MDV,2045,0.0581930696526838
4738,Maldives,MDV,2046,0.0581930696526838
4739,Maldives,MDV,2047,0.0581930696526838
4740,Maldives,MDV,2048,0.0581930696526838
4741,Maldives,MDV,2049,0.0581930696526838
4742,Maldives,MDV,2050,0.0581930696526838
4743,Middle East & North Africa,MEA,2020,0.0581930696526838
4744,Middle East & North Africa,MEA,2021,0.0581930696526838
4745,Middle East & North Africa,MEA,2022,0.0581930696526838
4746,Middle East & North Africa,MEA,2023,0.0581930696526838
4747,Middle East & North Africa,MEA,2024,0.0581930696526838
4748,Middle East & North Africa,MEA,2025,0.0581930696526838
4749,Middle East & North Africa,MEA,2026,0.0581930696526838
4750,Middle East & North Africa,MEA,2027,0.0581930696526838
4751,Middle East & North Africa,MEA,2028,0.0581930696526838
4752,Middle East & North Africa,MEA,2029,0.0581930696526838
4753,Middle East & North Africa,MEA,2030,0.0581930696526838
4754,Middle East & North Africa,MEA,2031,0.0581930696526838
4755,Middle East & North Africa,MEA,2032,0.0581930696526838
4756,Middle East & North Africa,MEA,2033,0.0581930696526838
4757,Middle East & North Africa,MEA,2034,0.0581930696526838
4758,Middle East & North Africa,MEA,2035,0.0581930696526838
4759,Middle East & North Africa,MEA,2036,0.0581930696526838
4760,Middle East & North Africa,MEA,2037,0.0581930696526838
4761,Middle East & North Africa,MEA,2038,0.0581930696526838
4762,Middle East & North Africa,MEA,2039,0.0581930696526838
4763,Middle East & North Africa,MEA,2040,0.0581930696526838
4764,Middle East & North Africa,MEA,2041,0.0581930696526838
4765,Middle East & North Africa,MEA,2042,0.0581930696526838
4766,Middle East & North Africa,MEA,2043,0.0581930696526838
4767,Middle East & North Africa,MEA,2044,0.0581930696526838
4768,Middle East & North Africa,MEA,2045,0.0581930696526838
4769,Middle East & North Africa,MEA,2046,0.0581930696526838
4770,Middle East & North Africa,MEA,2047,0.0581930696526838
4771,Middle East & North Africa,MEA,2048,0.0581930696526838
4772,Middle East & North Africa,MEA,2049,0.0581930696526838
4773,Middle East & North Africa,MEA,2050,0.0581930696526838
4774,Mexico,MEX,2020,0.0055034577702153
4775,Mexico,MEX,2021,0.0055034577702153
4776,Mexico,MEX,2022,0.0055034577702153
4777,Mexico,MEX,2023,0.0055034577702153
4778,Mexico,MEX,2024,0.0055034577702153
4779,Mexico,MEX,2025,0.0055034577702153
4780,Mexico,MEX,2026,0.0055034577702153
4781,Mexico,MEX,2027,0.0055034577702153
4782,Mexico,MEX,2028,0.0055034577702153
4783,Mexico,MEX,2029,0.0055034577702153
4784,Mexico,MEX,2030,0.0055034577702153
4785,Mexico,MEX,2031,0.0055034577702153
4786,Mexico,MEX,2032,0.0055034577702153
4787,Mexico,MEX,2033,0.0055034577702153
4788,Mexico,MEX,2034,0.0055034577702153
4789,Mexico,MEX,2035,0.0055034577702153
4790,Mexico,MEX,2036,0.0055034577702153
4791,Mexico,MEX,2037,0.0055034577702153
4792,Mexico,MEX,2038,0.0055034577702153
4793,Mexico,MEX,2039,0.0055034577702153
4794,Mexico,MEX,2040,0.0055034577702153
4795,Mexico,MEX,2041,0.0055034577702153
4796,Mexico,MEX,2042,0.0055034577702153
4797,Mexico,MEX,2043,0.0055034577702153
4798,Mexico,MEX,2044,0.0055034577702153
4799,Mexico,MEX,2045,0.0055034577702153
4800,Mexico,MEX,2046,0.0055034577702153
4801,Mexico,MEX,2047,0.0055034577702153
4802,Mexico,MEX,2048,0.0055034577702153
4803,Mexico,MEX,2049,0.0055034577702153
4804,Mexico,MEX,2050,0.0055034577702153
4805,Marshall Islands,MHL,2020,0.0581930696526838
4806,Marshall Islands,MHL,2021,0.0581930696526838
4807,Marshall Islands,MHL,2022,0.0581930696526838
4808,Marshall Islands,MHL,2023,0.0581930696526838
4809,Marshall Islands,MHL,2024,0.0581930696526838
4810,Marshall Islands,MHL,2025,0.0581930696526838
4811,Marshall Islands,MHL,2026,0.0581930696526838
4812,Marshall Islands,MHL,2027,0.0581930696526838
4813,Marshall Islands,MHL,2028,0.0581930696526838
4814,Marshall Islands,MHL,2029,0.0581930696526838
4815,Marshall Islands,MHL,2030,0.0581930696526838
4816,Marshall Islands,MHL,2031,0.0581930696526838
4817,Marshall Islands,MHL,2032,0.0581930696526838
4818,Marshall Islands,MHL,2033,0.0581930696526838
4819,Marshall Islands,MHL,2034,0.0581930696526838
4820,Marshall Islands,MHL,2035,0.0581930696526838
4821,Marshall Islands,MHL,2036,0.0581930696526838
4822,Marshall Islands,MHL,2037,0.0581930696526838
4823,Marshall Islands,MHL,2038,0.0581930696526838
4824,Marshall Islands,MHL,2039,0.0581930696526838
4825,Marshall Islands,MHL,2040,0.0581930696526838
4826,Marshall Islands,MHL,2041,0.0581930696526838
4827,Marshall Islands,MHL,2042,0.0581930696526838
4828,Marshall Islands,MHL,2043,0.0581930696526838
4829,Marshall Islands,MHL,2044,0.0581930696526838
4830,Marshall Islands,MHL,2045,0.0581930696526838
