,Nation,iso_code3,Year,fuelefficiency_trns_rail_passenger_diesel_km_per_litre
5835,Singapore,SGP,2034,3.2
5836,Singapore,SGP,2035,3.2
5837,Singapore,SGP,2036,3.2
5838,Singapore,SGP,2037,3.2
5839,Singapore,SGP,2038,3.2
5840,Singapore,SGP,2039,3.2
5841,Singapore,SGP,2040,3.2
5842,Singapore,SGP,2041,3.2
5843,Singapore,SGP,2042,3.2
5844,Singapore,SGP,2043,3.2
5845,Singapore,SGP,2044,3.2
5846,Singapore,SGP,2045,3.2
5847,Singapore,SGP,2046,3.2
5848,Singapore,SGP,2047,3.2
5849,Singapore,SGP,2048,3.2
5850,Singapore,SGP,2049,3.2
5851,Singapore,SGP,2050,3.2
5852,Solomon Islands,SLB,2023,3.2
5853,Solomon Islands,SLB,2024,3.2
5854,Solomon Islands,SLB,2025,3.2
5855,Solomon Islands,SLB,2026,3.2
5856,Solomon Islands,SLB,2027,3.2
5857,Solomon Islands,SLB,2028,3.2
5858,Solomon Islands,SLB,2029,3.2
5859,Solomon Islands,SLB,2030,3.2
5860,Solomon Islands,SLB,2031,3.2
5861,Solomon Islands,SLB,2032,3.2
5862,Solomon Islands,SLB,2033,3.2
5863,Solomon Islands,SLB,2034,3.2
5864,Solomon Islands,SLB,2035,3.2
5865,Solomon Islands,SLB,2036,3.2
5866,Solomon Islands,SLB,2037,3.2
5867,Solomon Islands,SLB,2038,3.2
5868,Solomon Islands,SLB,2039,3.2
5869,Solomon Islands,SLB,2040,3.2
5870,Solomon Islands,SLB,2041,3.2
5871,Solomon Islands,SLB,2042,3.2
5872,Solomon Islands,SLB,2043,3.2
5873,Solomon Islands,SLB,2044,3.2
5874,Solomon Islands,SLB,2045,3.2
5875,Solomon Islands,SLB,2046,3.2
5876,Solomon Islands,SLB,2047,3.2
5877,Solomon Islands,SLB,2048,3.2
5878,Solomon Islands,SLB,2049,3.2
5879,Solomon Islands,SLB,2050,3.2
5880,Sierra Leone,SLE,2023,3.2
5881,Sierra Leone,SLE,2024,3.2
5882,Sierra Leone,SLE,2025,3.2
5883,Sierra Leone,SLE,2026,3.2
5884,Sierra Leone,SLE,2027,3.2
5885,Sierra Leone,SLE,2028,3.2
5886,Sierra Leone,SLE,2029,3.2
5887,Sierra Leone,SLE,2030,3.2
5888,Sierra Leone,SLE,2031,3.2
5889,Sierra Leone,SLE,2032,3.2
5890,Sierra Leone,SLE,2033,3.2
5891,Sierra Leone,SLE,2034,3.2
5892,Sierra Leone,SLE,2035,3.2
5893,Sierra Leone,SLE,2036,3.2
5894,Sierra Leone,SLE,2037,3.2
5895,Sierra Leone,SLE,2038,3.2
5896,Sierra Leone,SLE,2039,3.2
5897,Sierra Leone,SLE,2040,3.2
5898,Sierra Leone,SLE,2041,3.2
5899,Sierra Leone,SLE,2042,3.2
5900,Sierra Leone,SLE,2043,3.2
5901,Sierra Leone,SLE,2044,3.2
5902,Sierra Leone,SLE,2045,3.2
5903,Sierra Leone,SLE,2046,3.2
5904,Sierra Leone,SLE,2047,3.2
5905,Sierra Leone,SLE,2048,3.2
5906,Sierra Leone,SLE,2049,3.2
5907,Sierra Leone,SLE,2050,3.2
5908,El Salvador,SLV,2023,3.2
5909,El Salvador,SLV,2024,3.2
5910,El Salvador,SLV,2025,3.2
5911,El Salvador,SLV,2026,3.2
5912,El Salvador,SLV,2027,3.2
5913,El Salvador,SLV,2028,3.2
5914,El Salvador,SLV,2029,3.2
5915,El Salvador,SLV,2030,3.2
5916,El Salvador,SLV,2031,3.2
5917,El Salvador,SLV,2032,3.2
5918,El Salvador,SLV,2033,3.2
5919,El Salvador,SLV,2034,3.2
5920,El Salvador,SLV,2035,3.2
5921,El Salvador,SLV,2036,3.2
5922,El Salvador,SLV,2037,3.2
5923,El Salvador,SLV,2038,3.2
5924,El Salvador,SLV,2039,3.2
5925,El Salvador,SLV,2040,3.2
5926,El Salvador,SLV,2041,3.2
5927,El Salvador,SLV,2042,3.2
5928,El Salvador,SLV,2043,3.2
5929,El Salvador,SLV,2044,3.2
5930,El Salvador,SLV,2045,3.2
5931,El Salvador,SLV,2046,3.2
5932,El Salvador,SLV,2047,3.2
5933,El Salvador,SLV,2048,3.2
5934,El Salvador,SLV,2049,3.2
5935,El Salvador,SLV,2050,3.2
5936,San Marino,SMR,2023,3.2
5937,San Marino,SMR,2024,3.2
5938,San Marino,SMR,2025,3.2
5939,San Marino,SMR,2026,3.2
5940,San Marino,SMR,2027,3.2
5941,San Marino,SMR,2028,3.2
5942,San Marino,SMR,2029,3.2
5943,San Marino,SMR,2030,3.2
5944,San Marino,SMR,2031,3.2
5945,San Marino,SMR,2032,3.2
5946,San Marino,SMR,2033,3.2
5947,San Marino,SMR,2034,3.2
5948,San Marino,SMR,2035,3.2
5949,San Marino,SMR,2036,3.2
5950,San Marino,SMR,2037,3.2
5951,San Marino,SMR,2038,3.2
5952,San Marino,SMR,2039,3.2
5953,San Marino,SMR,2040,3.2
5954,San Marino,SMR,2041,3.2
5955,San Marino,SMR,2042,3.2
5956,San Marino,SMR,2043,3.2
5957,San Marino,SMR,2044,3.2
5958,San Marino,SMR,2045,3.2
5959,San Marino,SMR,2046,3.2
5960,San Marino,SMR,2047,3.2
5961,San Marino,SMR,2048,3.2
5962,San Marino,SMR,2049,3.2
5963,San Marino,SMR,2050,3.2
5964,Somalia,SOM,2023,3.2
5965,Somalia,SOM,2024,3.2
5966,Somalia,SOM,2025,3.2
5967,Somalia,SOM,2026,3.2
5968,Somalia,SOM,2027,3.2
5969,Somalia,SOM,2028,3.2
5970,Somalia,SOM,2029,3.2
5971,Somalia,SOM,2030,3.2
5972,Somalia,SOM,2031,3.2
5973,Somalia,SOM,2032,3.2
5974,Somalia,SOM,2033,3.2
5975,Somalia,SOM,2034,3.2
5976,Somalia,SOM,2035,3.2
5977,Somalia,SOM,2036,3.2
5978,Somalia,SOM,2037,3.2
5979,Somalia,SOM,2038,3.2
5980,Somalia,SOM,2039,3.2
5981,Somalia,SOM,2040,3.2
5982,Somalia,SOM,2041,3.2
5983,Somalia,SOM,2042,3.2
5984,Somalia,SOM,2043,3.2
5985,Somalia,SOM,2044,3.2
5986,Somalia,SOM,2045,3.2
5987,Somalia,SOM,2046,3.2
5988,Somalia,SOM,2047,3.2
5989,Somalia,SOM,2048,3.2
5990,Somalia,SOM,2049,3.2
5991,Somalia,SOM,2050,3.2
5992,Serbia,SRB,2023,3.2
5993,Serbia,SRB,2024,3.2
5994,Serbia,SRB,2025,3.2
5995,Serbia,SRB,2026,3.2
5996,Serbia,SRB,2027,3.2
5997,Serbia,SRB,2028,3.2
5998,Serbia,SRB,2029,3.2
5999,Serbia,SRB,2030,3.2
6000,Serbia,SRB,2031,3.2
6001,Serbia,SRB,2032,3.2
6002,Serbia,SRB,2033,3.2
6003,Serbia,SRB,2034,3.2
6004,Serbia,SRB,2035,3.2
6005,Serbia,SRB,2036,3.2
6006,Serbia,SRB,2037,3.2
6007,Serbia,SRB,2038,3.2
6008,Serbia,SRB,2039,3.2
6009,Serbia,SRB,2040,3.2
6010,Serbia,SRB,2041,3.2
6011,Serbia,SRB,2042,3.2
6012,Serbia,SRB,2043,3.2
6013,Serbia,SRB,2044,3.2
6014,Serbia,SRB,2045,3.2
6015,Serbia,SRB,2046,3.2
6016,Serbia,SRB,2047,3.2
6017,Serbia,SRB,2048,3.2
6018,Serbia,SRB,2049,3.2
6019,Serbia,SRB,2050,3.2
6020,Sub-Saharan Africa (excluding high income),SSA,2023,3.2
6021,Sub-Saharan Africa (excluding high income),SSA,2024,3.2
6022,Sub-Saharan Africa (excluding high income),SSA,2025,3.2
6023,Sub-Saharan Africa (excluding high income),SSA,2026,3.2
6024,Sub-Saharan Africa (excluding high income),SSA,2027,3.2
6025,Sub-Saharan Africa (excluding high income),SSA,2028,3.2
6026,Sub-Saharan Africa (excluding high income),SSA,2029,3.2
6027,Sub-Saharan Africa (excluding high income),SSA,2030,3.2
6028,Sub-Saharan Africa (excluding high income),SSA,2031,3.2
6029,Sub-Saharan Africa (excluding high income),SSA,2032,3.2
6030,Sub-Saharan Africa (excluding high income),SSA,2033,3.2
6031,Sub-Saharan Africa (excluding high income),SSA,2034,3.2
6032,Sub-Saharan Africa (excluding high income),SSA,2035,3.2
6033,Sub-Saharan Africa (excluding high income),SSA,2036,3.2
6034,Sub-Saharan Africa (excluding high income),SSA,2037,3.2
6035,Sub-Saharan Africa (excluding high income),SSA,2038,3.2
6036,Sub-Saharan Africa (excluding high income),SSA,2039,3.2
6037,Sub-Saharan Africa (excluding high income),SSA,2040,3.2
6038,Sub-Saharan Africa (excluding high income),SSA,2041,3.2
6039,Sub-Saharan Africa (excluding high income),SSA,2042,3.2
6040,Sub-Saharan Africa (excluding high income),SSA,2043,3.2
6041,Sub-Saharan Africa (excluding high income),SSA,2044,3.2
6042,Sub-Saharan Africa (excluding high income),SSA,2045,3.2
6043,Sub-Saharan Africa (excluding high income),SSA,2046,3.2
6044,Sub-Saharan Africa (excluding high income),SSA,2047,3.2
6045,Sub-Saharan Africa (excluding high income),SSA,2048,3.2
6046,Sub-Saharan Africa (excluding high income),SSA,2049,3.2
6047,Sub-Saharan Africa (excluding high income),SSA,2050,3.2
6048,South Sudan,SSD,2023,3.2
6049,South Sudan,SSD,2024,3.2
6050,South Sudan,SSD,2025,3.2
6051,South Sudan,SSD,2026,3.2
6052,South Sudan,SSD,2027,3.2
6053,South Sudan,SSD,2028,3.2
6054,South Sudan,SSD,2029,3.2
6055,South Sudan,SSD,2030,3.2
6056,South Sudan,SSD,2031,3.2
6057,South Sudan,SSD,2032,3.2
6058,South Sudan,SSD,2033,3.2
6059,South Sudan,SSD,2034,3.2
6060,South Sudan,SSD,2035,3.2
6061,South Sudan,SSD,2036,3.2
6062,South Sudan,SSD,2037,3.2
6063,South Sudan,SSD,2038,3.2
6064,South Sudan,SSD,2039,3.2
6065,South Sudan,SSD,2040,3.2
6066,South Sudan,SSD,2041,3.2
6067,South Sudan,SSD,2042,3.2
6068,South Sudan,SSD,2043,3.2
6069,South Sudan,SSD,2044,3.2
6070,South Sudan,SSD,2045,3.2
6071,South Sudan,SSD,2046,3.2
6072,South Sudan,SSD,2047,3.2
6073,South Sudan,SSD,2048,3.2
6074,South Sudan,SSD,2049,3.2
6075,South Sudan,SSD,2050,3.2
6076,Sub-Saharan Africa,SSF,2023,3.2
6077,Sub-Saharan Africa,SSF,2024,3.2
6078,Sub-Saharan Africa,SSF,2025,3.2
6079,Sub-Saharan Africa,SSF,2026,3.2
6080,Sub-Saharan Africa,SSF,2027,3.2
6081,Sub-Saharan Africa,SSF,2028,3.2
6082,Sub-Saharan Africa,SSF,2029,3.2
6083,Sub-Saharan Africa,SSF,2030,3.2
6084,Sub-Saharan Africa,SSF,2031,3.2
6085,Sub-Saharan Africa,SSF,2032,3.2
6086,Sub-Saharan Africa,SSF,2033,3.2
6087,Sub-Saharan Africa,SSF,2034,3.2
6088,Sub-Saharan Africa,SSF,2035,3.2
6089,Sub-Saharan Africa,SSF,2036,3.2
6090,Sub-Saharan Africa,SSF,2037,3.2
6091,Sub-Saharan Africa,SSF,2038,3.2
6092,Sub-Saharan Africa,SSF,2039,3.2
6093,Sub-Saharan Africa,SSF,2040,3.2
6094,Sub-Saharan Africa,SSF,2041,3.2
6095,Sub-Saharan Africa,SSF,2042,3.2
6096,Sub-Saharan Africa,SSF,2043,3.2
6097,Sub-Saharan Africa,SSF,2044,3.2
6098,Sub-Saharan Africa,SSF,2045,3.2
6099,Sub-Saharan Africa,SSF,2046,3.2
6100,Sub-Saharan Africa,SSF,2047,3.2
6101,Sub-Saharan Africa,SSF,2048,3.2
6102,Sub-Saharan Africa,SSF,2049,3.2
6103,Sub-Saharan Africa,SSF,2050,3.2
6104,Small states,SST,2023,3.2
6105,Small states,SST,2024,3.2
6106,Small states,SST,2025,3.2
6107,Small states,SST,2026,3.2
6108,Small states,SST,2027,3.2
6109,Small states,SST,2028,3.2
6110,Small states,SST,2029,3.2
6111,Small states,SST,2030,3.2
6112,Small states,SST,2031,3.2
6113,Small states,SST,2032,3.2
6114,Small states,SST,2033,3.2
6115,Small states,SST,2034,3.2
6116,Small states,SST,2035,3.2
6117,Small states,SST,2036,3.2
6118,Small states,SST,2037,3.2
6119,Small states,SST,2038,3.2
6120,Small states,SST,2039,3.2
6121,Small states,SST,2040,3.2
6122,Small states,SST,2041,3.2
6123,Small states,SST,2042,3.2
6124,Small states,SST,2043,3.2
6125,Small states,SST,2044,3.2
6126,Small states,SST,2045,3.2
6127,Small states,SST,2046,3.2
6128,Small states,SST,2047,3.2
6129,Small states,SST,2048,3.2
6130,Small states,SST,2049,3.2
6131,Small states,SST,2050,3.2
6132,Sao Tome and Principe,STP,2023,3.2
6133,Sao Tome and Principe,STP,2024,3.2
6134,Sao Tome and Principe,STP,2025,3.2
6135,Sao Tome and Principe,STP,2026,3.2
6136,Sao Tome and Principe,STP,2027,3.2
6137,Sao Tome and Principe,STP,2028,3.2
6138,Sao Tome and Principe,STP,2029,3.2
6139,Sao Tome and Principe,STP,2030,3.2
6140,Sao Tome and Principe,STP,2031,3.2
6141,Sao Tome and Principe,STP,2032,3.2
6142,Sao Tome and Principe,STP,2033,3.2
6143,Sao Tome and Principe,STP,2034,3.2
6144,Sao Tome and Principe,STP,2035,3.2
6145,Sao Tome and Principe,STP,2036,3.2
6146,Sao Tome and Principe,STP,2037,3.2
6147,Sao Tome and Principe,STP,2038,3.2
6148,Sao Tome and Principe,STP,2039,3.2
6149,Sao Tome and Principe,STP,2040,3.2
6150,Sao Tome and Principe,STP,2041,3.2
6151,Sao Tome and Principe,STP,2042,3.2
6152,Sao Tome and Principe,STP,2043,3.2
6153,Sao Tome and Principe,STP,2044,3.2
6154,Sao Tome and Principe,STP,2045,3.2
6155,Sao Tome and Principe,STP,2046,3.2
6156,Sao Tome and Principe,STP,2047,3.2
6157,Sao Tome and Principe,STP,2048,3.2
6158,Sao Tome and Principe,STP,2049,3.2
6159,Sao Tome and Principe,STP,2050,3.2
6160,Suriname,SUR,2023,3.2
6161,Suriname,SUR,2024,3.2
6162,Suriname,SUR,2025,3.2
6163,Suriname,SUR,2026,3.2
6164,Suriname,SUR,2027,3.2
6165,Suriname,SUR,2028,3.2
6166,Suriname,SUR,2029,3.2
6167,Suriname,SUR,2030,3.2
6168,Suriname,SUR,2031,3.2
6169,Suriname,SUR,2032,3.2
6170,Suriname,SUR,2033,3.2
6171,Suriname,SUR,2034,3.2
6172,Suriname,SUR,2035,3.2
6173,Suriname,SUR,2036,3.2
6174,Suriname,SUR,2037,3.2
6175,Suriname,SUR,2038,3.2
6176,Suriname,SUR,2039,3.2
6177,Suriname,SUR,2040,3.2
6178,Suriname,SUR,2041,3.2
6179,Suriname,SUR,2042,3.2
6180,Suriname,SUR,2043,3.2
6181,Suriname,SUR,2044,3.2
6182,Suriname,SUR,2045,3.2
6183,Suriname,SUR,2046,3.2
6184,Suriname,SUR,2047,3.2
6185,Suriname,SUR,2048,3.2
6186,Suriname,SUR,2049,3.2
6187,Suriname,SUR,2050,3.2
6188,Slovak Republic,SVK,2023,3.2
6189,Slovak Republic,SVK,2024,3.2
6190,Slovak Republic,SVK,2025,3.2
6191,Slovak Republic,SVK,2026,3.2
6192,Slovak Republic,SVK,2027,3.2
6193,Slovak Republic,SVK,2028,3.2
6194,Slovak Republic,SVK,2029,3.2
6195,Slovak Republic,SVK,2030,3.2
6196,Slovak Republic,SVK,2031,3.2
6197,Slovak Republic,SVK,2032,3.2
6198,Slovak Republic,SVK,2033,3.2
6199,Slovak Republic,SVK,2034,3.2
6200,Slovak Republic,SVK,2035,3.2
6201,Slovak Republic,SVK,2036,3.2
6202,Slovak Republic,SVK,2037,3.2
6203,Slovak Republic,SVK,2038,3.2
6204,Slovak Republic,SVK,2039,3.2
6205,Slovak Republic,SVK,2040,3.2
6206,Slovak Republic,SVK,2041,3.2
6207,Slovak Republic,SVK,2042,3.2
6208,Slovak Republic,SVK,2043,3.2
6209,Slovak Republic,SVK,2044,3.2
6210,Slovak Republic,SVK,2045,3.2
6211,Slovak Republic,SVK,2046,3.2
6212,Slovak Republic,SVK,2047,3.2
6213,Slovak Republic,SVK,2048,3.2
6214,Slovak Republic,SVK,2049,3.2
6215,Slovak Republic,SVK,2050,3.2
6216,Slovenia,SVN,2023,3.2
6217,Slovenia,SVN,2024,3.2
6218,Slovenia,SVN,2025,3.2
6219,Slovenia,SVN,2026,3.2
6220,Slovenia,SVN,2027,3.2
6221,Slovenia,SVN,2028,3.2
6222,Slovenia,SVN,2029,3.2
6223,Slovenia,SVN,2030,3.2
6224,Slovenia,SVN,2031,3.2
6225,Slovenia,SVN,2032,3.2
6226,Slovenia,SVN,2033,3.2
6227,Slovenia,SVN,2034,3.2
6228,Slovenia,SVN,2035,3.2
6229,Slovenia,SVN,2036,3.2
6230,Slovenia,SVN,2037,3.2
6231,Slovenia,SVN,2038,3.2
6232,Slovenia,SVN,2039,3.2
6233,Slovenia,SVN,2040,3.2
6234,Slovenia,SVN,2041,3.2
6235,Slovenia,SVN,2042,3.2
6236,Slovenia,SVN,2043,3.2
6237,Slovenia,SVN,2044,3.2
6238,Slovenia,SVN,2045,3.2
6239,Slovenia,SVN,2046,3.2
6240,Slovenia,SVN,2047,3.2
6241,Slovenia,SVN,2048,3.2
6242,Slovenia,SVN,2049,3.2
6243,Slovenia,SVN,2050,3.2
6244,Sweden,SWE,2023,3.2
6245,Sweden,SWE,2024,3.2
6246,Sweden,SWE,2025,3.2
6247,Sweden,SWE,2026,3.2
6248,Sweden,SWE,2027,3.2
6249,Sweden,SWE,2028,3.2
6250,Sweden,SWE,2029,3.2
6251,Sweden,SWE,2030,3.2
6252,Sweden,SWE,2031,3.2
6253,Sweden,SWE,2032,3.2
6254,Sweden,SWE,2033,3.2
6255,Sweden,SWE,2034,3.2
6256,Sweden,SWE,2035,3.2
6257,Sweden,SWE,2036,3.2
6258,Sweden,SWE,2037,3.2
6259,Sweden,SWE,2038,3.2
6260,Sweden,SWE,2039,3.2
6261,Sweden,SWE,2040,3.2
6262,Sweden,SWE,2041,3.2
6263,Sweden,SWE,2042,3.2
6264,Sweden,SWE,2043,3.2
6265,Sweden,SWE,2044,3.2
6266,Sweden,SWE,2045,3.2
6267,Sweden,SWE,2046,3.2
6268,Sweden,SWE,2047,3.2
6269,Sweden,SWE,2048,3.2
6270,Sweden,SWE,2049,3.2
6271,Sweden,SWE,2050,3.2
6272,Eswatini,SWZ,2023,3.2
6273,Eswatini,SWZ,2024,3.2
6274,Eswatini,SWZ,2025,3.2
6275,Eswatini,SWZ,2026,3.2
6276,Eswatini,SWZ,2027,3.2
6277,Eswatini,SWZ,2028,3.2
6278,Eswatini,SWZ,2029,3.2
6279,Eswatini,SWZ,2030,3.2
6280,Eswatini,SWZ,2031,3.2
6281,Eswatini,SWZ,2032,3.2
6282,Eswatini,SWZ,2033,3.2
6283,Eswatini,SWZ,2034,3.2
6284,Eswatini,SWZ,2035,3.2
6285,Eswatini,SWZ,2036,3.2
6286,Eswatini,SWZ,2037,3.2
6287,Eswatini,SWZ,2038,3.2
6288,Eswatini,SWZ,2039,3.2
6289,Eswatini,SWZ,2040,3.2
6290,Eswatini,SWZ,2041,3.2
6291,Eswatini,SWZ,2042,3.2
6292,Eswatini,SWZ,2043,3.2
6293,Eswatini,SWZ,2044,3.2
6294,Eswatini,SWZ,2045,3.2
6295,Eswatini,SWZ,2046,3.2
6296,Eswatini,SWZ,2047,3.2
6297,Eswatini,SWZ,2048,3.2
6298,Eswatini,SWZ,2049,3.2
6299,Eswatini,SWZ,2050,3.2
6300,Sint Maarten (Dutch part),SXM,2023,3.2
6301,Sint Maarten (Dutch part),SXM,2024,3.2
6302,Sint Maarten (Dutch part),SXM,2025,3.2
6303,Sint Maarten (Dutch part),SXM,2026,3.2
6304,Sint Maarten (Dutch part),SXM,2027,3.2
6305,Sint Maarten (Dutch part),SXM,2028,3.2
6306,Sint Maarten (Dutch part),SXM,2029,3.2
6307,Sint Maarten (Dutch part),SXM,2030,3.2
6308,Sint Maarten (Dutch part),SXM,2031,3.2
6309,Sint Maarten (Dutch part),SXM,2032,3.2
6310,Sint Maarten (Dutch part),SXM,2033,3.2
6311,Sint Maarten (Dutch part),SXM,2034,3.2
6312,Sint Maarten (Dutch part),SXM,2035,3.2
6313,Sint Maarten (Dutch part),SXM,2036,3.2
6314,Sint Maarten (Dutch part),SXM,2037,3.2
6315,Sint Maarten (Dutch part),SXM,2038,3.2
6316,Sint Maarten (Dutch part),SXM,2039,3.2
6317,Sint Maarten (Dutch part),SXM,2040,3.2
6318,Sint Maarten (Dutch part),SXM,2041,3.2
6319,Sint Maarten (Dutch part),SXM,2042,3.2
6320,Sint Maarten (Dutch part),SXM,2043,3.2
6321,Sint Maarten (Dutch part),SXM,2044,3.2
6322,Sint Maarten (Dutch part),SXM,2045,3.2
6323,Sint Maarten (Dutch part),SXM,2046,3.2
6324,Sint Maarten (Dutch part),SXM,2047,3.2
6325,Sint Maarten (Dutch part),SXM,2048,3.2
6326,Sint Maarten (Dutch part),SXM,2049,3.2
6327,Sint Maarten (Dutch part),SXM,2050,3.2
6328,Seychelles,SYC,2023,3.2
6329,Seychelles,SYC,2024,3.2
6330,Seychelles,SYC,2025,3.2
6331,Seychelles,SYC,2026,3.2
6332,Seychelles,SYC,2027,3.2
6333,Seychelles,SYC,2028,3.2
6334,Seychelles,SYC,2029,3.2
6335,Seychelles,SYC,2030,3.2
6336,Seychelles,SYC,2031,3.2
6337,Seychelles,SYC,2032,3.2
6338,Seychelles,SYC,2033,3.2
6339,Seychelles,SYC,2034,3.2
6340,Seychelles,SYC,2035,3.2
6341,Seychelles,SYC,2036,3.2
6342,Seychelles,SYC,2037,3.2
6343,Seychelles,SYC,2038,3.2
6344,Seychelles,SYC,2039,3.2
6345,Seychelles,SYC,2040,3.2
6346,Seychelles,SYC,2041,3.2
6347,Seychelles,SYC,2042,3.2
6348,Seychelles,SYC,2043,3.2
6349,Seychelles,SYC,2044,3.2
6350,Seychelles,SYC,2045,3.2
6351,Seychelles,SYC,2046,3.2
6352,Seychelles,SYC,2047,3.2
6353,Seychelles,SYC,2048,3.2
6354,Seychelles,SYC,2049,3.2
6355,Seychelles,SYC,2050,3.2
6356,Syrian Arab Republic,SYR,2023,3.2
6357,Syrian Arab Republic,SYR,2024,3.2
6358,Syrian Arab Republic,SYR,2025,3.2
6359,Syrian Arab Republic,SYR,2026,3.2
6360,Syrian Arab Republic,SYR,2027,3.2
6361,Syrian Arab Republic,SYR,2028,3.2
6362,Syrian Arab Republic,SYR,2029,3.2
6363,Syrian Arab Republic,SYR,2030,3.2
6364,Syrian Arab Republic,SYR,2031,3.2
6365,Syrian Arab Republic,SYR,2032,3.2
6366,Syrian Arab Republic,SYR,2033,3.2
6367,Syrian Arab Republic,SYR,2034,3.2
6368,Syrian Arab Republic,SYR,2035,3.2
6369,Syrian Arab Republic,SYR,2036,3.2
6370,Syrian Arab Republic,SYR,2037,3.2
6371,Syrian Arab Republic,SYR,2038,3.2
6372,Syrian Arab Republic,SYR,2039,3.2
6373,Syrian Arab Republic,SYR,2040,3.2
6374,Syrian Arab Republic,SYR,2041,3.2
6375,Syrian Arab Republic,SYR,2042,3.2
6376,Syrian Arab Republic,SYR,2043,3.2
6377,Syrian Arab Republic,SYR,2044,3.2
6378,Syrian Arab Republic,SYR,2045,3.2
6379,Syrian Arab Republic,SYR,2046,3.2
6380,Syrian Arab Republic,SYR,2047,3.2
6381,Syrian Arab Republic,SYR,2048,3.2
6382,Syrian Arab Republic,SYR,2049,3.2
6383,Syrian Arab Republic,SYR,2050,3.2
6384,Turks and Caicos Islands,TCA,2023,3.2
6385,Turks and Caicos Islands,TCA,2024,3.2
6386,Turks and Caicos Islands,TCA,2025,3.2
6387,Turks and Caicos Islands,TCA,2026,3.2
6388,Turks and Caicos Islands,TCA,2027,3.2
6389,Turks and Caicos Islands,TCA,2028,3.2
6390,Turks and Caicos Islands,TCA,2029,3.2
6391,Turks and Caicos Islands,TCA,2030,3.2
6392,Turks and Caicos Islands,TCA,2031,3.2
6393,Turks and Caicos Islands,TCA,2032,3.2
6394,Turks and Caicos Islands,TCA,2033,3.2
6395,Turks and Caicos Islands,TCA,2034,3.2
6396,Turks and Caicos Islands,TCA,2035,3.2
6397,Turks and Caicos Islands,TCA,2036,3.2
6398,Turks and Caicos Islands,TCA,2037,3.2
6399,Turks and Caicos Islands,TCA,2038,3.2
6400,Turks and Caicos Islands,TCA,2039,3.2
6401,Turks and Caicos Islands,TCA,2040,3.2
6402,Turks and Caicos Islands,TCA,2041,3.2
6403,Turks and Caicos Islands,TCA,2042,3.2
6404,Turks and Caicos Islands,TCA,2043,3.2
6405,Turks and Caicos Islands,TCA,2044,3.2
6406,Turks and Caicos Islands,TCA,2045,3.2
6407,Turks and Caicos Islands,TCA,2046,3.2
6408,Turks and Caicos Islands,TCA,2047,3.2
6409,Turks and Caicos Islands,TCA,2048,3.2
6410,Turks and Caicos Islands,TCA,2049,3.2
6411,Turks and Caicos Islands,TCA,2050,3.2
6412,Chad,TCD,2023,3.2
6413,Chad,TCD,2024,3.2
6414,Chad,TCD,2025,3.2
6415,Chad,TCD,2026,3.2
6416,Chad,TCD,2027,3.2
6417,Chad,TCD,2028,3.2
6418,Chad,TCD,2029,3.2
6419,Chad,TCD,2030,3.2
6420,Chad,TCD,2031,3.2
6421,Chad,TCD,2032,3.2
6422,Chad,TCD,2033,3.2
6423,Chad,TCD,2034,3.2
6424,Chad,TCD,2035,3.2
6425,Chad,TCD,2036,3.2
6426,Chad,TCD,2037,3.2
6427,Chad,TCD,2038,3.2
6428,Chad,TCD,2039,3.2
6429,Chad,TCD,2040,3.2
6430,Chad,TCD,2041,3.2
6431,Chad,TCD,2042,3.2
6432,Chad,TCD,2043,3.2
6433,Chad,TCD,2044,3.2
6434,Chad,TCD,2045,3.2
6435,Chad,TCD,2046,3.2
6436,Chad,TCD,2047,3.2
6437,Chad,TCD,2048,3.2
6438,Chad,TCD,2049,3.2
6439,Chad,TCD,2050,3.2
6440,East Asia & Pacific (IDA & IBRD countries),TEA,2023,3.2
6441,East Asia & Pacific (IDA & IBRD countries),TEA,2024,3.2
6442,East Asia & Pacific (IDA & IBRD countries),TEA,2025,3.2
6443,East Asia & Pacific (IDA & IBRD countries),TEA,2026,3.2
6444,East Asia & Pacific (IDA & IBRD countries),TEA,2027,3.2
6445,East Asia & Pacific (IDA & IBRD countries),TEA,2028,3.2
6446,East Asia & Pacific (IDA & IBRD countries),TEA,2029,3.2
6447,East Asia & Pacific (IDA & IBRD countries),TEA,2030,3.2
6448,East Asia & Pacific (IDA & IBRD countries),TEA,2031,3.2
6449,East Asia & Pacific (IDA & IBRD countries),TEA,2032,3.2
6450,East Asia & Pacific (IDA & IBRD countries),TEA,2033,3.2
6451,East Asia & Pacific (IDA & IBRD countries),TEA,2034,3.2
6452,East Asia & Pacific (IDA & IBRD countries),TEA,2035,3.2
6453,East Asia & Pacific (IDA & IBRD countries),TEA,2036,3.2
6454,East Asia & Pacific (IDA & IBRD countries),TEA,2037,3.2
6455,East Asia & Pacific (IDA & IBRD countries),TEA,2038,3.2
6456,East Asia & Pacific (IDA & IBRD countries),TEA,2039,3.2
6457,East Asia & Pacific (IDA & IBRD countries),TEA,2040,3.2
6458,East Asia & Pacific (IDA & IBRD countries),TEA,2041,3.2
6459,East Asia & Pacific (IDA & IBRD countries),TEA,2042,3.2
6460,East Asia & Pacific (IDA & IBRD countries),TEA,2043,3.2
6461,East Asia & Pacific (IDA & IBRD countries),TEA,2044,3.2
6462,East Asia & Pacific (IDA & IBRD countries),TEA,2045,3.2
