Year,iso_code3,pij_lndu_croplands_to_forests_mangroves
2040,MKD,0.0
2041,MKD,0.0
2042,MKD,0.0
2043,MKD,0.0
2044,MKD,0.0
2045,MKD,0.0
2046,MKD,0.0
2047,MKD,0.0
2048,MKD,0.0
2049,MKD,0.0
2050,MKD,0.0
2019,MLI,0.0
2020,MLI,0.0
2021,MLI,0.0
2022,MLI,0.0
2023,MLI,0.0
2024,MLI,0.0
2025,MLI,0.0
2026,MLI,0.0
2027,MLI,0.0
2028,MLI,0.0
2029,MLI,0.0
2030,MLI,0.0
2031,MLI,0.0
2032,MLI,0.0
2033,MLI,0.0
2034,MLI,0.0
2035,MLI,0.0
2036,MLI,0.0
2037,MLI,0.0
2038,MLI,0.0
2039,MLI,0.0
2040,MLI,0.0
2041,MLI,0.0
2042,MLI,0.0
2043,MLI,0.0
2044,MLI,0.0
2045,MLI,0.0
2046,MLI,0.0
2047,MLI,0.0
2048,MLI,0.0
2049,MLI,0.0
2050,MLI,0.0
2019,MMR,0.0
2020,MMR,1.4286559151039169e-05
2021,MMR,1.4286559151039169e-05
2022,MMR,1.4286559151039169e-05
2023,MMR,1.4286559151039169e-05
2024,MMR,1.4286559151039169e-05
2025,MMR,1.4286559151039169e-05
2026,MMR,1.4286559151039169e-05
2027,MMR,1.4286559151039169e-05
2028,MMR,1.4286559151039169e-05
2029,MMR,1.4286559151039169e-05
2030,MMR,1.4286559151039169e-05
2031,MMR,1.4286559151039169e-05
2032,MMR,1.4286559151039169e-05
2033,MMR,1.4286559151039169e-05
2034,MMR,1.4286559151039169e-05
2035,MMR,1.4286559151039169e-05
2036,MMR,1.4286559151039169e-05
2037,MMR,1.4286559151039169e-05
2038,MMR,1.4286559151039169e-05
2039,MMR,1.4286559151039169e-05
2040,MMR,1.4286559151039169e-05
2041,MMR,1.4286559151039169e-05
2042,MMR,1.4286559151039169e-05
2043,MMR,1.4286559151039169e-05
2044,MMR,1.4286559151039169e-05
2045,MMR,1.4286559151039169e-05
2046,MMR,1.4286559151039169e-05
2047,MMR,1.4286559151039169e-05
2048,MMR,1.4286559151039169e-05
2049,MMR,1.4286559151039169e-05
2050,MMR,1.4286559151039169e-05
2019,MNE,0.0
2020,MNE,0.0980228744039889
2021,MNE,0.0980228744039889
2022,MNE,0.0980228744039889
2023,MNE,0.0980228744039889
2024,MNE,0.0980228744039889
2025,MNE,0.0980228744039889
2026,MNE,0.0980228744039889
2027,MNE,0.0980228744039889
2028,MNE,0.0980228744039889
2029,MNE,0.0980228744039889
2030,MNE,0.0980228744039889
2031,MNE,0.0980228744039889
2032,MNE,0.0980228744039889
2033,MNE,0.0980228744039889
2034,MNE,0.0980228744039889
2035,MNE,0.0980228744039889
2036,MNE,0.0980228744039889
2037,MNE,0.0980228744039889
2038,MNE,0.0980228744039889
2039,MNE,0.0980228744039889
2040,MNE,0.0980228744039889
2041,MNE,0.0980228744039889
2042,MNE,0.0980228744039889
2043,MNE,0.0980228744039889
2044,MNE,0.0980228744039889
2045,MNE,0.0980228744039889
2046,MNE,0.0980228744039889
2047,MNE,0.0980228744039889
2048,MNE,0.0980228744039889
2049,MNE,0.0980228744039889
2050,MNE,0.0980228744039889
2019,MNG,0.0
2020,MNG,0.0
2021,MNG,0.0
2022,MNG,0.0
2023,MNG,0.0
2024,MNG,0.0
2025,MNG,0.0
2026,MNG,0.0
2027,MNG,0.0
2028,MNG,0.0
2029,MNG,0.0
2030,MNG,0.0
2031,MNG,0.0
2032,MNG,0.0
2033,MNG,0.0
2034,MNG,0.0
2035,MNG,0.0
2036,MNG,0.0
2037,MNG,0.0
2038,MNG,0.0
2039,MNG,0.0
2040,MNG,0.0
2041,MNG,0.0
2042,MNG,0.0
2043,MNG,0.0
2044,MNG,0.0
2045,MNG,0.0
2046,MNG,0.0
2047,MNG,0.0
2048,MNG,0.0
2049,MNG,0.0
2050,MNG,0.0
2019,MOZ,9.69576461965679e-06
2020,MOZ,7.50916535729059e-05
2021,MOZ,7.50916535729059e-05
2022,MOZ,7.50916535729059e-05
2023,MOZ,7.50916535729059e-05
2024,MOZ,7.50916535729059e-05
2025,MOZ,7.50916535729059e-05
2026,MOZ,7.50916535729059e-05
2027,MOZ,7.50916535729059e-05
2028,MOZ,7.50916535729059e-05
2029,MOZ,7.50916535729059e-05
2030,MOZ,7.50916535729059e-05
2031,MOZ,7.50916535729059e-05
2032,MOZ,7.50916535729059e-05
2033,MOZ,7.50916535729059e-05
2034,MOZ,7.50916535729059e-05
2035,MOZ,7.50916535729059e-05
2036,MOZ,7.50916535729059e-05
2037,MOZ,7.50916535729059e-05
2038,MOZ,7.50916535729059e-05
2039,MOZ,7.50916535729059e-05
2040,MOZ,7.50916535729059e-05
2041,MOZ,7.50916535729059e-05
2042,MOZ,7.50916535729059e-05
2043,MOZ,7.50916535729059e-05
2044,MOZ,7.50916535729059e-05
2045,MOZ,7.50916535729059e-05
2046,MOZ,7.50916535729059e-05
2047,MOZ,7.50916535729059e-05
2048,MOZ,7.50916535729059e-05
2049,MOZ,7.50916535729059e-05
2050,MOZ,7.50916535729059e-05
2019,MRT,0.0005245462458808
2020,MRT,0.0003527460290343
2021,MRT,0.0003527460290343
2022,MRT,0.0003527460290343
2023,MRT,0.0003527460290343
2024,MRT,0.0003527460290343
2025,MRT,0.0003527460290343
2026,MRT,0.0003527460290343
2027,MRT,0.0003527460290343
2028,MRT,0.0003527460290343
2029,MRT,0.0003527460290343
2030,MRT,0.0003527460290343
2031,MRT,0.0003527460290343
2032,MRT,0.0003527460290343
2033,MRT,0.0003527460290343
2034,MRT,0.0003527460290343
2035,MRT,0.0003527460290343
2036,MRT,0.0003527460290343
2037,MRT,0.0003527460290343
2038,MRT,0.0003527460290343
2039,MRT,0.0003527460290343
2040,MRT,0.0003527460290343
2041,MRT,0.0003527460290343
2042,MRT,0.0003527460290343
2043,MRT,0.0003527460290343
2044,MRT,0.0003527460290343
2045,MRT,0.0003527460290343
2046,MRT,0.0003527460290343
2047,MRT,0.0003527460290343
2048,MRT,0.0003527460290343
2049,MRT,0.0003527460290343
2050,MRT,0.0003527460290343
2019,MUS,0.4901887317121344
2020,MUS,0.4901888471451734
2021,MUS,0.4901888471451734
2022,MUS,0.4901888471451734
2023,MUS,0.4901888471451734
2024,MUS,0.4901888471451734
2025,MUS,0.4901888471451734
2026,MUS,0.4901888471451734
2027,MUS,0.4901888471451734
2028,MUS,0.4901888471451734
2029,MUS,0.4901888471451734
2030,MUS,0.4901888471451734
2031,MUS,0.4901888471451734
2032,MUS,0.4901888471451734
2033,MUS,0.4901888471451734
2034,MUS,0.4901888471451734
2035,MUS,0.4901888471451734
2036,MUS,0.4901888471451734
2037,MUS,0.4901888471451734
2038,MUS,0.4901888471451734
2039,MUS,0.4901888471451734
2040,MUS,0.4901888471451734
2041,MUS,0.4901888471451734
2042,MUS,0.4901888471451734
2043,MUS,0.4901888471451734
2044,MUS,0.4901888471451734
2045,MUS,0.4901888471451734
2046,MUS,0.4901888471451734
2047,MUS,0.4901888471451734
2048,MUS,0.4901888471451734
2049,MUS,0.4901888471451734
2050,MUS,0.4901888471451734
2019,MWI,0.0
2020,MWI,0.0
2021,MWI,0.0
2022,MWI,0.0
2023,MWI,0.0
2024,MWI,0.0
2025,MWI,0.0
2026,MWI,0.0
2027,MWI,0.0
2028,MWI,0.0
2029,MWI,0.0
2030,MWI,0.0
2031,MWI,0.0
2032,MWI,0.0
2033,MWI,0.0
2034,MWI,0.0
2035,MWI,0.0
2036,MWI,0.0
2037,MWI,0.0
2038,MWI,0.0
2039,MWI,0.0
2040,MWI,0.0
2041,MWI,0.0
2042,MWI,0.0
2043,MWI,0.0
2044,MWI,0.0
2045,MWI,0.0
2046,MWI,0.0
2047,MWI,0.0
2048,MWI,0.0
2049,MWI,0.0
2050,MWI,0.0
2019,MYS,0.0
2020,MYS,0.0
2021,MYS,0.0
2022,MYS,0.0
2023,MYS,0.0
2024,MYS,0.0
2025,MYS,0.0
2026,MYS,0.0
2027,MYS,0.0
2028,MYS,0.0
2029,MYS,0.0
2030,MYS,0.0
2031,MYS,0.0
2032,MYS,0.0
2033,MYS,0.0
2034,MYS,0.0
2035,MYS,0.0
2036,MYS,0.0
2037,MYS,0.0
2038,MYS,0.0
2039,MYS,0.0
2040,MYS,0.0
2041,MYS,0.0
2042,MYS,0.0
2043,MYS,0.0
2044,MYS,0.0
2045,MYS,0.0
2046,MYS,0.0
2047,MYS,0.0
2048,MYS,0.0
2049,MYS,0.0
2050,MYS,0.0
2019,NAM,0.0
2020,NAM,0.0980234400628477
2021,NAM,0.0980234400628477
2022,NAM,0.0980234400628477
2023,NAM,0.0980234400628477
2024,NAM,0.0980234400628477
2025,NAM,0.0980234400628477
2026,NAM,0.0980234400628477
2027,NAM,0.0980234400628477
2028,NAM,0.0980234400628477
2029,NAM,0.0980234400628477
2030,NAM,0.0980234400628477
2031,NAM,0.0980234400628477
2032,NAM,0.0980234400628477
2033,NAM,0.0980234400628477
2034,NAM,0.0980234400628477
2035,NAM,0.0980234400628477
2036,NAM,0.0980234400628477
2037,NAM,0.0980234400628477
2038,NAM,0.0980234400628477
2039,NAM,0.0980234400628477
2040,NAM,0.0980234400628477
2041,NAM,0.0980234400628477
2042,NAM,0.0980234400628477
2043,NAM,0.0980234400628477
2044,NAM,0.0980234400628477
2045,NAM,0.0980234400628477
2046,NAM,0.0980234400628477
2047,NAM,0.0980234400628477
2048,NAM,0.0980234400628477
2049,NAM,0.0980234400628477
2050,NAM,0.0980234400628477
2019,NCL,0.4901901891517881
2020,NCL,0.4901922620440593
2021,NCL,0.4901922620440593
2022,NCL,0.4901922620440593
2023,NCL,0.4901922620440593
2024,NCL,0.4901922620440593
2025,NCL,0.4901922620440593
2026,NCL,0.4901922620440593
2027,NCL,0.4901922620440593
2028,NCL,0.4901922620440593
2029,NCL,0.4901922620440593
2030,NCL,0.4901922620440593
2031,NCL,0.4901922620440593
2032,NCL,0.4901922620440593
2033,NCL,0.4901922620440593
2034,NCL,0.4901922620440593
2035,NCL,0.4901922620440593
2036,NCL,0.4901922620440593
2037,NCL,0.4901922620440593
2038,NCL,0.4901922620440593
2039,NCL,0.4901922620440593
2040,NCL,0.4901922620440593
2041,NCL,0.4901922620440593
2042,NCL,0.4901922620440593
2043,NCL,0.4901922620440593
2044,NCL,0.4901922620440593
2045,NCL,0.4901922620440593
2046,NCL,0.4901922620440593
2047,NCL,0.4901922620440593
2048,NCL,0.4901922620440593
2049,NCL,0.4901922620440593
2050,NCL,0.4901922620440593
2019,NER,0.0
2020,NER,0.0
2021,NER,0.0
2022,NER,0.0
2023,NER,0.0
2024,NER,0.0
2025,NER,0.0
2026,NER,0.0
2027,NER,0.0
2028,NER,0.0
2029,NER,0.0
2030,NER,0.0
2031,NER,0.0
2032,NER,0.0
2033,NER,0.0
2034,NER,0.0
2035,NER,0.0
2036,NER,0.0
2037,NER,0.0
2038,NER,0.0
2039,NER,0.0
2040,NER,0.0
2041,NER,0.0
2042,NER,0.0
2043,NER,0.0
2044,NER,0.0
2045,NER,0.0
2046,NER,0.0
2047,NER,0.0
2048,NER,0.0
2049,NER,0.0
2050,NER,0.0
2019,NGA,0.0
2020,NGA,0.0
2021,NGA,0.0
2022,NGA,0.0
2023,NGA,0.0
2024,NGA,0.0
2025,NGA,0.0
2026,NGA,0.0
2027,NGA,0.0
2028,NGA,0.0
2029,NGA,0.0
2030,NGA,0.0
2031,NGA,0.0
2032,NGA,0.0
2033,NGA,0.0
2034,NGA,0.0
2035,NGA,0.0
2036,NGA,0.0
2037,NGA,0.0
2038,NGA,0.0
2039,NGA,0.0
2040,NGA,0.0
2041,NGA,0.0
2042,NGA,0.0
2043,NGA,0.0
2044,NGA,0.0
2045,NGA,0.0
2046,NGA,0.0
2047,NGA,0.0
2048,NGA,0.0
2049,NGA,0.0
2050,NGA,0.0
2019,NIC,5.265517513729347e-06
2020,NIC,2.5215069517797496e-05
2021,NIC,2.5215069517797496e-05
2022,NIC,2.5215069517797496e-05
2023,NIC,2.5215069517797496e-05
2024,NIC,2.5215069517797496e-05
2025,NIC,2.5215069517797496e-05
2026,NIC,2.5215069517797496e-05
2027,NIC,2.5215069517797496e-05
2028,NIC,2.5215069517797496e-05
2029,NIC,2.5215069517797496e-05
2030,NIC,2.5215069517797496e-05
2031,NIC,2.5215069517797496e-05
2032,NIC,2.5215069517797496e-05
2033,NIC,2.5215069517797496e-05
2034,NIC,2.5215069517797496e-05
2035,NIC,2.5215069517797496e-05
2036,NIC,2.5215069517797496e-05
2037,NIC,2.5215069517797496e-05
2038,NIC,2.5215069517797496e-05
2039,NIC,2.5215069517797496e-05
2040,NIC,2.5215069517797496e-05
2041,NIC,2.5215069517797496e-05
2042,NIC,2.5215069517797496e-05
2043,NIC,2.5215069517797496e-05
2044,NIC,2.5215069517797496e-05
2045,NIC,2.5215069517797496e-05
2046,NIC,2.5215069517797496e-05
2047,NIC,2.5215069517797496e-05
2048,NIC,2.5215069517797496e-05
2049,NIC,2.5215069517797496e-05
2050,NIC,2.5215069517797496e-05
2019,NLD,0.0
2020,NLD,0.0
2021,NLD,0.0
2022,NLD,0.0
2023,NLD,0.0
2024,NLD,0.0
2025,NLD,0.0
2026,NLD,0.0
2027,NLD,0.0
2028,NLD,0.0
2029,NLD,0.0
2030,NLD,0.0
2031,NLD,0.0
2032,NLD,0.0
2033,NLD,0.0
2034,NLD,0.0
2035,NLD,0.0
2036,NLD,0.0
2037,NLD,0.0
2038,NLD,0.0
2039,NLD,0.0
2040,NLD,0.0
2041,NLD,0.0
2042,NLD,0.0
2043,NLD,0.0
2044,NLD,0.0
2045,NLD,0.0
2046,NLD,0.0
2047,NLD,0.0
2048,NLD,0.0
2049,NLD,0.0
2050,NLD,0.0
2019,NOR,0.0
2020,NOR,0.0
2021,NOR,0.0
2022,NOR,0.0
2023,NOR,0.0
2024,NOR,0.0
2025,NOR,0.0
2026,NOR,0.0
2027,NOR,0.0
2028,NOR,0.0
2029,NOR,0.0
2030,NOR,0.0
2031,NOR,0.0
2032,NOR,0.0
2033,NOR,0.0
2034,NOR,0.0
2035,NOR,0.0
2036,NOR,0.0
2037,NOR,0.0
2038,NOR,0.0
2039,NOR,0.0
2040,NOR,0.0
2041,NOR,0.0
2042,NOR,0.0
2043,NOR,0.0
2044,NOR,0.0
2045,NOR,0.0
2046,NOR,0.0
2047,NOR,0.0
2048,NOR,0.0
2049,NOR,0.0
2050,NOR,0.0
2019,NPL,0.0
2020,NPL,0.0
2021,NPL,0.0
2022,NPL,0.0
2023,NPL,0.0
2024,NPL,0.0
2025,NPL,0.0
2026,NPL,0.0
2027,NPL,0.0
2028,NPL,0.0
2029,NPL,0.0
2030,NPL,0.0
2031,NPL,0.0
2032,NPL,0.0
2033,NPL,0.0
2034,NPL,0.0
2035,NPL,0.0
2036,NPL,0.0
2037,NPL,0.0
2038,NPL,0.0
2039,NPL,0.0
2040,NPL,0.0
2041,NPL,0.0
2042,NPL,0.0
2043,NPL,0.0
2044,NPL,0.0
2045,NPL,0.0
2046,NPL,0.0
2047,NPL,0.0
2048,NPL,0.0
2049,NPL,0.0
2050,NPL,0.0
2019,NZL,0.000202662814042
2020,NZL,0.00045605478399
2021,NZL,0.00045605478399
2022,NZL,0.00045605478399
2023,NZL,0.00045605478399
2024,NZL,0.00045605478399
2025,NZL,0.00045605478399
2026,NZL,0.00045605478399
2027,NZL,0.00045605478399
2028,NZL,0.00045605478399
2029,NZL,0.00045605478399
2030,NZL,0.00045605478399
2031,NZL,0.00045605478399
2032,NZL,0.00045605478399
2033,NZL,0.00045605478399
2034,NZL,0.00045605478399
2035,NZL,0.00045605478399
2036,NZL,0.00045605478399
2037,NZL,0.00045605478399
2038,NZL,0.00045605478399
2039,NZL,0.00045605478399
2040,NZL,0.00045605478399
2041,NZL,0.00045605478399
2042,NZL,0.00045605478399
2043,NZL,0.00045605478399
2044,NZL,0.00045605478399
2045,NZL,0.00045605478399
2046,NZL,0.00045605478399
2047,NZL,0.00045605478399
2048,NZL,0.00045605478399
2049,NZL,0.00045605478399
2050,NZL,0.00045605478399
2019,PAK,8.079670077423309e-05
2020,PAK,2.9031326771233465e-05
2021,PAK,2.9031326771233465e-05
2022,PAK,2.9031326771233465e-05
2023,PAK,2.9031326771233465e-05
2024,PAK,2.9031326771233465e-05
2025,PAK,2.9031326771233465e-05
2026,PAK,2.9031326771233465e-05
2027,PAK,2.9031326771233465e-05
2028,PAK,2.9031326771233465e-05
2029,PAK,2.9031326771233465e-05
2030,PAK,2.9031326771233465e-05
2031,PAK,2.9031326771233465e-05
2032,PAK,2.9031326771233465e-05
2033,PAK,2.9031326771233465e-05
2034,PAK,2.9031326771233465e-05
2035,PAK,2.9031326771233465e-05
2036,PAK,2.9031326771233465e-05
2037,PAK,2.9031326771233465e-05
2038,PAK,2.9031326771233465e-05
2039,PAK,2.9031326771233465e-05
2040,PAK,2.9031326771233465e-05
2041,PAK,2.9031326771233465e-05
2042,PAK,2.9031326771233465e-05
2043,PAK,2.9031326771233465e-05
2044,PAK,2.9031326771233465e-05
2045,PAK,2.9031326771233465e-05
2046,PAK,2.9031326771233465e-05
2047,PAK,2.9031326771233465e-05
2048,PAK,2.9031326771233465e-05
2049,PAK,2.9031326771233465e-05
2050,PAK,2.9031326771233465e-05
2019,PAN,0.0
2020,PAN,2.393502017414304e-05
2021,PAN,2.393502017414304e-05
2022,PAN,2.393502017414304e-05
2023,PAN,2.393502017414304e-05
2024,PAN,2.393502017414304e-05
2025,PAN,2.393502017414304e-05
2026,PAN,2.393502017414304e-05
2027,PAN,2.393502017414304e-05
2028,PAN,2.393502017414304e-05
2029,PAN,2.393502017414304e-05
2030,PAN,2.393502017414304e-05
2031,PAN,2.393502017414304e-05
2032,PAN,2.393502017414304e-05
2033,PAN,2.393502017414304e-05
2034,PAN,2.393502017414304e-05
2035,PAN,2.393502017414304e-05
2036,PAN,2.393502017414304e-05
2037,PAN,2.393502017414304e-05
2038,PAN,2.393502017414304e-05
2039,PAN,2.393502017414304e-05
2040,PAN,2.393502017414304e-05
2041,PAN,2.393502017414304e-05
2042,PAN,2.393502017414304e-05
2043,PAN,2.393502017414304e-05
2044,PAN,2.393502017414304e-05
2045,PAN,2.393502017414304e-05
2046,PAN,2.393502017414304e-05
2047,PAN,2.393502017414304e-05
2048,PAN,2.393502017414304e-05
2049,PAN,2.393502017414304e-05
2050,PAN,2.393502017414304e-05
2019,PER,0.000138871880057
2020,PER,0.0002582606012324
2021,PER,0.0002582606012324
2022,PER,0.0002582606012324
2023,PER,0.0002582606012324
2024,PER,0.0002582606012324
2025,PER,0.0002582606012324
2026,PER,0.0002582606012324
2027,PER,0.0002582606012324
2028,PER,0.0002582606012324
2029,PER,0.0002582606012324
2030,PER,0.0002582606012324
2031,PER,0.0002582606012324
2032,PER,0.0002582606012324
2033,PER,0.0002582606012324
2034,PER,0.0002582606012324
2035,PER,0.0002582606012324
2036,PER,0.0002582606012324
2037,PER,0.0002582606012324
2038,PER,0.0002582606012324
2039,PER,0.0002582606012324
2040,PER,0.0002582606012324
2041,PER,0.0002582606012324
2042,PER,0.0002582606012324
2043,PER,0.0002582606012324
2044,PER,0.0002582606012324
2045,PER,0.0002582606012324
2046,PER,0.0002582606012324
2047,PER,0.0002582606012324
2048,PER,0.0002582606012324
2049,PER,0.0002582606012324
2050,PER,0.0002582606012324
2019,PHL,3.919063942491389e-05
2020,PHL,0.0003517523719122
2021,PHL,0.0003517523719122
2022,PHL,0.0003517523719122
2023,PHL,0.0003517523719122
2024,PHL,0.0003517523719122
2025,PHL,0.0003517523719122
2026,PHL,0.0003517523719122
2027,PHL,0.0003517523719122
2028,PHL,0.0003517523719122
2029,PHL,0.0003517523719122
2030,PHL,0.0003517523719122
2031,PHL,0.0003517523719122
2032,PHL,0.0003517523719122
2033,PHL,0.0003517523719122
2034,PHL,0.0003517523719122
2035,PHL,0.0003517523719122
2036,PHL,0.0003517523719122
2037,PHL,0.0003517523719122
2038,PHL,0.0003517523719122
2039,PHL,0.0003517523719122
2040,PHL,0.0003517523719122
2041,PHL,0.0003517523719122
2042,PHL,0.0003517523719122
2043,PHL,0.0003517523719122
2044,PHL,0.0003517523719122
2045,PHL,0.0003517523719122
2046,PHL,0.0003517523719122
2047,PHL,0.0003517523719122
2048,PHL,0.0003517523719122
2049,PHL,0.0003517523719122
2050,PHL,0.0003517523719122
2019,PNG,0.009633452370929
2020,PNG,0.1016225563672422
2021,PNG,0.1016225563672422
2022,PNG,0.1016225563672422
2023,PNG,0.1016225563672422
2024,PNG,0.1016225563672422
2025,PNG,0.1016225563672422
2026,PNG,0.1016225563672422
2027,PNG,0.1016225563672422
2028,PNG,0.1016225563672422
2029,PNG,0.1016225563672422
2030,PNG,0.1016225563672422
2031,PNG,0.1016225563672422
2032,PNG,0.1016225563672422
2033,PNG,0.1016225563672422
2034,PNG,0.1016225563672422
2035,PNG,0.1016225563672422
2036,PNG,0.1016225563672422
2037,PNG,0.1016225563672422
2038,PNG,0.1016225563672422
2039,PNG,0.1016225563672422
2040,PNG,0.1016225563672422
2041,PNG,0.1016225563672422
2042,PNG,0.1016225563672422
2043,PNG,0.1016225563672422
2044,PNG,0.1016225563672422
2045,PNG,0.1016225563672422
2046,PNG,0.1016225563672422
2047,PNG,0.1016225563672422
2048,PNG,0.1016225563672422
2049,PNG,0.1016225563672422
2050,PNG,0.1016225563672422
2019,POL,0.0
2020,POL,0.0
2021,POL,0.0
2022,POL,0.0
2023,POL,0.0
2024,POL,0.0
2025,POL,0.0
2026,POL,0.0
2027,POL,0.0
2028,POL,0.0
2029,POL,0.0
2030,POL,0.0
2031,POL,0.0
2032,POL,0.0
2033,POL,0.0
2034,POL,0.0
2035,POL,0.0
2036,POL,0.0
2037,POL,0.0
2038,POL,0.0
2039,POL,0.0
2040,POL,0.0
2041,POL,0.0
2042,POL,0.0
2043,POL,0.0
2044,POL,0.0
2045,POL,0.0
2046,POL,0.0
2047,POL,0.0
2048,POL,0.0
2049,POL,0.0
2050,POL,0.0
2019,PRI,1.691487694363987e-05
2020,PRI,0.0980466275108694
2021,PRI,0.0980466275108694
2022,PRI,0.0980466275108694
2023,PRI,0.0980466275108694
2024,PRI,0.0980466275108694
2025,PRI,0.0980466275108694
2026,PRI,0.0980466275108694
2027,PRI,0.0980466275108694
2028,PRI,0.0980466275108694
2029,PRI,0.0980466275108694
2030,PRI,0.0980466275108694
2031,PRI,0.0980466275108694
2032,PRI,0.0980466275108694
2033,PRI,0.0980466275108694
2034,PRI,0.0980466275108694
2035,PRI,0.0980466275108694
2036,PRI,0.0980466275108694
2037,PRI,0.0980466275108694
2038,PRI,0.0980466275108694
2039,PRI,0.0980466275108694
2040,PRI,0.0980466275108694
2041,PRI,0.0980466275108694
2042,PRI,0.0980466275108694
2043,PRI,0.0980466275108694
2044,PRI,0.0980466275108694
2045,PRI,0.0980466275108694
2046,PRI,0.0980466275108694
2047,PRI,0.0980466275108694
2048,PRI,0.0980466275108694
2049,PRI,0.0980466275108694
2050,PRI,0.0980466275108694
2019,PRK,0.0
2020,PRK,0.0
2021,PRK,0.0
2022,PRK,0.0
2023,PRK,0.0
2024,PRK,0.0
2025,PRK,0.0
2026,PRK,0.0
2027,PRK,0.0
2028,PRK,0.0
2029,PRK,0.0
2030,PRK,0.0
2031,PRK,0.0
2032,PRK,0.0
2033,PRK,0.0
2034,PRK,0.0
2035,PRK,0.0
2036,PRK,0.0
2037,PRK,0.0
2038,PRK,0.0
2039,PRK,0.0
2040,PRK,0.0
2041,PRK,0.0
2042,PRK,0.0
2043,PRK,0.0
2044,PRK,0.0
2045,PRK,0.0
2046,PRK,0.0
2047,PRK,0.0
2048,PRK,0.0
2049,PRK,0.0
2050,PRK,0.0
2019,PRT,0.0
2020,PRT,0.0
2021,PRT,0.0
2022,PRT,0.0
2023,PRT,0.0
2024,PRT,0.0
2025,PRT,0.0
2026,PRT,0.0
2027,PRT,0.0
2028,PRT,0.0
2029,PRT,0.0
2030,PRT,0.0
2031,PRT,0.0
2032,PRT,0.0
2033,PRT,0.0
2034,PRT,0.0
2035,PRT,0.0
2036,PRT,0.0
2037,PRT,0.0
2038,PRT,0.0
2039,PRT,0.0
2040,PRT,0.0
2041,PRT,0.0
2042,PRT,0.0
2043,PRT,0.0
2044,PRT,0.0
2045,PRT,0.0
2046,PRT,0.0
2047,PRT,0.0
2048,PRT,0.0
2049,PRT,0.0
2050,PRT,0.0
2019,PRY,0.0
2020,PRY,0.0
2021,PRY,0.0
2022,PRY,0.0
2023,PRY,0.0
2024,PRY,0.0
2025,PRY,0.0
2026,PRY,0.0
2027,PRY,0.0
2028,PRY,0.0
2029,PRY,0.0
2030,PRY,0.0
2031,PRY,0.0
2032,PRY,0.0
2033,PRY,0.0
2034,PRY,0.0
2035,PRY,0.0
2036,PRY,0.0
2037,PRY,0.0
2038,PRY,0.0
2039,PRY,0.0
2040,PRY,0.0
2041,PRY,0.0
2042,PRY,0.0
2043,PRY,0.0
2044,PRY,0.0
2045,PRY,0.0
2046,PRY,0.0
2047,PRY,0.0
2048,PRY,0.0
2049,PRY,0.0
2050,PRY,0.0
2019,ROU,0.0
2020,ROU,0.0
2021,ROU,0.0
2022,ROU,0.0
2023,ROU,0.0
2024,ROU,0.0
2025,ROU,0.0
2026,ROU,0.0
2027,ROU,0.0
2028,ROU,0.0
2029,ROU,0.0
2030,ROU,0.0
2031,ROU,0.0
2032,ROU,0.0
2033,ROU,0.0
2034,ROU,0.0
2035,ROU,0.0
2036,ROU,0.0
2037,ROU,0.0
2038,ROU,0.0
2039,ROU,0.0
2040,ROU,0.0
2041,ROU,0.0
2042,ROU,0.0
2043,ROU,0.0
2044,ROU,0.0
2045,ROU,0.0
2046,ROU,0.0
2047,ROU,0.0
2048,ROU,0.0
2049,ROU,0.0
2050,ROU,0.0
2019,RUS,0.0
2020,RUS,0.0
2021,RUS,0.0
2022,RUS,0.0
2023,RUS,0.0
2024,RUS,0.0
2025,RUS,0.0
2026,RUS,0.0
2027,RUS,0.0
2028,RUS,0.0
2029,RUS,0.0
2030,RUS,0.0
2031,RUS,0.0
2032,RUS,0.0
2033,RUS,0.0
2034,RUS,0.0
2035,RUS,0.0
2036,RUS,0.0
2037,RUS,0.0
2038,RUS,0.0
2039,RUS,0.0
2040,RUS,0.0
2041,RUS,0.0
2042,RUS,0.0
2043,RUS,0.0
2044,RUS,0.0
2045,RUS,0.0
2046,RUS,0.0
2047,RUS,0.0
2048,RUS,0.0
2049,RUS,0.0
2050,RUS,0.0
2019,RWA,0.0
2020,RWA,0.0
2021,RWA,0.0
2022,RWA,0.0
2023,RWA,0.0
2024,RWA,0.0
2025,RWA,0.0
2026,RWA,0.0
2027,RWA,0.0
2028,RWA,0.0
2029,RWA,0.0
2030,RWA,0.0
2031,RWA,0.0
2032,RWA,0.0
2033,RWA,0.0
2034,RWA,0.0
2035,RWA,0.0
2036,RWA,0.0
2037,RWA,0.0
2038,RWA,0.0
2039,RWA,0.0
2040,RWA,0.0
2041,RWA,0.0
2042,RWA,0.0
2043,RWA,0.0
2044,RWA,0.0
2045,RWA,0.0
2046,RWA,0.0
2047,RWA,0.0
2048,RWA,0.0
2049,RWA,0.0
2050,RWA,0.0
2019,SAU,0.0014980805268283
2020,SAU,0.0006480835651919
2021,SAU,0.0006480835651919
2022,SAU,0.0006480835651919
2023,SAU,0.0006480835651919
2024,SAU,0.0006480835651919
2025,SAU,0.0006480835651919
2026,SAU,0.0006480835651919
2027,SAU,0.0006480835651919
2028,SAU,0.0006480835651919
2029,SAU,0.0006480835651919
2030,SAU,0.0006480835651919
2031,SAU,0.0006480835651919
2032,SAU,0.0006480835651919
2033,SAU,0.0006480835651919
