,Nation,iso_code3,Year,fuelefficiency_trns_rail_freight_diesel_km_per_litre
3672,Liberia,LBR,2027,8.8
3673,Liberia,LBR,2028,8.8
3674,Liberia,LBR,2029,8.8
3675,Liberia,LBR,2030,8.8
3676,Liberia,LBR,2031,8.8
3677,Liberia,LBR,2032,8.8
3678,Liberia,LBR,2033,8.8
3679,Liberia,LBR,2034,8.8
3680,Liberia,LBR,2035,8.8
3681,Liberia,LBR,2036,8.8
3682,Liberia,LBR,2037,8.8
3683,Liberia,LBR,2038,8.8
3684,Liberia,LBR,2039,8.8
3685,Liberia,LBR,2040,8.8
3686,Liberia,LBR,2041,8.8
3687,Liberia,LBR,2042,8.8
3688,Liberia,LBR,2043,8.8
3689,Liberia,LBR,2044,8.8
3690,Liberia,LBR,2045,8.8
3691,Liberia,LBR,2046,8.8
3692,Liberia,LBR,2047,8.8
3693,Liberia,LBR,2048,8.8
3694,Liberia,LBR,2049,8.8
3695,Liberia,LBR,2050,8.8
3696,Libya,LBY,2023,8.8
3697,Libya,LBY,2024,8.8
3698,Libya,LBY,2025,8.8
3699,Libya,LBY,2026,8.8
3700,Libya,LBY,2027,8.8
3701,Libya,LBY,2028,8.8
3702,Libya,LBY,2029,8.8
3703,Libya,LBY,2030,8.8
3704,Libya,LBY,2031,8.8
3705,Libya,LBY,2032,8.8
3706,Libya,LBY,2033,8.8
3707,Libya,LBY,2034,8.8
3708,Libya,LBY,2035,8.8
3709,Libya,LBY,2036,8.8
3710,Libya,LBY,2037,8.8
3711,Libya,LBY,2038,8.8
3712,Libya,LBY,2039,8.8
3713,Libya,LBY,2040,8.8
3714,Libya,LBY,2041,8.8
3715,Libya,LBY,2042,8.8
3716,Libya,LBY,2043,8.8
3717,Libya,LBY,2044,8.8
3718,Libya,LBY,2045,8.8
3719,Libya,LBY,2046,8.8
3720,Libya,LBY,2047,8.8
3721,Libya,LBY,2048,8.8
3722,Libya,LBY,2049,8.8
3723,Libya,LBY,2050,8.8
3724,St. Lucia,LCA,2023,8.8
3725,St. Lucia,LCA,2024,8.8
3726,St. Lucia,LCA,2025,8.8
3727,St. Lucia,LCA,2026,8.8
3728,St. Lucia,LCA,2027,8.8
3729,St. Lucia,LCA,2028,8.8
3730,St. Lucia,LCA,2029,8.8
3731,St. Lucia,LCA,2030,8.8
3732,St. Lucia,LCA,2031,8.8
3733,St. Lucia,LCA,2032,8.8
3734,St. Lucia,LCA,2033,8.8
3735,St. Lucia,LCA,2034,8.8
3736,St. Lucia,LCA,2035,8.8
3737,St. Lucia,LCA,2036,8.8
3738,St. Lucia,LCA,2037,8.8
3739,St. Lucia,LCA,2038,8.8
3740,St. Lucia,LCA,2039,8.8
3741,St. Lucia,LCA,2040,8.8
3742,St. Lucia,LCA,2041,8.8
3743,St. Lucia,LCA,2042,8.8
3744,St. Lucia,LCA,2043,8.8
3745,St. Lucia,LCA,2044,8.8
3746,St. Lucia,LCA,2045,8.8
3747,St. Lucia,LCA,2046,8.8
3748,St. Lucia,LCA,2047,8.8
3749,St. Lucia,LCA,2048,8.8
3750,St. Lucia,LCA,2049,8.8
3751,St. Lucia,LCA,2050,8.8
3752,Latin America & Caribbean,LCN,2023,8.8
3753,Latin America & Caribbean,LCN,2024,8.8
3754,Latin America & Caribbean,LCN,2025,8.8
3755,Latin America & Caribbean,LCN,2026,8.8
3756,Latin America & Caribbean,LCN,2027,8.8
3757,Latin America & Caribbean,LCN,2028,8.8
3758,Latin America & Caribbean,LCN,2029,8.8
3759,Latin America & Caribbean,LCN,2030,8.8
3760,Latin America & Caribbean,LCN,2031,8.8
3761,Latin America & Caribbean,LCN,2032,8.8
3762,Latin America & Caribbean,LCN,2033,8.8
3763,Latin America & Caribbean,LCN,2034,8.8
3764,Latin America & Caribbean,LCN,2035,8.8
3765,Latin America & Caribbean,LCN,2036,8.8
3766,Latin America & Caribbean,LCN,2037,8.8
3767,Latin America & Caribbean,LCN,2038,8.8
3768,Latin America & Caribbean,LCN,2039,8.8
3769,Latin America & Caribbean,LCN,2040,8.8
3770,Latin America & Caribbean,LCN,2041,8.8
3771,Latin America & Caribbean,LCN,2042,8.8
3772,Latin America & Caribbean,LCN,2043,8.8
3773,Latin America & Caribbean,LCN,2044,8.8
3774,Latin America & Caribbean,LCN,2045,8.8
3775,Latin America & Caribbean,LCN,2046,8.8
3776,Latin America & Caribbean,LCN,2047,8.8
3777,Latin America & Caribbean,LCN,2048,8.8
3778,Latin America & Caribbean,LCN,2049,8.8
3779,Latin America & Caribbean,LCN,2050,8.8
3780,Least developed countries: UN classification,LDC,2023,8.8
3781,Least developed countries: UN classification,LDC,2024,8.8
3782,Least developed countries: UN classification,LDC,2025,8.8
3783,Least developed countries: UN classification,LDC,2026,8.8
3784,Least developed countries: UN classification,LDC,2027,8.8
3785,Least developed countries: UN classification,LDC,2028,8.8
3786,Least developed countries: UN classification,LDC,2029,8.8
3787,Least developed countries: UN classification,LDC,2030,8.8
3788,Least developed countries: UN classification,LDC,2031,8.8
3789,Least developed countries: UN classification,LDC,2032,8.8
3790,Least developed countries: UN classification,LDC,2033,8.8
3791,Least developed countries: UN classification,LDC,2034,8.8
3792,Least developed countries: UN classification,LDC,2035,8.8
3793,Least developed countries: UN classification,LDC,2036,8.8
3794,Least developed countries: UN classification,LDC,2037,8.8
3795,Least developed countries: UN classification,LDC,2038,8.8
3796,Least developed countries: UN classification,LDC,2039,8.8
3797,Least developed countries: UN classification,LDC,2040,8.8
3798,Least developed countries: UN classification,LDC,2041,8.8
3799,Least developed countries: UN classification,LDC,2042,8.8
3800,Least developed countries: UN classification,LDC,2043,8.8
3801,Least developed countries: UN classification,LDC,2044,8.8
3802,Least developed countries: UN classification,LDC,2045,8.8
3803,Least developed countries: UN classification,LDC,2046,8.8
3804,Least developed countries: UN classification,LDC,2047,8.8
3805,Least developed countries: UN classification,LDC,2048,8.8
3806,Least developed countries: UN classification,LDC,2049,8.8
3807,Least developed countries: UN classification,LDC,2050,8.8
3808,Low income,LIC,2023,8.8
3809,Low income,LIC,2024,8.8
3810,Low income,LIC,2025,8.8
3811,Low income,LIC,2026,8.8
3812,Low income,LIC,2027,8.8
3813,Low income,LIC,2028,8.8
3814,Low income,LIC,2029,8.8
3815,Low income,LIC,2030,8.8
3816,Low income,LIC,2031,8.8
3817,Low income,LIC,2032,8.8
3818,Low income,LIC,2033,8.8
3819,Low income,LIC,2034,8.8
3820,Low income,LIC,2035,8.8
3821,Low income,LIC,2036,8.8
3822,Low income,LIC,2037,8.8
3823,Low income,LIC,2038,8.8
3824,Low income,LIC,2039,8.8
3825,Low income,LIC,2040,8.8
3826,Low income,LIC,2041,8.8
3827,Low income,LIC,2042,8.8
3828,Low income,LIC,2043,8.8
3829,Low income,LIC,2044,8.8
3830,Low income,LIC,2045,8.8
3831,Low income,LIC,2046,8.8
3832,Low income,LIC,2047,8.8
3833,Low income,LIC,2048,8.8
3834,Low income,LIC,2049,8.8
3835,Low income,LIC,2050,8.8
3836,Liechtenstein,LIE,2023,8.8
3837,Liechtenstein,LIE,2024,8.8
3838,Liechtenstein,LIE,2025,8.8
3839,Liechtenstein,LIE,2026,8.8
3840,Liechtenstein,LIE,2027,8.8
3841,Liechtenstein,LIE,2028,8.8
3842,Liechtenstein,LIE,2029,8.8
3843,Liechtenstein,LIE,2030,8.8
3844,Liechtenstein,LIE,2031,8.8
3845,Liechtenstein,LIE,2032,8.8
3846,Liechtenstein,LIE,2033,8.8
3847,Liechtenstein,LIE,2034,8.8
3848,Liechtenstein,LIE,2035,8.8
3849,Liechtenstein,LIE,2036,8.8
3850,Liechtenstein,LIE,2037,8.8
3851,Liechtenstein,LIE,2038,8.8
3852,Liechtenstein,LIE,2039,8.8
3853,Liechtenstein,LIE,2040,8.8
3854,Liechtenstein,LIE,2041,8.8
3855,Liechtenstein,LIE,2042,8.8
3856,Liechtenstein,LIE,2043,8.8
3857,Liechtenstein,LIE,2044,8.8
3858,Liechtenstein,LIE,2045,8.8
3859,Liechtenstein,LIE,2046,8.8
3860,Liechtenstein,LIE,2047,8.8
3861,Liechtenstein,LIE,2048,8.8
3862,Liechtenstein,LIE,2049,8.8
3863,Liechtenstein,LIE,2050,8.8
3864,Sri Lanka,LKA,2023,8.8
3865,Sri Lanka,LKA,2024,8.8
3866,Sri Lanka,LKA,2025,8.8
3867,Sri Lanka,LKA,2026,8.8
3868,Sri Lanka,LKA,2027,8.8
3869,Sri Lanka,LKA,2028,8.8
3870,Sri Lanka,LKA,2029,8.8
3871,Sri Lanka,LKA,2030,8.8
3872,Sri Lanka,LKA,2031,8.8
3873,Sri Lanka,LKA,2032,8.8
3874,Sri Lanka,LKA,2033,8.8
3875,Sri Lanka,LKA,2034,8.8
3876,Sri Lanka,LKA,2035,8.8
3877,Sri Lanka,LKA,2036,8.8
3878,Sri Lanka,LKA,2037,8.8
3879,Sri Lanka,LKA,2038,8.8
3880,Sri Lanka,LKA,2039,8.8
3881,Sri Lanka,LKA,2040,8.8
3882,Sri Lanka,LKA,2041,8.8
3883,Sri Lanka,LKA,2042,8.8
3884,Sri Lanka,LKA,2043,8.8
3885,Sri Lanka,LKA,2044,8.8
3886,Sri Lanka,LKA,2045,8.8
3887,Sri Lanka,LKA,2046,8.8
3888,Sri Lanka,LKA,2047,8.8
3889,Sri Lanka,LKA,2048,8.8
3890,Sri Lanka,LKA,2049,8.8
3891,Sri Lanka,LKA,2050,8.8
3892,Lower middle income,LMC,2023,8.8
3893,Lower middle income,LMC,2024,8.8
3894,Lower middle income,LMC,2025,8.8
3895,Lower middle income,LMC,2026,8.8
3896,Lower middle income,LMC,2027,8.8
3897,Lower middle income,LMC,2028,8.8
3898,Lower middle income,LMC,2029,8.8
3899,Lower middle income,LMC,2030,8.8
3900,Lower middle income,LMC,2031,8.8
3901,Lower middle income,LMC,2032,8.8
3902,Lower middle income,LMC,2033,8.8
3903,Lower middle income,LMC,2034,8.8
3904,Lower middle income,LMC,2035,8.8
3905,Lower middle income,LMC,2036,8.8
3906,Lower middle income,LMC,2037,8.8
3907,Lower middle income,LMC,2038,8.8
3908,Lower middle income,LMC,2039,8.8
3909,Lower middle income,LMC,2040,8.8
3910,Lower middle income,LMC,2041,8.8
3911,Lower middle income,LMC,2042,8.8
3912,Lower middle income,LMC,2043,8.8
3913,Lower middle income,LMC,2044,8.8
3914,Lower middle income,LMC,2045,8.8
3915,Lower middle income,LMC,2046,8.8
3916,Lower middle income,LMC,2047,8.8
3917,Lower middle income,LMC,2048,8.8
3918,Lower middle income,LMC,2049,8.8
3919,Lower middle income,LMC,2050,8.8
3920,Low & middle income,LMY,2023,8.8
3921,Low & middle income,LMY,2024,8.8
3922,Low & middle income,LMY,2025,8.8
3923,Low & middle income,LMY,2026,8.8
3924,Low & middle income,LMY,2027,8.8
3925,Low & middle income,LMY,2028,8.8
3926,Low & middle income,LMY,2029,8.8
3927,Low & middle income,LMY,2030,8.8
3928,Low & middle income,LMY,2031,8.8
3929,Low & middle income,LMY,2032,8.8
3930,Low & middle income,LMY,2033,8.8
3931,Low & middle income,LMY,2034,8.8
3932,Low & middle income,LMY,2035,8.8
3933,Low & middle income,LMY,2036,8.8
3934,Low & middle income,LMY,2037,8.8
3935,Low & middle income,LMY,2038,8.8
3936,Low & middle income,LMY,2039,8.8
3937,Low & middle income,LMY,2040,8.8
3938,Low & middle income,LMY,2041,8.8
3939,Low & middle income,LMY,2042,8.8
3940,Low & middle income,LMY,2043,8.8
3941,Low & middle income,LMY,2044,8.8
3942,Low & middle income,LMY,2045,8.8
3943,Low & middle income,LMY,2046,8.8
3944,Low & middle income,LMY,2047,8.8
3945,Low & middle income,LMY,2048,8.8
3946,Low & middle income,LMY,2049,8.8
3947,Low & middle income,LMY,2050,8.8
3948,Lesotho,LSO,2023,8.8
3949,Lesotho,LSO,2024,8.8
3950,Lesotho,LSO,2025,8.8
3951,Lesotho,LSO,2026,8.8
3952,Lesotho,LSO,2027,8.8
3953,Lesotho,LSO,2028,8.8
3954,Lesotho,LSO,2029,8.8
3955,Lesotho,LSO,2030,8.8
3956,Lesotho,LSO,2031,8.8
3957,Lesotho,LSO,2032,8.8
3958,Lesotho,LSO,2033,8.8
3959,Lesotho,LSO,2034,8.8
3960,Lesotho,LSO,2035,8.8
3961,Lesotho,LSO,2036,8.8
3962,Lesotho,LSO,2037,8.8
3963,Lesotho,LSO,2038,8.8
3964,Lesotho,LSO,2039,8.8
3965,Lesotho,LSO,2040,8.8
3966,Lesotho,LSO,2041,8.8
3967,Lesotho,LSO,2042,8.8
3968,Lesotho,LSO,2043,8.8
3969,Lesotho,LSO,2044,8.8
3970,Lesotho,LSO,2045,8.8
3971,Lesotho,LSO,2046,8.8
3972,Lesotho,LSO,2047,8.8
3973,Lesotho,LSO,2048,8.8
3974,Lesotho,LSO,2049,8.8
3975,Lesotho,LSO,2050,8.8
3976,Late-demographic dividend,LTE,2023,8.8
3977,Late-demographic dividend,LTE,2024,8.8
3978,Late-demographic dividend,LTE,2025,8.8
3979,Late-demographic dividend,LTE,2026,8.8
3980,Late-demographic dividend,LTE,2027,8.8
3981,Late-demographic dividend,LTE,2028,8.8
3982,Late-demographic dividend,LTE,2029,8.8
3983,Late-demographic dividend,LTE,2030,8.8
3984,Late-demographic dividend,LTE,2031,8.8
3985,Late-demographic dividend,LTE,2032,8.8
3986,Late-demographic dividend,LTE,2033,8.8
3987,Late-demographic dividend,LTE,2034,8.8
3988,Late-demographic dividend,LTE,2035,8.8
3989,Late-demographic dividend,LTE,2036,8.8
3990,Late-demographic dividend,LTE,2037,8.8
3991,Late-demographic dividend,LTE,2038,8.8
3992,Late-demographic dividend,LTE,2039,8.8
3993,Late-demographic dividend,LTE,2040,8.8
3994,Late-demographic dividend,LTE,2041,8.8
3995,Late-demographic dividend,LTE,2042,8.8
3996,Late-demographic dividend,LTE,2043,8.8
3997,Late-demographic dividend,LTE,2044,8.8
3998,Late-demographic dividend,LTE,2045,8.8
3999,Late-demographic dividend,LTE,2046,8.8
4000,Late-demographic dividend,LTE,2047,8.8
4001,Late-demographic dividend,LTE,2048,8.8
4002,Late-demographic dividend,LTE,2049,8.8
4003,Late-demographic dividend,LTE,2050,8.8
4004,Lithuania,LTU,2023,8.8
4005,Lithuania,LTU,2024,8.8
4006,Lithuania,LTU,2025,8.8
4007,Lithuania,LTU,2026,8.8
4008,Lithuania,LTU,2027,8.8
4009,Lithuania,LTU,2028,8.8
4010,Lithuania,LTU,2029,8.8
4011,Lithuania,LTU,2030,8.8
4012,Lithuania,LTU,2031,8.8
4013,Lithuania,LTU,2032,8.8
4014,Lithuania,LTU,2033,8.8
4015,Lithuania,LTU,2034,8.8
4016,Lithuania,LTU,2035,8.8
4017,Lithuania,LTU,2036,8.8
4018,Lithuania,LTU,2037,8.8
4019,Lithuania,LTU,2038,8.8
4020,Lithuania,LTU,2039,8.8
4021,Lithuania,LTU,2040,8.8
4022,Lithuania,LTU,2041,8.8
4023,Lithuania,LTU,2042,8.8
4024,Lithuania,LTU,2043,8.8
4025,Lithuania,LTU,2044,8.8
4026,Lithuania,LTU,2045,8.8
4027,Lithuania,LTU,2046,8.8
4028,Lithuania,LTU,2047,8.8
4029,Lithuania,LTU,2048,8.8
4030,Lithuania,LTU,2049,8.8
4031,Lithuania,LTU,2050,8.8
4032,Luxembourg,LUX,2023,8.8
4033,Luxembourg,LUX,2024,8.8
4034,Luxembourg,LUX,2025,8.8
4035,Luxembourg,LUX,2026,8.8
4036,Luxembourg,LUX,2027,8.8
4037,Luxembourg,LUX,2028,8.8
4038,Luxembourg,LUX,2029,8.8
4039,Luxembourg,LUX,2030,8.8
4040,Luxembourg,LUX,2031,8.8
4041,Luxembourg,LUX,2032,8.8
4042,Luxembourg,LUX,2033,8.8
4043,Luxembourg,LUX,2034,8.8
4044,Luxembourg,LUX,2035,8.8
4045,Luxembourg,LUX,2036,8.8
4046,Luxembourg,LUX,2037,8.8
4047,Luxembourg,LUX,2038,8.8
4048,Luxembourg,LUX,2039,8.8
4049,Luxembourg,LUX,2040,8.8
4050,Luxembourg,LUX,2041,8.8
4051,Luxembourg,LUX,2042,8.8
4052,Luxembourg,LUX,2043,8.8
4053,Luxembourg,LUX,2044,8.8
4054,Luxembourg,LUX,2045,8.8
4055,Luxembourg,LUX,2046,8.8
4056,Luxembourg,LUX,2047,8.8
4057,Luxembourg,LUX,2048,8.8
4058,Luxembourg,LUX,2049,8.8
4059,Luxembourg,LUX,2050,8.8
4060,Latvia,LVA,2023,8.8
4061,Latvia,LVA,2024,8.8
4062,Latvia,LVA,2025,8.8
4063,Latvia,LVA,2026,8.8
4064,Latvia,LVA,2027,8.8
4065,Latvia,LVA,2028,8.8
4066,Latvia,LVA,2029,8.8
4067,Latvia,LVA,2030,8.8
4068,Latvia,LVA,2031,8.8
4069,Latvia,LVA,2032,8.8
4070,Latvia,LVA,2033,8.8
4071,Latvia,LVA,2034,8.8
4072,Latvia,LVA,2035,8.8
4073,Latvia,LVA,2036,8.8
4074,Latvia,LVA,2037,8.8
4075,Latvia,LVA,2038,8.8
4076,Latvia,LVA,2039,8.8
4077,Latvia,LVA,2040,8.8
4078,Latvia,LVA,2041,8.8
4079,Latvia,LVA,2042,8.8
4080,Latvia,LVA,2043,8.8
4081,Latvia,LVA,2044,8.8
4082,Latvia,LVA,2045,8.8
4083,Latvia,LVA,2046,8.8
4084,Latvia,LVA,2047,8.8
4085,Latvia,LVA,2048,8.8
4086,Latvia,LVA,2049,8.8
4087,Latvia,LVA,2050,8.8
4088,"Macao SAR, China",MAC,2023,8.8
4089,"Macao SAR, China",MAC,2024,8.8
4090,"Macao SAR, China",MAC,2025,8.8
4091,"Macao SAR, China",MAC,2026,8.8
4092,"Macao SAR, China",MAC,2027,8.8
4093,"Macao SAR, China",MAC,2028,8.8
4094,"Macao SAR, China",MAC,2029,8.8
4095,"Macao SAR, China",MAC,2030,8.8
4096,"Macao SAR, China",MAC,2031,8.8
4097,"Macao SAR, China",MAC,2032,8.8
4098,"Macao SAR, China",MAC,2033,8.8
4099,"Macao SAR, China",MAC,2034,8.8
4100,"Macao SAR, China",MAC,2035,8.8
4101,"Macao SAR, China",MAC,2036,8.8
4102,"Macao SAR, China",MAC,2037,8.8
4103,"Macao SAR, China",MAC,2038,8.8
4104,"Macao SAR, China",MAC,2039,8.8
4105,"Macao SAR, China",MAC,2040,8.8
4106,"Macao SAR, China",MAC,2041,8.8
4107,"Macao SAR, China",MAC,2042,8.8
4108,"Macao SAR, China",MAC,2043,8.8
4109,"Macao SAR, China",MAC,2044,8.8
4110,"Macao SAR, China",MAC,2045,8.8
4111,"Macao SAR, China",MAC,2046,8.8
4112,"Macao SAR, China",MAC,2047,8.8
4113,"Macao SAR, China",MAC,2048,8.8
4114,"Macao SAR, China",MAC,2049,8.8
4115,"Macao SAR, China",MAC,2050,8.8
4116,St. Martin (French part),MAF,2023,8.8
4117,St. Martin (French part),MAF,2024,8.8
4118,St. Martin (French part),MAF,2025,8.8
4119,St. Martin (French part),MAF,2026,8.8
4120,St. Martin (French part),MAF,2027,8.8
4121,St. Martin (French part),MAF,2028,8.8
4122,St. Martin (French part),MAF,2029,8.8
4123,St. Martin (French part),MAF,2030,8.8
4124,St. Martin (French part),MAF,2031,8.8
4125,St. Martin (French part),MAF,2032,8.8
4126,St. Martin (French part),MAF,2033,8.8
4127,St. Martin (French part),MAF,2034,8.8
4128,St. Martin (French part),MAF,2035,8.8
4129,St. Martin (French part),MAF,2036,8.8
4130,St. Martin (French part),MAF,2037,8.8
4131,St. Martin (French part),MAF,2038,8.8
4132,St. Martin (French part),MAF,2039,8.8
4133,St. Martin (French part),MAF,2040,8.8
4134,St. Martin (French part),MAF,2041,8.8
4135,St. Martin (French part),MAF,2042,8.8
4136,St. Martin (French part),MAF,2043,8.8
4137,St. Martin (French part),MAF,2044,8.8
4138,St. Martin (French part),MAF,2045,8.8
4139,St. Martin (French part),MAF,2046,8.8
4140,St. Martin (French part),MAF,2047,8.8
4141,St. Martin (French part),MAF,2048,8.8
4142,St. Martin (French part),MAF,2049,8.8
4143,St. Martin (French part),MAF,2050,8.8
4144,Morocco,MAR,2023,8.8
4145,Morocco,MAR,2024,8.8
4146,Morocco,MAR,2025,8.8
4147,Morocco,MAR,2026,8.8
4148,Morocco,MAR,2027,8.8
4149,Morocco,MAR,2028,8.8
4150,Morocco,MAR,2029,8.8
4151,Morocco,MAR,2030,8.8
4152,Morocco,MAR,2031,8.8
4153,Morocco,MAR,2032,8.8
4154,Morocco,MAR,2033,8.8
4155,Morocco,MAR,2034,8.8
4156,Morocco,MAR,2035,8.8
4157,Morocco,MAR,2036,8.8
4158,Morocco,MAR,2037,8.8
4159,Morocco,MAR,2038,8.8
4160,Morocco,MAR,2039,8.8
4161,Morocco,MAR,2040,8.8
4162,Morocco,MAR,2041,8.8
4163,Morocco,MAR,2042,8.8
4164,Morocco,MAR,2043,8.8
4165,Morocco,MAR,2044,8.8
4166,Morocco,MAR,2045,8.8
4167,Morocco,MAR,2046,8.8
4168,Morocco,MAR,2047,8.8
4169,Morocco,MAR,2048,8.8
4170,Morocco,MAR,2049,8.8
4171,Morocco,MAR,2050,8.8
4172,Monaco,MCO,2023,8.8
4173,Monaco,MCO,2024,8.8
4174,Monaco,MCO,2025,8.8
4175,Monaco,MCO,2026,8.8
4176,Monaco,MCO,2027,8.8
4177,Monaco,MCO,2028,8.8
4178,Monaco,MCO,2029,8.8
4179,Monaco,MCO,2030,8.8
4180,Monaco,MCO,2031,8.8
4181,Monaco,MCO,2032,8.8
4182,Monaco,MCO,2033,8.8
4183,Monaco,MCO,2034,8.8
4184,Monaco,MCO,2035,8.8
4185,Monaco,MCO,2036,8.8
4186,Monaco,MCO,2037,8.8
4187,Monaco,MCO,2038,8.8
4188,Monaco,MCO,2039,8.8
4189,Monaco,MCO,2040,8.8
4190,Monaco,MCO,2041,8.8
4191,Monaco,MCO,2042,8.8
4192,Monaco,MCO,2043,8.8
4193,Monaco,MCO,2044,8.8
4194,Monaco,MCO,2045,8.8
4195,Monaco,MCO,2046,8.8
4196,Monaco,MCO,2047,8.8
4197,Monaco,MCO,2048,8.8
4198,Monaco,MCO,2049,8.8
4199,Monaco,MCO,2050,8.8
4200,Moldova,MDA,2023,8.8
4201,Moldova,MDA,2024,8.8
4202,Moldova,MDA,2025,8.8
4203,Moldova,MDA,2026,8.8
4204,Moldova,MDA,2027,8.8
4205,Moldova,MDA,2028,8.8
4206,Moldova,MDA,2029,8.8
4207,Moldova,MDA,2030,8.8
4208,Moldova,MDA,2031,8.8
4209,Moldova,MDA,2032,8.8
4210,Moldova,MDA,2033,8.8
4211,Moldova,MDA,2034,8.8
4212,Moldova,MDA,2035,8.8
4213,Moldova,MDA,2036,8.8
4214,Moldova,MDA,2037,8.8
4215,Moldova,MDA,2038,8.8
4216,Moldova,MDA,2039,8.8
4217,Moldova,MDA,2040,8.8
4218,Moldova,MDA,2041,8.8
4219,Moldova,MDA,2042,8.8
4220,Moldova,MDA,2043,8.8
4221,Moldova,MDA,2044,8.8
4222,Moldova,MDA,2045,8.8
4223,Moldova,MDA,2046,8.8
4224,Moldova,MDA,2047,8.8
4225,Moldova,MDA,2048,8.8
4226,Moldova,MDA,2049,8.8
4227,Moldova,MDA,2050,8.8
4228,Madagascar,MDG,2023,8.8
4229,Madagascar,MDG,2024,8.8
4230,Madagascar,MDG,2025,8.8
4231,Madagascar,MDG,2026,8.8
4232,Madagascar,MDG,2027,8.8
4233,Madagascar,MDG,2028,8.8
4234,Madagascar,MDG,2029,8.8
4235,Madagascar,MDG,2030,8.8
4236,Madagascar,MDG,2031,8.8
4237,Madagascar,MDG,2032,8.8
4238,Madagascar,MDG,2033,8.8
4239,Madagascar,MDG,2034,8.8
4240,Madagascar,MDG,2035,8.8
4241,Madagascar,MDG,2036,8.8
4242,Madagascar,MDG,2037,8.8
4243,Madagascar,MDG,2038,8.8
4244,Madagascar,MDG,2039,8.8
4245,Madagascar,MDG,2040,8.8
4246,Madagascar,MDG,2041,8.8
4247,Madagascar,MDG,2042,8.8
4248,Madagascar,MDG,2043,8.8
4249,Madagascar,MDG,2044,8.8
4250,Madagascar,MDG,2045,8.8
4251,Madagascar,MDG,2046,8.8
4252,Madagascar,MDG,2047,8.8
4253,Madagascar,MDG,2048,8.8
4254,Madagascar,MDG,2049,8.8
4255,Madagascar,MDG,2050,8.8
4256,Maldives,MDV,2023,8.8
4257,Maldives,MDV,2024,8.8
4258,Maldives,MDV,2025,8.8
4259,Maldives,MDV,2026,8.8
4260,Maldives,MDV,2027,8.8
4261,Maldives,MDV,2028,8.8
4262,Maldives,MDV,2029,8.8
4263,Maldives,MDV,2030,8.8
4264,Maldives,MDV,2031,8.8
4265,Maldives,MDV,2032,8.8
4266,Maldives,MDV,2033,8.8
4267,Maldives,MDV,2034,8.8
4268,Maldives,MDV,2035,8.8
4269,Maldives,MDV,2036,8.8
4270,Maldives,MDV,2037,8.8
4271,Maldives,MDV,2038,8.8
4272,Maldives,MDV,2039,8.8
4273,Maldives,MDV,2040,8.8
4274,Maldives,MDV,2041,8.8
4275,Maldives,MDV,2042,8.8
4276,Maldives,MDV,2043,8.8
4277,Maldives,MDV,2044,8.8
4278,Maldives,MDV,2045,8.8
4279,Maldives,MDV,2046,8.8
4280,Maldives,MDV,2047,8.8
4281,Maldives,MDV,2048,8.8
4282,Maldives,MDV,2049,8.8
4283,Maldives,MDV,2050,8.8
4284,Middle East & North Africa,MEA,2023,8.8
4285,Middle East & North Africa,MEA,2024,8.8
4286,Middle East & North Africa,MEA,2025,8.8
4287,Middle East & North Africa,MEA,2026,8.8
4288,Middle East & North Africa,MEA,2027,8.8
4289,Middle East & North Africa,MEA,2028,8.8
4290,Middle East & North Africa,MEA,2029,8.8
4291,Middle East & North Africa,MEA,2030,8.8
4292,Middle East & North Africa,MEA,2031,8.8
4293,Middle East & North Africa,MEA,2032,8.8
4294,Middle East & North Africa,MEA,2033,8.8
4295,Middle East & North Africa,MEA,2034,8.8
4296,Middle East & North Africa,MEA,2035,8.8
4297,Middle East & North Africa,MEA,2036,8.8
4298,Middle East & North Africa,MEA,2037,8.8
4299,Middle East & North Africa,MEA,2038,8.8
4300,Middle East & North Africa,MEA,2039,8.8
4301,Middle East & North Africa,MEA,2040,8.8
4302,Middle East & North Africa,MEA,2041,8.8
4303,Middle East & North Africa,MEA,2042,8.8
4304,Middle East & North Africa,MEA,2043,8.8
4305,Middle East & North Africa,MEA,2044,8.8
4306,Middle East & North Africa,MEA,2045,8.8
4307,Middle East & North Africa,MEA,2046,8.8
4308,Middle East & North Africa,MEA,2047,8.8
4309,Middle East & North Africa,MEA,2048,8.8
4310,Middle East & North Africa,MEA,2049,8.8
4311,Middle East & North Africa,MEA,2050,8.8
4312,Mexico,MEX,2023,8.8
4313,Mexico,MEX,2024,8.8
4314,Mexico,MEX,2025,8.8
4315,Mexico,MEX,2026,8.8
4316,Mexico,MEX,2027,8.8
4317,Mexico,MEX,2028,8.8
4318,Mexico,MEX,2029,8.8
4319,Mexico,MEX,2030,8.8
4320,Mexico,MEX,2031,8.8
4321,Mexico,MEX,2032,8.8
4322,Mexico,MEX,2033,8.8
4323,Mexico,MEX,2034,8.8
4324,Mexico,MEX,2035,8.8
4325,Mexico,MEX,2036,8.8
4326,Mexico,MEX,2037,8.8
4327,Mexico,MEX,2038,8.8
4328,Mexico,MEX,2039,8.8
4329,Mexico,MEX,2040,8.8
4330,Mexico,MEX,2041,8.8
4331,Mexico,MEX,2042,8.8
4332,Mexico,MEX,2043,8.8
4333,Mexico,MEX,2044,8.8
4334,Mexico,MEX,2045,8.8
4335,Mexico,MEX,2046,8.8
4336,Mexico,MEX,2047,8.8
