"Value","LOCATION","TIME","INDICATOR","SUBJECT","MEASURE","FREQUENCY"
628950.939621377,"COL",2018,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
644915.434075856,"COL",2019,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
658504.580095937,"COL",2020,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
695483.727814071,"COL",2021,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
488036.302478059,"COM",2011,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
483389.122165439,"COM",2012,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
478929.552111175,"COM",2013,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
474643.632801392,"COM",2014,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
470519.895397816,"COM",2015,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
467653.093130651,"COM",2016,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
464864.545324719,"COM",2017,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
462151.091467315,"COM",2018,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
459510.353930592,"COM",2019,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
456939.392163893,"COM",2020,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
453031.96263126,"COM",2021,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
386323.42981848,"CPV",2011,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
380529.819181426,"CPV",2012,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
375030.280115787,"CPV",2013,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
369796.708049546,"CPV",2014,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
364804.197265364,"CPV",2015,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
361670.07090752,"CPV",2016,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
358627.550045296,"CPV",2017,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
355671.124838495,"CPV",2018,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
352795.839247783,"CPV",2019,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
349997.408596748,"CPV",2020,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
344238.695318893,"CPV",2021,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
71796.5933015044,"CRI",2011,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
69541.1250383673,"CRI",2012,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
67413.7712594748,"CRI",2013,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
65398.1389333455,"CRI",2014,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
63482.3503857803,"CRI",2015,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
63311.3494103586,"CRI",2016,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
63126.1789535271,"CRI",2017,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
62922.797803122,"CRI",2018,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
62693.7496257203,"CRI",2019,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
62435.6902883048,"CRI",2020,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
66504.9391893683,"CRI",2021,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
97197.440770943,"CUB",2011,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
94879.0368327861,"CUB",2012,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
92557.1361519096,"CUB",2013,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
90240.3082707501,"CUB",2014,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
87890.1100216965,"CUB",2015,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
87843.3418569247,"CUB",2016,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
87741.4835514858,"CUB",2017,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
87599.8745393969,"CUB",2018,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
87443.1736350329,"CUB",2019,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
87297.3816000295,"CUB",2020,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
80750.7766548084,"CUB",2021,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
88710.5657654818,"CYP",2011,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
86459.3484722221,"CYP",2012,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
84242.296942217,"CYP",2013,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
82070.4200610353,"CYP",2014,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
79952.1018117208,"CYP",2015,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
76811.0554976849,"CYP",2016,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
73769.4568981403,"CYP",2017,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
70819.5361606462,"CYP",2018,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
67953.2456029344,"CYP",2019,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
65163.2703969706,"CYP",2020,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
63072.9798941827,"CYP",2021,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
507815,"DEU",2011,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
491866,"DEU",2012,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
496644,"DEU",2013,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
499405,"DEU",2014,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
504476,"DEU",2015,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
517743,"DEU",2016,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
518104,"DEU",2017,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
510892,"DEU",2018,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
509624,"DEU",2019,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
476040,"DEU",2020,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
494238,"DEU",2021,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
387602.357923434,"DJI",2011,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
381836.773128385,"DJI",2012,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
376384.945532896,"DJI",2013,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
371210.83513206,"DJI",2014,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
366284.826693808,"DJI",2015,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
358917.303351178,"DJI",2016,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
352026.395371634,"DJI",2017,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
345556.269057859,"DJI",2018,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
339460.201795675,"DJI",2019,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
333699.234646509,"DJI",2020,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
327739.386998864,"DJI",2021,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
17904,"DNK",2011,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
17648,"DNK",2012,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
17409,"DNK",2013,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
17811.762,"DNK",2014,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
17185.434,"DNK",2015,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
17544.238,"DNK",2016,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
17583.739,"DNK",2017,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
17583.739,"DNK",2018,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
17583.739,"DNK",2019,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
17583.739,"DNK",2020,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
17583.739,"DNK",2021,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
87569.3891412689,"DOM",2011,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
86516.8265028418,"DOM",2012,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
85741.8460433956,"DOM",2013,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
85219.5454460549,"DOM",2014,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
84923.4903499122,"DOM",2015,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
84611.9702512597,"DOM",2016,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
84480.2983921393,"DOM",2017,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
84443.2145766035,"DOM",2018,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
84465.6135285407,"DOM",2019,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
84518.3888127099,"DOM",2020,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
88664.4341465312,"DOM",2021,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
321508.681355988,"DZA",2011,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
334379.950379117,"DZA",2012,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
348068.921907825,"DZA",2013,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
362494.626924288,"DZA",2014,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
377522.084614827,"DZA",2015,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
396363.150850639,"DZA",2016,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
415520.951528285,"DZA",2017,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
434817.243702393,"DZA",2018,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
453976.002434477,"DZA",2019,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
472800.232802685,"DZA",2020,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
434525.838906982,"DZA",2021,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
96653.1174619395,"ECU",2011,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
97617.1790430461,"ECU",2012,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
98694.5882685941,"ECU",2013,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
99975.100433422,"ECU",2014,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
101528.30359798,"ECU",2015,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
106068.125162519,"ECU",2016,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
110822.62552337,"ECU",2017,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
115745.864911019,"ECU",2018,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
120655.074453637,"ECU",2019,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
125429.364492519,"ECU",2020,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
110848.576522372,"ECU",2021,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
225034,"ESP",2011,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
217495,"ESP",2012,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
210651,"ESP",2013,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
215033,"ESP",2014,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
230314,"ESP",2015,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
237627,"ESP",2016,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
251325,"ESP",2017,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
259732,"ESP",2018,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
270478,"ESP",2019,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
258997.6,"ESP",2020,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
491693.620900538,"ESP",2021,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
12184,"EST",2011,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
10922,"EST",2012,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
10709,"EST",2013,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
9548,"EST",2014,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
9373,"EST",2015,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
9056,"EST",2016,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
8514,"EST",2017,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
8377,"EST",2018,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
6950,"EST",2019,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
6010,"EST",2020,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
7365,"EST",2021,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
0,"ETH",2011,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
0,"ETH",2012,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
0,"ETH",2013,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
0,"ETH",2014,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
0,"ETH",2015,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
0,"ETH",2016,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
0,"ETH",2017,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
0,"ETH",2018,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
0,"ETH",2019,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
0,"ETH",2020,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
0,"ETH",2021,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
36402,"FIN",2011,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
34857,"FIN",2012,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
34020,"FIN",2013,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
33133,"FIN",2014,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
33084,"FIN",2015,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
36411,"FIN",2016,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
38459,"FIN",2017,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
39708,"FIN",2018,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
39239,"FIN",2019,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
39970,"FIN",2020,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
40514,"FIN",2021,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
307600.43320133,"FJI",2011,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
304180.653229378,"FJI",2012,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
300857.766997252,"FJI",2013,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
297638.936924855,"FJI",2014,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
294528.533646378,"FJI",2015,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
293974.990703118,"FJI",2016,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
293439.456352981,"FJI",2017,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
292919.697989423,"FJI",2018,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
292409.71446857,"FJI",2019,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
291905.060646948,"FJI",2020,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
288985.212672147,"FJI",2021,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
237156.430266,"FRA",2011,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
221296.377034,"FRA",2012,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
216949.748732,"FRA",2013,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
209869.583415,"FRA",2014,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
205592.680342,"FRA",2015,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
204945.868427,"FRA",2016,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
215926.186503,"FRA",2017,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
216811.109548,"FRA",2018,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
221330.370157,"FRA",2019,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
209488.072545,"FRA",2020,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
219864.585757,"FRA",2021,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
128242.220600172,"GAB",2011,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
123397.640931288,"GAB",2012,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
118949.409675835,"GAB",2013,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
114798.618032786,"GAB",2014,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
110869.244609818,"GAB",2015,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
110486.870482982,"GAB",2016,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
110068.75123503,"GAB",2017,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
109628.468276346,"GAB",2018,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
109190.225302499,"GAB",2019,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
108774.812867435,"GAB",2020,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
95574.331421376,"GAB",2021,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
181231.41717618,"GBR",2011,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
184243.54217792,"GBR",2012,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
740393.318755527,"GBR",2013,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
751790.061218566,"GBR",2014,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
764031.342317508,"GBR",2015,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
777918.219336073,"GBR",2016,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
790927.865586902,"GBR",2017,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
803112.141459933,"GBR",2018,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
814863.764768905,"GBR",2019,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
826673.732217488,"GBR",2020,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
819007.437328507,"GBR",2021,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
148268.772529615,"GEO",2011,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
145708.824727428,"GEO",2012,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
143370.948805683,"GEO",2013,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
141225.333374732,"GEO",2014,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
139180.117897175,"GEO",2015,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
135643.713819853,"GEO",2016,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
132230.52733934,"GEO",2017,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
128931.063188317,"GEO",2018,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
125702.608874683,"GEO",2019,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
122691.715776946,"GEO",2020,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
121758.573449015,"GEO",2021,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
251896.920373519,"GHA",2011,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
254923.657122755,"GHA",2012,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
258701.465641236,"GHA",2013,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
263199.616651871,"GHA",2014,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
268390.990209701,"GHA",2015,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
274346.161796167,"GHA",2016,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
280892.300433062,"GHA",2017,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
287995.498452486,"GHA",2018,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
295611.527572075,"GHA",2019,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
303720.210992493,"GHA",2020,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
301366.624413013,"GHA",2021,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
205261.025480369,"GIN",2011,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
202261.670186628,"GIN",2012,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
199519.090512042,"GIN",2013,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
197048.927783421,"GIN",2014,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
194910.622223259,"GIN",2015,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
188960.775271238,"GIN",2016,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
183747.739250986,"GIN",2017,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
179197.98160231,"GIN",2018,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
175234.522349515,"GIN",2019,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
171806.044062769,"GIN",2020,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
161961.927316125,"GIN",2021,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
411629.958945546,"GNB",2011,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
406973.308416688,"GNB",2012,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
402548.560805068,"GNB",2013,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
398337.488749045,"GNB",2014,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
394323.725453152,"GNB",2015,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
390788.65365175,"GNB",2016,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
387404.545243192,"GNB",2017,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
384163.272348093,"GNB",2018,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
381056.637049791,"GNB",2019,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
378077.772442667,"GNB",2020,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
372724.321379595,"GNB",2021,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
107392.219721808,"GNQ",2011,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
104481.866048808,"GNQ",2012,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
101428.116548717,"GNQ",2013,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
98523.7621484545,"GNQ",2014,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
95757.6788343007,"GNQ",2015,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
102646.809296403,"GNQ",2016,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
109877.233885199,"GNQ",2017,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
117486.27531453,"GNQ",2018,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
125516.455680355,"GNQ",2019,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
134020.786659637,"GNQ",2020,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
129309.179855157,"GNQ",2021,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
20778,"GRC",2011,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
20699,"GRC",2012,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
19441,"GRC",2013,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
19566,"GRC",2014,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
20057,"GRC",2015,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
24814,"GRC",2016,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
28776,"GRC",2017,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
29687,"GRC",2018,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
28688,"GRC",2019,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
25942,"GRC",2020,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
21632,"GRC",2021,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
62632.0579426762,"GTM",2011,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
62556.0470107753,"GTM",2012,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
62703.1768735253,"GTM",2013,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
63060.6019261187,"GTM",2014,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
63623.7078426233,"GTM",2015,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
64165.8036265889,"GTM",2016,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
64921.8859779423,"GTM",2017,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
65892.8680094916,"GTM",2018,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
67047.2321010101,"GTM",2019,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
68385.1656992281,"GTM",2020,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
75044.2213940057,"GTM",2021,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
317971.411557378,"GUY",2011,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
314062.415042851,"GUY",2012,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
310281.520925951,"GUY",2013,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
306623.887652852,"GUY",2014,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
303081.857296923,"GUY",2015,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
292525.625563203,"GUY",2016,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
282857.878498106,"GUY",2017,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
273941.180859945,"GUY",2018,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
265669.052960936,"GUY",2019,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
257955.571303978,"GUY",2020,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
241593.729016855,"GUY",2021,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
126772.073169451,"HND",2011,"FREIGHTTRANSP","INLAND","MLN_TONNEKM","A"
