Year,Nation,iso_code3,pij_lndu_grasslands_to_other
2031,Montenegro,MNE,1.9298922429838678e-17
2032,Montenegro,MNE,1.9237849890503735e-17
2033,Montenegro,MNE,1.9176777351168807e-17
2034,Montenegro,MNE,1.911570481183388e-17
2035,Montenegro,MNE,1.9054632272498944e-17
2036,Montenegro,MNE,1.899355973316401e-17
2037,Montenegro,MNE,1.893248719382908e-17
2038,Montenegro,MNE,1.8871414654494143e-17
2039,Montenegro,MNE,1.8810342115159213e-17
2040,Montenegro,MNE,1.874926957582428e-17
2041,Montenegro,MNE,1.868819703648935e-17
2042,Montenegro,MNE,1.8627124497154406e-17
2043,Montenegro,MNE,1.8566051957819485e-17
2044,Montenegro,MNE,1.8504979418484548e-17
2045,Montenegro,MNE,1.8443906879149614e-17
2046,Montenegro,MNE,1.838283433981469e-17
2047,Montenegro,MNE,1.832176180047976e-17
2048,Montenegro,MNE,1.826068926114482e-17
2049,Montenegro,MNE,1.819961672180989e-17
2050,Montenegro,MNE,1.813854418247496e-17
2021,Montserrat,MSR,7.095487368185662e-20
2022,Montserrat,MSR,8.869359210232075e-20
2023,Montserrat,MSR,1.0643231052278491e-19
2024,Montserrat,MSR,1.2417102894324908e-19
2025,Montserrat,MSR,1.4190974736371323e-19
2026,Montserrat,MSR,1.5964846578417738e-19
2027,Montserrat,MSR,1.773871842046415e-19
2028,Montserrat,MSR,1.951259026251057e-19
2029,Montserrat,MSR,2.1286462104556982e-19
2030,Montserrat,MSR,2.30603339466034e-19
2031,Montserrat,MSR,2.4834205788649817e-19
2032,Montserrat,MSR,2.660807763069623e-19
2033,Montserrat,MSR,2.8381949472742646e-19
2034,Montserrat,MSR,3.0155821314789064e-19
2035,Montserrat,MSR,3.192969315683548e-19
2036,Montserrat,MSR,3.370356499888189e-19
2037,Montserrat,MSR,3.54774368409283e-19
2038,Montserrat,MSR,3.725130868297472e-19
2039,Montserrat,MSR,3.902518052502114e-19
2040,Montserrat,MSR,4.0799052367067543e-19
2041,Montserrat,MSR,4.2572924209113965e-19
2042,Montserrat,MSR,4.434679605116038e-19
2043,Montserrat,MSR,4.61206678932068e-19
2044,Montserrat,MSR,4.789453973525323e-19
2045,Montserrat,MSR,4.966841157729963e-19
2046,Montserrat,MSR,5.144228341934604e-19
2047,Montserrat,MSR,5.321615526139246e-19
2048,Montserrat,MSR,5.4990027103438885e-19
2049,Montserrat,MSR,5.676389894548528e-19
2050,Montserrat,MSR,5.853777078753171e-19
2021,Morocco,MAR,0.0021283705110978
2022,Morocco,MAR,0.0020721530455318
2023,Morocco,MAR,0.0020159355799657
2024,Morocco,MAR,0.0019597181143997
2025,Morocco,MAR,0.0019035006488336
2026,Morocco,MAR,0.0018472831832676
2027,Morocco,MAR,0.0017910657177015
2028,Morocco,MAR,0.0017348482521354
2029,Morocco,MAR,0.0016786307865694
2030,Morocco,MAR,0.0016224133210033
2031,Morocco,MAR,0.0015661958554373
2032,Morocco,MAR,0.0015099783898712
2033,Morocco,MAR,0.0014537609243052
2034,Morocco,MAR,0.0013975434587391
2035,Morocco,MAR,0.0013413259931731
2036,Morocco,MAR,0.0012851085276069998
2037,Morocco,MAR,0.0012288910620409
2038,Morocco,MAR,0.0011726735964749
2039,Morocco,MAR,0.0011164561309088
2040,Morocco,MAR,0.0010602386653428
2041,Morocco,MAR,0.0010040211997767
2042,Morocco,MAR,0.0009478037342107
2043,Morocco,MAR,0.0008915862686446
2044,Morocco,MAR,0.0008353688030786
2045,Morocco,MAR,0.0007791513375125
2046,Morocco,MAR,0.0007229338719465
2047,Morocco,MAR,0.0006667164063804
2048,Morocco,MAR,0.0006104989408143
2049,Morocco,MAR,0.0005542814752483
2050,Morocco,MAR,0.0004980640096822
2021,Mozambique,MOZ,0.0
2022,Mozambique,MOZ,0.0
2023,Mozambique,MOZ,0.0
2024,Mozambique,MOZ,0.0
2025,Mozambique,MOZ,0.0
2026,Mozambique,MOZ,0.0
2027,Mozambique,MOZ,0.0
2028,Mozambique,MOZ,0.0
2029,Mozambique,MOZ,0.0
2030,Mozambique,MOZ,0.0
2031,Mozambique,MOZ,0.0
2032,Mozambique,MOZ,0.0
2033,Mozambique,MOZ,0.0
2034,Mozambique,MOZ,0.0
2035,Mozambique,MOZ,0.0
2036,Mozambique,MOZ,0.0
2037,Mozambique,MOZ,0.0
2038,Mozambique,MOZ,0.0
2039,Mozambique,MOZ,0.0
2040,Mozambique,MOZ,0.0
2041,Mozambique,MOZ,0.0
2042,Mozambique,MOZ,0.0
2043,Mozambique,MOZ,0.0
2044,Mozambique,MOZ,0.0
2045,Mozambique,MOZ,0.0
2046,Mozambique,MOZ,0.0
2047,Mozambique,MOZ,0.0
2048,Mozambique,MOZ,0.0
2049,Mozambique,MOZ,0.0
2050,Mozambique,MOZ,0.0
2021,Namibia,NAM,0.0040021184791795
2022,Namibia,NAM,0.0039841945263906
2023,Namibia,NAM,0.0039662705736016
2024,Namibia,NAM,0.0039483466208127
2025,Namibia,NAM,0.0039304226680238
2026,Namibia,NAM,0.0039124987152349
2027,Namibia,NAM,0.0038945747624459996
2028,Namibia,NAM,0.0038766508096570004
2029,Namibia,NAM,0.0038587268568681
2030,Namibia,NAM,0.0038408029040792
2031,Namibia,NAM,0.0038228789512903
2032,Namibia,NAM,0.0038049549985014
2033,Namibia,NAM,0.0037870310457124
2034,Namibia,NAM,0.0037691070929235
2035,Namibia,NAM,0.0037511831401346
2036,Namibia,NAM,0.0037332591873457
2037,Namibia,NAM,0.0037153352345568
2038,Namibia,NAM,0.0036974112817678
2039,Namibia,NAM,0.0036794873289789
2040,Namibia,NAM,0.0036615633761899998
2041,Namibia,NAM,0.0036436394234011
2042,Namibia,NAM,0.0036257154706122
2043,Namibia,NAM,0.0036077915178232
2044,Namibia,NAM,0.0035898675650343
2045,Namibia,NAM,0.0035719436122454
2046,Namibia,NAM,0.0035540196594565
2047,Namibia,NAM,0.0035360957066676
2048,Namibia,NAM,0.0035181717538786
2049,Namibia,NAM,0.0035002478010897
2050,Namibia,NAM,0.0034823238483008
2021,Nepal,NPL,0.0
2022,Nepal,NPL,0.0
2023,Nepal,NPL,0.0
2024,Nepal,NPL,0.0
2025,Nepal,NPL,0.0
2026,Nepal,NPL,0.0
2027,Nepal,NPL,0.0
2028,Nepal,NPL,0.0
2029,Nepal,NPL,0.0
2030,Nepal,NPL,0.0
2031,Nepal,NPL,0.0
2032,Nepal,NPL,0.0
2033,Nepal,NPL,0.0
2034,Nepal,NPL,0.0
2035,Nepal,NPL,0.0
2036,Nepal,NPL,0.0
2037,Nepal,NPL,0.0
2038,Nepal,NPL,0.0
2039,Nepal,NPL,0.0
2040,Nepal,NPL,0.0
2041,Nepal,NPL,0.0
2042,Nepal,NPL,0.0
2043,Nepal,NPL,0.0
2044,Nepal,NPL,0.0
2045,Nepal,NPL,0.0
2046,Nepal,NPL,0.0
2047,Nepal,NPL,0.0
2048,Nepal,NPL,0.0
2049,Nepal,NPL,0.0
2050,Nepal,NPL,0.0
2021,Netherlands,NLD,0.0007467067830069
2022,Netherlands,NLD,0.0007440754786613
2023,Netherlands,NLD,0.0007414441743157
2024,Netherlands,NLD,0.0007388128699701
2025,Netherlands,NLD,0.0007361815656245
2026,Netherlands,NLD,0.000733550261279
2027,Netherlands,NLD,0.0007309189569334
2028,Netherlands,NLD,0.0007282876525878
2029,Netherlands,NLD,0.0007256563482422
2030,Netherlands,NLD,0.0007230250438966
2031,Netherlands,NLD,0.0007203937395510001
2032,Netherlands,NLD,0.0007177624352054
2033,Netherlands,NLD,0.0007151311308598
2034,Netherlands,NLD,0.0007124998265142
2035,Netherlands,NLD,0.0007098685221687
2036,Netherlands,NLD,0.0007072372178231
2037,Netherlands,NLD,0.0007046059134775
2038,Netherlands,NLD,0.0007019746091319
2039,Netherlands,NLD,0.0006993433047863
2040,Netherlands,NLD,0.0006967120004407
2041,Netherlands,NLD,0.0006940806960951
2042,Netherlands,NLD,0.0006914493917495
2043,Netherlands,NLD,0.000688818087404
2044,Netherlands,NLD,0.0006861867830584
2045,Netherlands,NLD,0.0006835554787128
2046,Netherlands,NLD,0.0006809241743672
2047,Netherlands,NLD,0.0006782928700216
2048,Netherlands,NLD,0.000675661565676
2049,Netherlands,NLD,0.0006730302613304
2050,Netherlands,NLD,0.0006703989569848
2021,New Caledonia,NCL,0.0011960967709622
2022,New Caledonia,NCL,0.0014951209637028
2023,New Caledonia,NCL,0.0017941451564433
2024,New Caledonia,NCL,0.0020931693491839
2025,New Caledonia,NCL,0.0023921935419244
2026,New Caledonia,NCL,0.002691217734665
2027,New Caledonia,NCL,0.0029902419274056
2028,New Caledonia,NCL,0.0032892661201461
2029,New Caledonia,NCL,0.0035882903128867
2030,New Caledonia,NCL,0.0038873145056272
2031,New Caledonia,NCL,0.0041863386983678
2032,New Caledonia,NCL,0.0044853628911084
2033,New Caledonia,NCL,0.0047843870838489
2034,New Caledonia,NCL,0.0050834112765895
2035,New Caledonia,NCL,0.00538243546933
2036,New Caledonia,NCL,0.0056814596620706
2037,New Caledonia,NCL,0.0059804838548112
2038,New Caledonia,NCL,0.0062795080475517
2039,New Caledonia,NCL,0.0065785322402923
2040,New Caledonia,NCL,0.0068775564330328
2041,New Caledonia,NCL,0.0071765806257734
2042,New Caledonia,NCL,0.007475604818514
2043,New Caledonia,NCL,0.0077746290112545
2044,New Caledonia,NCL,0.0080736532039951
2045,New Caledonia,NCL,0.0083726773967356
2046,New Caledonia,NCL,0.0086717015894762
2047,New Caledonia,NCL,0.0089707257822168
2048,New Caledonia,NCL,0.0092697499749573
2049,New Caledonia,NCL,0.0095687741676979
2050,New Caledonia,NCL,0.0098677983604384
2021,New Zealand,NZL,0.0073435625150636
2022,New Zealand,NZL,0.0073044531438295
2023,New Zealand,NZL,0.0072653437725954
2024,New Zealand,NZL,0.0072262344013613
2025,New Zealand,NZL,0.0071871250301272
2026,New Zealand,NZL,0.0071480156588931
2027,New Zealand,NZL,0.007108906287659001
2028,New Zealand,NZL,0.0070697969164249
2029,New Zealand,NZL,0.0070306875451908
2030,New Zealand,NZL,0.0069915781739567
2031,New Zealand,NZL,0.0069524688027226
2032,New Zealand,NZL,0.0069133594314885
2033,New Zealand,NZL,0.0068742500602544
2034,New Zealand,NZL,0.0068351406890203
2035,New Zealand,NZL,0.0067960313177862
2036,New Zealand,NZL,0.0067569219465521
2037,New Zealand,NZL,0.006717812575318001
2038,New Zealand,NZL,0.0066787032040839
2039,New Zealand,NZL,0.0066395938328498
2040,New Zealand,NZL,0.0066004844616157
2041,New Zealand,NZL,0.0065613750903816
2042,New Zealand,NZL,0.0065222657191475
2043,New Zealand,NZL,0.0064831563479134
2044,New Zealand,NZL,0.0064440469766793
2045,New Zealand,NZL,0.0064049376054452
2046,New Zealand,NZL,0.0063658282342111
2047,New Zealand,NZL,0.006326718862976999
2048,New Zealand,NZL,0.0062876094917429
2049,New Zealand,NZL,0.0062485001205088
2050,New Zealand,NZL,0.0062093907492747
2021,Nicaragua,NIC,0.0047645836898771
2022,Nicaragua,NIC,0.0047057296123464
2023,Nicaragua,NIC,0.0046468755348157
2024,Nicaragua,NIC,0.004588021457285
2025,Nicaragua,NIC,0.0045291673797543
2026,Nicaragua,NIC,0.0044703133022236
2027,Nicaragua,NIC,0.0044114592246929
2028,Nicaragua,NIC,0.0043526051471622
2029,Nicaragua,NIC,0.0042937510696315
2030,Nicaragua,NIC,0.0042348969921008
2031,Nicaragua,NIC,0.0041760429145701
2032,Nicaragua,NIC,0.0041171888370393
2033,Nicaragua,NIC,0.0040583347595086
2034,Nicaragua,NIC,0.0039994806819779
2035,Nicaragua,NIC,0.0039406266044472
2036,Nicaragua,NIC,0.0038817725269165
2037,Nicaragua,NIC,0.0038229184493858
2038,Nicaragua,NIC,0.0037640643718551
2039,Nicaragua,NIC,0.0037052102943244
2040,Nicaragua,NIC,0.0036463562167937
2041,Nicaragua,NIC,0.003587502139263
2042,Nicaragua,NIC,0.0035286480617323
2043,Nicaragua,NIC,0.0034697939842016
2044,Nicaragua,NIC,0.0034109399066709
2045,Nicaragua,NIC,0.0033520858291402
2046,Nicaragua,NIC,0.0032932317516094
2047,Nicaragua,NIC,0.0032343776740787
2048,Nicaragua,NIC,0.0031755235965479998
2049,Nicaragua,NIC,0.0031166695190173
2050,Nicaragua,NIC,0.0030578154414866
2021,Niger,NER,0.0046309283129509
2022,Niger,NER,0.0045386603911886
2023,Niger,NER,0.0044463924694264
2024,Niger,NER,0.0043541245476641
2025,Niger,NER,0.0042618566259018
2026,Niger,NER,0.0041695887041396
2027,Niger,NER,0.0040773207823773
2028,Niger,NER,0.003985052860615
2029,Niger,NER,0.0038927849388528
2030,Niger,NER,0.0038005170170905
2031,Niger,NER,0.0037082490953282
2032,Niger,NER,0.003615981173566
2033,Niger,NER,0.0035237132518037
2034,Niger,NER,0.0034314453300414
2035,Niger,NER,0.0033391774082792
2036,Niger,NER,0.0032469094865169
2037,Niger,NER,0.0031546415647546
2038,Niger,NER,0.0030623736429924
2039,Niger,NER,0.0029701057212301
2040,Niger,NER,0.0028778377994678
2041,Niger,NER,0.0027855698777056
2042,Niger,NER,0.0026933019559433
2043,Niger,NER,0.0026010340341811
2044,Niger,NER,0.0025087661124188
2045,Niger,NER,0.0024164981906565
2046,Niger,NER,0.0023242302688943
2047,Niger,NER,0.002231962347132
2048,Niger,NER,0.0021396944253697
2049,Niger,NER,0.0020474265036075
2050,Niger,NER,0.0019551585818452
2021,Nigeria,NGA,0.0
2022,Nigeria,NGA,0.0
2023,Nigeria,NGA,0.0
2024,Nigeria,NGA,0.0
2025,Nigeria,NGA,0.0
2026,Nigeria,NGA,0.0
2027,Nigeria,NGA,0.0
2028,Nigeria,NGA,0.0
2029,Nigeria,NGA,0.0
2030,Nigeria,NGA,0.0
2031,Nigeria,NGA,0.0
2032,Nigeria,NGA,0.0
2033,Nigeria,NGA,0.0
2034,Nigeria,NGA,0.0
2035,Nigeria,NGA,0.0
2036,Nigeria,NGA,0.0
2037,Nigeria,NGA,0.0
2038,Nigeria,NGA,0.0
2039,Nigeria,NGA,0.0
2040,Nigeria,NGA,0.0
2041,Nigeria,NGA,0.0
2042,Nigeria,NGA,0.0
2043,Nigeria,NGA,0.0
2044,Nigeria,NGA,0.0
2045,Nigeria,NGA,0.0
2046,Nigeria,NGA,0.0
2047,Nigeria,NGA,0.0
2048,Nigeria,NGA,0.0
2049,Nigeria,NGA,0.0
2050,Nigeria,NGA,0.0
2021,Northern Mariana Islands,MNP,0.0029319021342359
2022,Northern Mariana Islands,MNP,0.0029226901677949
2023,Northern Mariana Islands,MNP,0.0029134782013539
2024,Northern Mariana Islands,MNP,0.0029042662349129
2025,Northern Mariana Islands,MNP,0.0028950542684719
2026,Northern Mariana Islands,MNP,0.0028858423020309
2027,Northern Mariana Islands,MNP,0.0028766303355899
2028,Northern Mariana Islands,MNP,0.002867418369149
2029,Northern Mariana Islands,MNP,0.0028582064027079996
2030,Northern Mariana Islands,MNP,0.0028489944362670005
2031,Northern Mariana Islands,MNP,0.0028397824698259996
2032,Northern Mariana Islands,MNP,0.002830570503385
2033,Northern Mariana Islands,MNP,0.0028213585369440005
2034,Northern Mariana Islands,MNP,0.0028121465705029996
2035,Northern Mariana Islands,MNP,0.0028029346040620005
2036,Northern Mariana Islands,MNP,0.0027937226376209996
2037,Northern Mariana Islands,MNP,0.00278451067118
2038,Northern Mariana Islands,MNP,0.0027752987047390005
2039,Northern Mariana Islands,MNP,0.0027660867382981
2040,Northern Mariana Islands,MNP,0.0027568747718571
2041,Northern Mariana Islands,MNP,0.0027476628054161
2042,Northern Mariana Islands,MNP,0.0027384508389751
2043,Northern Mariana Islands,MNP,0.0027292388725341
2044,Northern Mariana Islands,MNP,0.0027200269060931
2045,Northern Mariana Islands,MNP,0.0027108149396521
2046,Northern Mariana Islands,MNP,0.0027016029732111
2047,Northern Mariana Islands,MNP,0.0026923910067701
2048,Northern Mariana Islands,MNP,0.0026831790403291
2049,Northern Mariana Islands,MNP,0.0026739670738881
2050,Northern Mariana Islands,MNP,0.0026647551074472
2021,Oman,OMN,0.0160052347951973
2022,Oman,OMN,0.0159493670189651
2023,Oman,OMN,0.0158934992427329
2024,Oman,OMN,0.0158376314665007
2025,Oman,OMN,0.0157817636902685
2026,Oman,OMN,0.0157258959140363
2027,Oman,OMN,0.0156700281378041
2028,Oman,OMN,0.0156141603615719
2029,Oman,OMN,0.0155582925853397
2030,Oman,OMN,0.0155024248091075
2031,Oman,OMN,0.0154465570328753
2032,Oman,OMN,0.0153906892566431
2033,Oman,OMN,0.0153348214804109
2034,Oman,OMN,0.0152789537041787
2035,Oman,OMN,0.0152230859279465
2036,Oman,OMN,0.0151672181517143
2037,Oman,OMN,0.015111350375482
2038,Oman,OMN,0.0150554825992498
2039,Oman,OMN,0.0149996148230176
2040,Oman,OMN,0.0149437470467854
2041,Oman,OMN,0.0148878792705532
2042,Oman,OMN,0.014832011494321002
2043,Oman,OMN,0.0147761437180888
2044,Oman,OMN,0.0147202759418566
2045,Oman,OMN,0.0146644081656244
2046,Oman,OMN,0.0146085403893922
2047,Oman,OMN,0.01455267261316
2048,Oman,OMN,0.0144968048369278
2049,Oman,OMN,0.0144409370606956
2050,Oman,OMN,0.0143850692844634
2021,Pakistan,PAK,0.0024001643805175
2022,Pakistan,PAK,0.0023752054756469
2023,Pakistan,PAK,0.0023502465707763
2024,Pakistan,PAK,0.0023252876659057
2025,Pakistan,PAK,0.0023003287610352
2026,Pakistan,PAK,0.0022753698561646
2027,Pakistan,PAK,0.002250410951294
2028,Pakistan,PAK,0.0022254520464234
2029,Pakistan,PAK,0.0022004931415528
2030,Pakistan,PAK,0.0021755342366822
2031,Pakistan,PAK,0.0021505753318116
2032,Pakistan,PAK,0.0021256164269410002
2033,Pakistan,PAK,0.0021006575220705
2034,Pakistan,PAK,0.0020756986171999
2035,Pakistan,PAK,0.0020507397123293
2036,Pakistan,PAK,0.0020257808074587
2037,Pakistan,PAK,0.0020008219025881
2038,Pakistan,PAK,0.0019758629977175
2039,Pakistan,PAK,0.0019509040928469
2040,Pakistan,PAK,0.0019259451879764
2041,Pakistan,PAK,0.0019009862831058
2042,Pakistan,PAK,0.0018760273782352
2043,Pakistan,PAK,0.0018510684733646
2044,Pakistan,PAK,0.0018261095684939997
2045,Pakistan,PAK,0.0018011506636234
2046,Pakistan,PAK,0.0017761917587528
2047,Pakistan,PAK,0.0017512328538822
2048,Pakistan,PAK,0.0017262739490117
2049,Pakistan,PAK,0.0017013150441411
2050,Pakistan,PAK,0.0016763561392705
2021,Panama,PAN,0.0
2022,Panama,PAN,0.0
2023,Panama,PAN,0.0
2024,Panama,PAN,0.0
2025,Panama,PAN,0.0
2026,Panama,PAN,0.0
2027,Panama,PAN,0.0
2028,Panama,PAN,0.0
2029,Panama,PAN,0.0
2030,Panama,PAN,0.0
2031,Panama,PAN,0.0
2032,Panama,PAN,0.0
2033,Panama,PAN,0.0
2034,Panama,PAN,0.0
2035,Panama,PAN,0.0
2036,Panama,PAN,0.0
2037,Panama,PAN,0.0
2038,Panama,PAN,0.0
2039,Panama,PAN,0.0
2040,Panama,PAN,0.0
2041,Panama,PAN,0.0
2042,Panama,PAN,0.0
2043,Panama,PAN,0.0
2044,Panama,PAN,0.0
2045,Panama,PAN,0.0
2046,Panama,PAN,0.0
2047,Panama,PAN,0.0
2048,Panama,PAN,0.0
2049,Panama,PAN,0.0
2050,Panama,PAN,0.0
2021,Papua New Guinea,PNG,3.2302220761783234e-19
2022,Papua New Guinea,PNG,4.0377775952229035e-19
2023,Papua New Guinea,PNG,4.845333114267485e-19
2024,Papua New Guinea,PNG,5.652888633312065e-19
2025,Papua New Guinea,PNG,6.460444152356647e-19
2026,Papua New Guinea,PNG,7.267999671401229e-19
2027,Papua New Guinea,PNG,8.075555190445809e-19
2028,Papua New Guinea,PNG,8.883110709490389e-19
2029,Papua New Guinea,PNG,9.69066622853497e-19
2030,Papua New Guinea,PNG,1.0498221747579549e-18
2031,Papua New Guinea,PNG,1.130577726662413e-18
2032,Papua New Guinea,PNG,1.2113332785668713e-18
2033,Papua New Guinea,PNG,1.2920888304713294e-18
2034,Papua New Guinea,PNG,1.3728443823757877e-18
2035,Papua New Guinea,PNG,1.4535999342802458e-18
2036,Papua New Guinea,PNG,1.5343554861847037e-18
2037,Papua New Guinea,PNG,1.6151110380891618e-18
2038,Papua New Guinea,PNG,1.6958665899936199e-18
2039,Papua New Guinea,PNG,1.7766221418980778e-18
2040,Papua New Guinea,PNG,1.8573776938025363e-18
2041,Papua New Guinea,PNG,1.938133245706994e-18
2042,Papua New Guinea,PNG,2.0188887976114517e-18
2043,Papua New Guinea,PNG,2.0996443495159094e-18
2044,Papua New Guinea,PNG,2.1803999014203687e-18
2045,Papua New Guinea,PNG,2.261155453324826e-18
2046,Papua New Guinea,PNG,2.341911005229284e-18
2047,Papua New Guinea,PNG,2.4226665571337426e-18
2048,Papua New Guinea,PNG,2.5034221090382007e-18
2049,Papua New Guinea,PNG,2.5841776609426588e-18
2050,Papua New Guinea,PNG,2.664933212847117e-18
2021,Paraguay,PRY,0.0019784345216601
2022,Paraguay,PRY,0.0019976961896734
2023,Paraguay,PRY,0.0020169578576866
2024,Paraguay,PRY,0.0020362195256998
2025,Paraguay,PRY,0.0020554811937131
2026,Paraguay,PRY,0.0020747428617263
2027,Paraguay,PRY,0.0020940045297396
2028,Paraguay,PRY,0.0021132661977528
2029,Paraguay,PRY,0.002132527865766
2030,Paraguay,PRY,0.0021517895337793
2031,Paraguay,PRY,0.0021710512017925
2032,Paraguay,PRY,0.0021903128698058
2033,Paraguay,PRY,0.0022095745378189996
2034,Paraguay,PRY,0.0022288362058322
2035,Paraguay,PRY,0.0022480978738455
2036,Paraguay,PRY,0.0022673595418587
2037,Paraguay,PRY,0.0022866212098720004
2038,Paraguay,PRY,0.0023058828778852
2039,Paraguay,PRY,0.0023251445458985
2040,Paraguay,PRY,0.0023444062139117
2041,Paraguay,PRY,0.0023636678819249
2042,Paraguay,PRY,0.0023829295499382
2043,Paraguay,PRY,0.0024021912179514
2044,Paraguay,PRY,0.0024214528859647
2045,Paraguay,PRY,0.0024407145539779
2046,Paraguay,PRY,0.0024599762219911
2047,Paraguay,PRY,0.0024792378900044
2048,Paraguay,PRY,0.0024984995580176
2049,Paraguay,PRY,0.0025177612260309
2050,Paraguay,PRY,0.0025370228940441
2021,Peru,PER,0.0001111528492509
2022,Peru,PER,0.0001389410615636
2023,Peru,PER,0.0001667292738764
2024,Peru,PER,0.0001945174861891
2025,Peru,PER,0.0002223056985018
2026,Peru,PER,0.0002500939108146
2027,Peru,PER,0.0002778821231273
2028,Peru,PER,0.00030567033543999996
2029,Peru,PER,0.0003334585477528
2030,Peru,PER,0.0003612467600655
2031,Peru,PER,0.0003890349723782
2032,Peru,PER,0.000416823184691
2033,Peru,PER,0.0004446113970037
2034,Peru,PER,0.0004723996093165
2035,Peru,PER,0.0005001878216292
2036,Peru,PER,0.0005279760339419
2037,Peru,PER,0.0005557642462547
2038,Peru,PER,0.0005835524585674
2039,Peru,PER,0.0006113406708801
2040,Peru,PER,0.0006391288831929
2041,Peru,PER,0.0006669170955056
2042,Peru,PER,0.0006947053078183
2043,Peru,PER,0.0007224935201311
2044,Peru,PER,0.0007502817324438
2045,Peru,PER,0.0007780699447565
2046,Peru,PER,0.0008058581570693
2047,Peru,PER,0.000833646369382
2048,Peru,PER,0.0008614345816948
2049,Peru,PER,0.0008892227940075
2050,Peru,PER,0.0009170110063202
2021,Philippines,PHL,0.0002387063715784
2022,Philippines,PHL,0.0002379523299238
2023,Philippines,PHL,0.0002371982882693
2024,Philippines,PHL,0.0002364442466147
2025,Philippines,PHL,0.0002356902049602
2026,Philippines,PHL,0.0002349361633056
2027,Philippines,PHL,0.00023418212165099997
2028,Philippines,PHL,0.0002334280799965
2029,Philippines,PHL,0.0002326740383419
2030,Philippines,PHL,0.0002319199966873
2031,Philippines,PHL,0.0002311659550328
2032,Philippines,PHL,0.0002304119133782
2033,Philippines,PHL,0.0002296578717237
2034,Philippines,PHL,0.0002289038300691
2035,Philippines,PHL,0.0002281497884145
2036,Philippines,PHL,0.00022739574676
2037,Philippines,PHL,0.0002266417051054
2038,Philippines,PHL,0.0002258876634509
2039,Philippines,PHL,0.0002251336217963
2040,Philippines,PHL,0.0002243795801417
2041,Philippines,PHL,0.0002236255384872
2042,Philippines,PHL,0.0002228714968326
2043,Philippines,PHL,0.00022211745517800003
2044,Philippines,PHL,0.0002213634135235
2045,Philippines,PHL,0.0002206093718689
2046,Philippines,PHL,0.0002198553302144
2047,Philippines,PHL,0.0002191012885598
2048,Philippines,PHL,0.0002183472469052
2049,Philippines,PHL,0.0002175932052507
2050,Philippines,PHL,0.0002168391635961
2021,Qatar,QAT,0.0079577702410411
2022,Qatar,QAT,0.0078540710484679
2023,Qatar,QAT,0.0077503718558947
2024,Qatar,QAT,0.0076466726633216
2025,Qatar,QAT,0.0075429734707484
2026,Qatar,QAT,0.0074392742781752
2027,Qatar,QAT,0.007335575085601999
2028,Qatar,QAT,0.0072318758930288
2029,Qatar,QAT,0.0071281767004556
2030,Qatar,QAT,0.0070244775078825
2031,Qatar,QAT,0.0069207783153093
2032,Qatar,QAT,0.0068170791227361
2033,Qatar,QAT,0.0067133799301629
2034,Qatar,QAT,0.0066096807375897
2035,Qatar,QAT,0.0065059815450165
2036,Qatar,QAT,0.0064022823524434
2037,Qatar,QAT,0.0062985831598702
2038,Qatar,QAT,0.006194883967297
2039,Qatar,QAT,0.0060911847747238
2040,Qatar,QAT,0.0059874855821506
2041,Qatar,QAT,0.0058837863895774
2042,Qatar,QAT,0.0057800871970043
2043,Qatar,QAT,0.0056763880044311
2044,Qatar,QAT,0.0055726888118579
2045,Qatar,QAT,0.0054689896192847
2046,Qatar,QAT,0.0053652904267115
2047,Qatar,QAT,0.0052615912341383
2048,Qatar,QAT,0.0051578920415652
2049,Qatar,QAT,0.005054192848992001
2050,Qatar,QAT,0.0049504936564188
2021,Republic of Moldova,MDA,0.0001872484077517
2022,Republic of Moldova,MDA,0.0001866615585443
2023,Republic of Moldova,MDA,0.0001860747093369
2024,Republic of Moldova,MDA,0.0001854878601296
2025,Republic of Moldova,MDA,0.0001849010109222
2026,Republic of Moldova,MDA,0.0001843141617148
2027,Republic of Moldova,MDA,0.0001837273125074
2028,Republic of Moldova,MDA,0.00018314046330000002
2029,Republic of Moldova,MDA,0.0001825536140926
2030,Republic of Moldova,MDA,0.0001819667648853
2031,Republic of Moldova,MDA,0.0001813799156779
2032,Republic of Moldova,MDA,0.0001807930664705
2033,Republic of Moldova,MDA,0.0001802062172631
2034,Republic of Moldova,MDA,0.0001796193680557
2035,Republic of Moldova,MDA,0.0001790325188483
2036,Republic of Moldova,MDA,0.0001784456696409
2037,Republic of Moldova,MDA,0.0001778588204336
2038,Republic of Moldova,MDA,0.0001772719712262
2039,Republic of Moldova,MDA,0.0001766851220188
2040,Republic of Moldova,MDA,0.0001760982728114
2041,Republic of Moldova,MDA,0.00017551142360400002
2042,Republic of Moldova,MDA,0.0001749245743966
2043,Republic of Moldova,MDA,0.0001743377251893
2044,Republic of Moldova,MDA,0.0001737508759819
2045,Republic of Moldova,MDA,0.0001731640267745
2046,Republic of Moldova,MDA,0.0001725771775671
2047,Republic of Moldova,MDA,0.0001719903283597
2048,Republic of Moldova,MDA,0.0001714034791523
2049,Republic of Moldova,MDA,0.0001708166299449
2050,Republic of Moldova,MDA,0.0001702297807376
2021,Romania,ROU,0.00025753874274099997
2022,Romania,ROU,0.0003219234284263
2023,Romania,ROU,0.0003863081141115
2024,Romania,ROU,0.0004506927997968
2025,Romania,ROU,0.0005150774854821
